"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z19619pt","ark:/21198/z1447hvk","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0099_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447hvk",""
"ark:/21198/z19619pt","ark:/21198/z10c6s65","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0099_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6s65",""
