"Parent ARK","Item ARK","File Name","Object Type","Title","Item Sequence","Bucketeer State","Thumbmail","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/z1v42n6b","ark:/21198/z17w87px","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0001.tif","Page","Page 1","1","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w87px",""
"ark:/21198/z1v42n6b","ark:/21198/z1447gzh","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0002.tif","Page","Page 2","2","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447gzh",""
"ark:/21198/z1v42n6b","ark:/21198/z10c6r93","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0003.tif","Page","Page 3","3","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6r93",""
"ark:/21198/z1v42n6b","ark:/21198/z1vq4z57","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0004.tif","Page","Page 4","4","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4z57",""
"ark:/21198/z1v42n6b","ark:/21198/z1qz46hs","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0005.tif","Page","Page 5","5","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz46hs",""
"ark:/21198/z1v42n6b","ark:/21198/z1m63fv8","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0006.tif","Page","Page 6","6","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63fv8",""
"ark:/21198/z1v42n6b","ark:/21198/z1gf2q22","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0007.tif","Page","Page 7","7","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2q22",""
"ark:/21198/z1v42n6b","ark:/21198/z1bp1z9w","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0008.tif","Page","Page 8","8","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1z9w",""
"ark:/21198/z1v42n6b","ark:/21198/z16x16kj","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0009.tif","Page","Page 9","9","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x16kj",""
"ark:/21198/z1v42n6b","ark:/21198/z1350fx1","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0010.tif","Page","Page 10","10","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350fx1",""
"ark:/21198/z1v42n6b","ark:/21198/z1zg8nqq","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0011.tif","Page","Page 11","11","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8nqq",""
"ark:/21198/z1v42n6b","ark:/21198/z1tq7x3r","Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0054_0012.tif","Page","Page 12","12","succeeded","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7x3r",""
