"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Name.repository","Title","Alt ID.local","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mf4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0056.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0056","uclalsc_2995564_0056","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mf4","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mf4/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mgn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0057.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0057","uclalsc_2995564_0057","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mgn","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mgn/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mh5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0058.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0058","uclalsc_2995564_0058","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mh5","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mh5/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mjp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0059.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0059","uclalsc_2995564_0059","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mjp","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mjp/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mk6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0060.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0060","uclalsc_2995564_0060","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mk6","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mk6/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mmq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0061.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0061","uclalsc_2995564_0061","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mmq","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mmq/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mn7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0062.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0062","uclalsc_2995564_0062","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mn7","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mn7/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mpr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0063.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0063","uclalsc_2995564_0063","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mpr","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mpr/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mq8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0064.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0064","uclalsc_2995564_0064","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mq8","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mq8/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mrs","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0065.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0065","uclalsc_2995564_0065","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mrs","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mrs/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ms9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0066.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0066","uclalsc_2995564_0066","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ms9","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0ms9/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mtt","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0067.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0067","uclalsc_2995564_0067","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mtt","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mtt/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mvb","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0068.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0068","uclalsc_2995564_0068","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mvb","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mvb/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mwv","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0069.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0069","uclalsc_2995564_0069","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mwv","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mwv/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mxc","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0070.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0070","uclalsc_2995564_0070","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mxc","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mxc/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mzw","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0071.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0071","uclalsc_2995564_0071","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mzw","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0mzw/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n0w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0072.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0072","uclalsc_2995564_0072","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n0w","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n0w/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n1d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0073.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0073","uclalsc_2995564_0073","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n1d","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n1d/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n2x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0074.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0074","uclalsc_2995564_0074","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n2x","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n2x/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n3f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0075.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0075","uclalsc_2995564_0075","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n3f","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n3f/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n4z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0076.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0076","uclalsc_2995564_0076","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n4z","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n4z/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n5g","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0077.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0077","uclalsc_2995564_0077","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n5g","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n5g/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n60","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0078.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0078","uclalsc_2995564_0078","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n60","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n60/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n7h","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0079.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0079","uclalsc_2995564_0079","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n7h","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n7h/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n81","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0080.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0080","uclalsc_2995564_0080","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n81","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n81/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n9j","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0081.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0081","uclalsc_2995564_0081","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n9j","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0n9j/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nb2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0082.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0082","uclalsc_2995564_0082","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nb2","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nb2/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nck","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0083.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0083","uclalsc_2995564_0083","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nck","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nck/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nd3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0084.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0084","uclalsc_2995564_0084","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nd3","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nd3/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nfm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0085.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0085","uclalsc_2995564_0085","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nfm","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nfm/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ng4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0086.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0086","uclalsc_2995564_0086","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ng4","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0ng4/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nhn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0087.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0087","uclalsc_2995564_0087","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nhn","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nhn/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nj5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0088.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0088","uclalsc_2995564_0088","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nj5","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nj5/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nkp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0089.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0089","uclalsc_2995564_0089","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nkp","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nkp/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nm6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0090.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0090","uclalsc_2995564_0090","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nm6","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nm6/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nnq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0091.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0091","uclalsc_2995564_0091","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nnq","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nnq/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0np7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0092.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0092","uclalsc_2995564_0092","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0np7","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0np7/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nqr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0093.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0093","uclalsc_2995564_0093","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nqr","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nqr/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nr8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0094.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0094","uclalsc_2995564_0094","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nr8","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nr8/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nss","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0095.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0095","uclalsc_2995564_0095","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nss","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nss/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nt9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0096.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0096","uclalsc_2995564_0096","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nt9","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nt9/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nvt","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0097.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0097","uclalsc_2995564_0097","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nvt","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nvt/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nwb","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0098.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0098","uclalsc_2995564_0098","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nwb","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nwb/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nxv","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0099.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0099","uclalsc_2995564_0099","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nxv","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nxv/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nzc","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0100.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0100","uclalsc_2995564_0100","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nzc","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0nzc/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p0c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0101.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0101","uclalsc_2995564_0101","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p0c","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p0c/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p1w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0102.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0102","uclalsc_2995564_0102","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p1w","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p1w/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p2d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0103.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0103","uclalsc_2995564_0103","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p2d","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p2d/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p3x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0104.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0104","uclalsc_2995564_0104","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p3x","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p3x/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p4f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0105.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0105","uclalsc_2995564_0105","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p4f","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p4f/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p5z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0106.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0106","uclalsc_2995564_0106","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p5z","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p5z/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p6g","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0107.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0107","uclalsc_2995564_0107","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p6g","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p6g/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p70","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0108.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0108","uclalsc_2995564_0108","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p70","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p70/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p8h","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0109.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0109","uclalsc_2995564_0109","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p8h","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p8h/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p91","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0110.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0110","uclalsc_2995564_0110","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p91","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0p91/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pbj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0111.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0111","uclalsc_2995564_0111","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pbj","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0pbj/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pc2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0112.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0112","uclalsc_2995564_0112","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pc2","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0pc2/manifest"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pdk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0113.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0113","uclalsc_2995564_0113","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pdk","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0pdk/manifest"
