"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Title","Place of origin","Format.dimensions","Format.medium","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh43b","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh43b_2408103_master.tif","39","still image","Bystanding men watch two oxen strain to pull a cart across a dirt field.","Constitucion.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 148","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh43b","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh43b/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh44v","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh44v_2408106_master.tif","40","still image","Three children watch a man load a large barrel into cart.","Constitution.","4in. x 5in.","","Palmer Family Papers,Collection 515 box 53 negative 149","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh44v","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh44v/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh45c","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh45c_2408109_master.tif","41","still image","Woman and children go about their day around small buildings in a neighborhood.","Concepcion, Talcahuano, Lota.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 153","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh45c","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh45c/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh46w","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh46w_2408112_master.tif","42","still image","A large steam ship is docked in a harbor.","Concepcion, Talcahuano, Lota.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 156","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh46w","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh46w/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh48x","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh48x_2408115_master.tif","44","still image","Numerous small boats sail around a harbor.","Concepcion, Talcahuano, Lota.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 157","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh48x","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh48x/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh49f","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh49f_2408118_master.tif","45","still image","Two men stand in front of a large, city building.","Santiago.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 160","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh49f","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh49f/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4bz","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4bz_2408121_master.tif","46","still image","An overhead view of santiago shows ornate gardens, uniform streets, and spanish style buildings.","Santiago.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 161","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4bz","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4bz/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4cg","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4cg_2408124_master.tif","47","still image","Five towers peer behind trees overlooking a cobblestone street with light traffic.","Santiago.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 162","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4cg","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4cg/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4d0","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4d0_2408127_master.tif","48","still image","A mountain hillside overlooks the city below.","Santiago.","4in. x 5in.|~|glass negative","","Palmer Family Papers,Collection 515 box 53 negative 164","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4d0","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4d0/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4fh","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4fh_2408130_master.tif","49","still image","Trees frame an ornate building.","Santiago.","4in. x 5in.|~|glass negative.","","Palmer Family Papers,Collection 515 box 53 negative 165","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4fh","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4fh/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4g1","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4g1_2408133_master.tif","50","still image","A cobblestone city street is lightly crowded with people and a horse and carriage.","Santiago.","glass negative.|~|4in. x 5in.","","Palmer Family Papers,Collection 515 box 53 negative 166","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4g1","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4g1/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4hj","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4hj_2408136_master.tif","51","still image","A busy city square is bustling with people.","Chilean.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 189","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4hj","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4hj/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4j2","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4j2_2408139_master.tif","52","still image","A small path leading to water is ledged along a hillside.","Valdia, Corral, Osorno.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 193","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4j2","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4j2/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4kk","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4kk_2408142_master.tif","53","still image","A pipe bends across a body of water.","Chilean.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 195","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4kk","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4kk/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4m3","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4m3_2408145_master.tif","54","still image","Small bocks are docked against a city canal.","Valdia, Corral, Osorno.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 199","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4m3","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4m3/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4nm","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4nm_2408148_master.tif","55","still image","Horses and their riders are loaded onto a small boat pushing off from the shore.","Valdia, Corral, Osorno.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 200","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4nm","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4nm/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4qn","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4qn_2408151_master.tif","56","still image","A ship is docked at bay.","Valdia, Corral, Osorno.","4in. x 5in.","glass plate.","Palmer Family Papers,Collection 515 box 53 negative 202","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4qn","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4qn/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4r5","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4r5_2408154_master.tif","57","still image","A small beach with a few trees overlooks the water ad mountains.","Temuco, Villarica.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 53 negative 211","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4r5","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4r5/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4sp","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4sp_2408157_master.tif","58","still image","Two men sit on rocks between trees in a canyon.","Chile: Mountains.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 54 negative 230","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4sp","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4sp/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4t6","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4t6_2408160_master.tif","59","still image","A mountainside view of agricultural lands and growing crops.","Chile: Clouds/Fog","4in. x 5in.","glass negative","Palmer Family Papers,Collection 515 box 54 negative 246","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4t6","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4t6/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4vq","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4vq_2408163_master.tif","60","still image","A man and boy stand in the shade and look into the camera.","Chile: Characteristic Scenes 2.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 54 negative 250","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4vq","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4vq/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4w7","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4w7_2408166_master.tif","61","still image","Cows stand on the far side of a dirt road with small town buildings behind them.","Chile: Characterisitc Scenes 2","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 54 negative 251","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4w7","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4w7/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4xr","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4xr_2408169_master.tif","62","still image","An unfinished building frame stands behind a busy street lined with vendors.","Chile: Characterisitc Scenes 2.","4in. x 5in.","glass negative.","Palmer Family Papers,Collection 515 box 54 negative 262","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4xr","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4xr/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh4z8","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh4z8_2408172_master.tif","63","still image","Two men stand in the middle of a country road both carrying a large stack of chairs.","Chile: Characteristic Scenes 2.","4in. x 5in.","glass negative","Palmer Family Papers,Collection 515 box 53 negative 264","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh4z8","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh4z8/manifest"
"Palmer Family Papers. Collection 515","ark:/21198/zz002kh508","ark:/21198/zz000sbx4f","Work","palmer/masters/21198-zz002kh508_2408175_master.tif","64","still image","Seven men and dog rest on the side of the road.","Chile: Characterisitc Scenes 2.","4in. x 5in.","glass negative","Palmer Family Papers,Collection 515 box 53 negative 265","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh508","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kh508/manifest"
