"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.rightsHolderContact","Language","Subject","Type.genre","Relation.isPartOf","Name.repository","Name.creator","Title","Alt ID.local","AltTitle.firstLine","AltTitle.descriptive","Format.extent","Format.dimensions","Date.creation","AltTitle.other","Date.normalized","Finding Aid URL","Opac url","Summary","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perkoff (Stuart Z.) Papers. Collection 1573","ark:/21198/zz0009375c","ark:/21198/zz000933kn","2","Completed","Page","perkoff/masters/21198-zz0009375c-1-master.tif","1","","","","","","private","","still image","","","","","","","","collage cover","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009375c",""
