"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794qf","ark:/21198/zz001794px","2","Completed","Page","wavav/images/masters/21198-zz001794qf_501958_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794qf"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794sg","ark:/21198/zz001794rz","2","Completed","Page","wavav/images/masters/21198-zz001794sg_501964_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794sg"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794w1","ark:/21198/zz001794vh","2","Completed","Page","wavav/images/masters/21198-zz001794w1_501967_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794w1"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794xj","ark:/21198/zz001794vh","2","Completed","Page","wavav/images/masters/21198-zz001794xj_501970_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794xj"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794z2","ark:/21198/zz001794vh","2","Completed","Page","wavav/images/masters/21198-zz001794z2_501974_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794z2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179502","ark:/21198/zz001794vh","2","Completed","Page","wavav/images/masters/21198-zz00179502_501979_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179502"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017951k","ark:/21198/zz001794vh","2","Completed","Page","wavav/images/masters/21198-zz0017951k_501982_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017951k"
