"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016287k","ark:/21198/zz00162862","2","Completed","Page","scwu/images/masters/21198-zz0016287k-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016287k"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016289m","ark:/21198/zz00162883","2","Completed","Page","scwu/images/masters/21198-zz0016289m-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016289m"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628cn","ark:/21198/zz001628b4","2","Completed","Page","scwu/images/masters/21198-zz001628cn-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628cn"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628d5","ark:/21198/zz001628b4","2","Completed","Page","scwu/images/masters/21198-zz001628d5-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628d5"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628g6","ark:/21198/zz001628fp","2","Completed","Page","scwu/images/masters/21198-zz001628g6-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628g6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628hq","ark:/21198/zz001628fp","2","Completed","Page","scwu/images/masters/21198-zz001628hq-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628hq"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628j7","ark:/21198/zz001628fp","2","Completed","Page","scwu/images/masters/21198-zz001628j7-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628j7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628kr","ark:/21198/zz001628fp","2","Completed","Page","scwu/images/masters/21198-zz001628kr-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628kr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628ns","ark:/21198/zz001628m8","2","Completed","Page","scwu/images/masters/21198-zz001628ns-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628ns"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001628p9","ark:/21198/zz001628m8","2","Completed","Page","scwu/images/masters/21198-zz001628p9-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628p9"
