Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00162862,ark:/21198/zz000s2z5v,2,Completed,Work,,1,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016287k,,,,,,,,,,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Homosexuality--Humor|~|Homosexuality and television,,,,,,,June L. Mazer Lesbian Archives,Commerical 1,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00162862/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00162883,ark:/21198/zz000s2z5v,2,Completed,Work,,2,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016289m,,,,,,,,,,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Homosexuality--Humor|~|Homosexuality and television,,,,,,,June L. Mazer Lesbian Archives,Commerical 2,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00162883/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001628b4,ark:/21198/zz000s2z5v,2,Completed,Work,,3,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628cn,,,,,,,,"MacDonald, Sharon",,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Discrimination|~|Lesbians--Family relationships|~|Lesbians--Stereotypes|~|Coming out (Sexual orientation),,,,,,,June L. Mazer Lesbian Archives,Unnamed Script 1,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001628b4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001628fp,ark:/21198/zz000s2z5v,2,Completed,Work,,4,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628g6,,,,,,,,,,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Discrimination|~|Lesbians--Stereotypes|~|Homosexuality--Humor|~|Homosexuality and television,,,,,,,June L. Mazer Lesbian Archives,Gay To Tell the Truth 1,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001628fp/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001628m8,ark:/21198/zz000s2z5v,2,Completed,Work,,5,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628ns,,,,,,,,,,Education Committee - Welcome to Our Lesbian World - Scripts,Homosexuality--Humor|~|Coming out (Sexual orientation),,,,,,,June L. Mazer Lesbian Archives,Therapy Scene (With Songs for Each Character),,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001628m8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001628rb,ark:/21198/zz000s2z5v,2,Completed,Work,,6,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001628sv,,,,,,,,"MacDonald, Sharon",,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Discrimination|~|Lesbians--Friendship|~|Lesbians--Stereotypes|~|Coming out (Sexual orientation),,,,,,,June L. Mazer Lesbian Archives,Trilogy,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001628rb/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016290f,ark:/21198/zz000s2z5v,2,Completed,Work,,7,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016291z,,,,,,,,"MacDonald, Sharon",,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Lesbians--Family relationships|~|Lesbians--Stereotypes,,,,,,,June L. Mazer Lesbian Archives,Unnamed Script 2,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016290f/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016294h,ark:/21198/zz000s2z5v,2,Completed,Work,,8,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162951,,,,,,,,"MacCulloch, Bunny",,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Discrimination|~|Lesbians--Friendship|~|Homosexuality--Humor|~|Coming out (Sexual orientation),,,,,,,June L. Mazer Lesbian Archives,Retirement Complex for Lesbians,"December, 1982",,,,1982-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016294h/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00162c1x,ark:/21198/zz000s2z5v,2,Completed,Work,,9,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162c2f,,,,,,,,,,Education Committee - Welcome to Our Lesbian World - Scripts,,,,,,,,June L. Mazer Lesbian Archives,Good Ideas Not to Forget,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00162c1x/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00162c3z,ark:/21198/zz000s2z5v,2,Completed,Work,,10,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162c4g,,,,,,,,"Kuhner, Susan",,Education Committee - Welcome to Our Lesbian World - Scripts,Homophobia|~|Discrimination|~|Lesbians--Stereotypes|~|Gay men--Stereotypes|~|Homosexuality--Humor,,,,,,,June L. Mazer Lesbian Archives,Ya Got Trouble,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00162c3z/manifest
