Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject.topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0025xb03,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_001.tif,1,,,,,,,,,,,,,,,,p. 1 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb1m,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_002.tif,2,,,,,,,,,,,,,,,,p. 2 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb24,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_003.tif,3,,,,,,,,,,,,,,,,p. 3 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb3n,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_004.tif,4,,,,,,,,,,,,,,,,p. 4 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb45,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_005.tif,5,,,,,,,,,,,,,,,,p. 5 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb5p,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_006.tif,6,,,,,,,,,,,,,,,,p. 6 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb66,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_007.tif,7,,,,,,,,,,,,,,,,p. 7 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb7q,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_008.tif,8,,,,,,,,,,,,,,,,p. 8 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb87,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_009.tif,9,,,,,,,,,,,,,,,,p. 9 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xb9r,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_010.tif,10,,,,,,,,,,,,,,,,p. 10 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbb8,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_011.tif,11,,,,,,,,,,,,,,,,p. 11 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbcs,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_012.tif,12,,,,,,,,,,,,,,,,p. 12 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbd9,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_013.tif,13,,,,,,,,,,,,,,,,p. 13 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbft,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_014.tif,14,,,,,,,,,,,,,,,,p. 14 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbgb,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_015.tif,15,,,,,,,,,,,,,,,,p. 15 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbhv,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_016.tif,16,,,,,,,,,,,,,,,,p. 16 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbjc,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_017.tif,17,,,,,,,,,,,,,,,,p. 17 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbkw,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_018.tif,18,,,,,,,,,,,,,,,,p. 18 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbmd,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_019.tif,19,,,,,,,,,,,,,,,,p. 19 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbnx,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_020.tif,20,,,,,,,,,,,,,,,,p. 20 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbpf,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_021.tif,21,,,,,,,,,,,,,,,,p. 21 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbqz,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_022.tif,22,,,,,,,,,,,,,,,,p. 22 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbrg,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_023.tif,23,,,,,,,,,,,,,,,,p. 23 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbs0,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_024.tif,24,,,,,,,,,,,,,,,,p. 24 ,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xbth,ark:/21198/zz0025x9z3,2,Completed,ChildWork,stgall/masters/csg-0095/csg-0095_025.tif,25,,,,,,,,,,,,,,,,p. 25 ,,,,,,,,,,,
