Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001775zn,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Holiday Season Campaign - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,"London, Julia",,,,,,Letter to WAVAW Chapters and Supporters Regarding Holiday Season Campaign,"November 5, 1978",,Rights.generalNote: Unsure of whether or not permission is necessary to obtain as author was writing on behalf of WAVAW.,1978-11-05,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017762p,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Holiday Season Campaign - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Letter to WAVAW Members and Supporters Regarding Holiday Season Campaign,"November 21, 1978",,,1978-11-21,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177678,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Holiday Season Campaign - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Press Release - Holiday Season Campaign,"October 10, 1978",,,1978-10-09,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001776bt,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Holiday Season Campaign - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,"Howarth, Joan",,,,,,Letter to WAVAW National Coordinating Committee Regarding Holiday Season Campaign,"December 13, 1978",,Rights.generalNote: Unsure of whether or not permission is necessary to obtain as author was writing on behalf of WAVAW.,1978-12-13,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001776fc,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Holiday Season Campaign - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Does Your Gift Do Violence to Women? Flyer,1978,,Rights.generalNote: Possible copyright issue as flyer reproduces ads.,1978,,
