"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject","Name.author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","Alt ID.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz00294w26","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_039_r.tif","77","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 39r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w26",""
"St Gall Manuscripts","ark:/21198/zz00294w3q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_039_v.tif","78","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 39v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w3q",""
"St Gall Manuscripts","ark:/21198/zz00294w47","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_040_r.tif","79","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 40r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w47",""
"St Gall Manuscripts","ark:/21198/zz00294w5r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_040_v.tif","80","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 40v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w5r",""
"St Gall Manuscripts","ark:/21198/zz00294w68","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_041_r.tif","81","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 41r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w68",""
"St Gall Manuscripts","ark:/21198/zz00294w7s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_041_v.tif","82","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 41v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w7s",""
"St Gall Manuscripts","ark:/21198/zz00294w89","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_042_r.tif","83","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 42r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w89",""
"St Gall Manuscripts","ark:/21198/zz00294w9t","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_042_v.tif","84","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 42v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294w9t",""
"St Gall Manuscripts","ark:/21198/zz00294wbb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_043_r.tif","85","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 43r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wbb",""
"St Gall Manuscripts","ark:/21198/zz00294wcv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_043_v.tif","86","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 43v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wcv",""
"St Gall Manuscripts","ark:/21198/zz00294wdc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_044_r.tif","87","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 44r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wdc",""
"St Gall Manuscripts","ark:/21198/zz00294wfw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_044_v.tif","88","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 44v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wfw",""
"St Gall Manuscripts","ark:/21198/zz00294wgd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_045_r.tif","89","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 45r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wgd",""
"St Gall Manuscripts","ark:/21198/zz00294whx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_045_v.tif","90","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 45v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294whx",""
"St Gall Manuscripts","ark:/21198/zz00294wjf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_046_r.tif","91","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 46r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wjf",""
"St Gall Manuscripts","ark:/21198/zz00294wkz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_046_v.tif","92","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 46v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wkz",""
"St Gall Manuscripts","ark:/21198/zz00294wmg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_047_r.tif","93","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 47r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wmg",""
"St Gall Manuscripts","ark:/21198/zz00294wn0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_047_v.tif","94","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 47v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wn0",""
"St Gall Manuscripts","ark:/21198/zz00294wph","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_048_r.tif","95","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 48r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wph",""
"St Gall Manuscripts","ark:/21198/zz00294wq1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_048_v.tif","96","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 48v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wq1",""
"St Gall Manuscripts","ark:/21198/zz00294wrj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_049_r.tif","97","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 49r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wrj",""
"St Gall Manuscripts","ark:/21198/zz00294ws2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_049_v.tif","98","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 49v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294ws2",""
"St Gall Manuscripts","ark:/21198/zz00294wtk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_050_r.tif","99","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 50r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wtk",""
"St Gall Manuscripts","ark:/21198/zz00294wv3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_050_v.tif","100","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 50v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wv3",""
"St Gall Manuscripts","ark:/21198/zz00294wwm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_051_r.tif","101","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 51r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wwm",""
"St Gall Manuscripts","ark:/21198/zz00294wx4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_051_v.tif","102","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 51v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wx4",""
"St Gall Manuscripts","ark:/21198/zz00294wzn","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_052_r.tif","103","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 52r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294wzn",""
"St Gall Manuscripts","ark:/21198/zz00294x0n","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_052_v.tif","104","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 52v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x0n",""
"St Gall Manuscripts","ark:/21198/zz00294x15","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_053_r.tif","105","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 53r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x15",""
"St Gall Manuscripts","ark:/21198/zz00294x2p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_053_v.tif","106","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 53v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x2p",""
"St Gall Manuscripts","ark:/21198/zz00294x36","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_054_r.tif","107","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 54r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x36",""
"St Gall Manuscripts","ark:/21198/zz00294x4q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_054_v.tif","108","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 54v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x4q",""
"St Gall Manuscripts","ark:/21198/zz00294x57","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_055_r.tif","109","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 55r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x57",""
"St Gall Manuscripts","ark:/21198/zz00294x6r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_055_v.tif","110","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 55v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x6r",""
"St Gall Manuscripts","ark:/21198/zz00294x78","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_056_r.tif","111","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 56r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x78",""
"St Gall Manuscripts","ark:/21198/zz00294x8s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_056_v.tif","112","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 56v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x8s",""
"St Gall Manuscripts","ark:/21198/zz00294x99","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_057_r.tif","113","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 57r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294x99",""
"St Gall Manuscripts","ark:/21198/zz00294xbt","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_057_v.tif","114","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 57v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xbt",""
"St Gall Manuscripts","ark:/21198/zz00294xcb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_058_r.tif","115","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 58r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xcb",""
"St Gall Manuscripts","ark:/21198/zz00294xdv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_058_v.tif","116","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 58v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xdv",""
"St Gall Manuscripts","ark:/21198/zz00294xfc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_059_r.tif","117","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 59r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xfc",""
"St Gall Manuscripts","ark:/21198/zz00294xgw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_059_v.tif","118","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 59v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xgw",""
"St Gall Manuscripts","ark:/21198/zz00294xhd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_060_r.tif","119","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 60r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xhd",""
"St Gall Manuscripts","ark:/21198/zz00294xjx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_060_v.tif","120","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 60v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xjx",""
"St Gall Manuscripts","ark:/21198/zz00294xkf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_061_r.tif","121","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 61r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xkf",""
"St Gall Manuscripts","ark:/21198/zz00294xmz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_061_v.tif","122","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 61v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xmz",""
"St Gall Manuscripts","ark:/21198/zz00294xng","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_062_r.tif","123","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 62r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xng",""
"St Gall Manuscripts","ark:/21198/zz00294xp0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_062_v.tif","124","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 62v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xp0",""
"St Gall Manuscripts","ark:/21198/zz00294xqh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_063_r.tif","125","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 63r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xqh",""
"St Gall Manuscripts","ark:/21198/zz00294xr1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_063_v.tif","126","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 63v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xr1",""
"St Gall Manuscripts","ark:/21198/zz00294xsj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_064_r.tif","127","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 64r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xsj",""
"St Gall Manuscripts","ark:/21198/zz00294xt2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_064_v.tif","128","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 64v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xt2",""
"St Gall Manuscripts","ark:/21198/zz00294xvk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_065_r.tif","129","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 65r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xvk",""
"St Gall Manuscripts","ark:/21198/zz00294xw3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_065_v.tif","130","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 65v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xw3",""
"St Gall Manuscripts","ark:/21198/zz00294xxm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_066_r.tif","131","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 66r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xxm",""
"St Gall Manuscripts","ark:/21198/zz00294xz4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_066_v.tif","132","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 66v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294xz4",""
"St Gall Manuscripts","ark:/21198/zz00294z04","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_067_r.tif","133","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 67r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z04",""
"St Gall Manuscripts","ark:/21198/zz00294z1n","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_067_v.tif","134","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 67v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z1n",""
"St Gall Manuscripts","ark:/21198/zz00294z25","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_068_r.tif","135","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 68r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z25",""
"St Gall Manuscripts","ark:/21198/zz00294z3p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_068_v.tif","136","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 68v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z3p",""
"St Gall Manuscripts","ark:/21198/zz00294z46","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_069_r.tif","137","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 69r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z46",""
"St Gall Manuscripts","ark:/21198/zz00294z5q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_069_v.tif","138","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 69v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z5q",""
"St Gall Manuscripts","ark:/21198/zz00294z67","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_070_r.tif","139","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 70r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z67",""
"St Gall Manuscripts","ark:/21198/zz00294z7r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_070_v.tif","140","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 70v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z7r",""
"St Gall Manuscripts","ark:/21198/zz00294z88","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_071_r.tif","141","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 71r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z88",""
"St Gall Manuscripts","ark:/21198/zz00294z9s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_071_v.tif","142","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 71v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294z9s",""
"St Gall Manuscripts","ark:/21198/zz00294zb9","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_072_r.tif","143","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 72r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zb9",""
"St Gall Manuscripts","ark:/21198/zz00294zct","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_072_v.tif","144","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 72v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zct",""
"St Gall Manuscripts","ark:/21198/zz002c2cb1","ark:/21198/zz00294sdx","2","Completed","","","145","","","","","","","","","","","","","","","","","","f. 73r","","","","","","","","","","","","missing","",""
"St Gall Manuscripts","ark:/21198/zz002c8v8f","ark:/21198/zz00294sdx","1","In Progress","","","146","","","","","","","","","","","","","","","","","","f. 73v (needs image)","","","","","","","","","","","","missing","",""
"St Gall Manuscripts","ark:/21198/zz002c8v9z","ark:/21198/zz00294sdx","2","Completed","","","147","","","","","","","","","","","","","","","","","","f. 74r [needs image]","","","","","","","","","","","","missing","",""
"St Gall Manuscripts","ark:/21198/zz002c8vbg","ark:/21198/zz00294sdx","2","Completed","","","148","","","","","","","","","","","","","","","","","","f. 74v [needs image]","","","","","","","","","","","","missing","",""
"St Gall Manuscripts","ark:/21198/zz00294zdb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_075_r.tif","149","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 75r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zdb",""
"St Gall Manuscripts","ark:/21198/zz00294zfv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_075_v.tif","150","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 75v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zfv",""
"St Gall Manuscripts","ark:/21198/zz00294zgc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_076_r.tif","151","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 76r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zgc",""
"St Gall Manuscripts","ark:/21198/zz00294zhw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_076_v.tif","152","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 76v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zhw",""
"St Gall Manuscripts","ark:/21198/zz00294zjd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_077_r.tif","153","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 77r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zjd",""
"St Gall Manuscripts","ark:/21198/zz00294zkx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_077_v.tif","154","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 77v","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zkx",""
"St Gall Manuscripts","ark:/21198/zz00294zmf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/napoli_004/napoli_4_078_r.tif","155","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 78r","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294zmf",""
