"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz00294gdk","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_FC.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294gdk","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00294gf3","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_FS.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294gf3","","","","","text","pd","","manuscripts (document genre)","","","","","","","Inside front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00294gbj","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_F001r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294gbj","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front flyleaf (recto)","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00294gc2","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_F001v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294gc2","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front flyleaf (verso)","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002948wx","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_001r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002948wx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002948xf","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_001v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002948xf","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002948zz","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_002r.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002948zz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029490z","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_002v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029490z","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029491g","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_003r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029491g","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00294920","ark:/21198/zz002948vd","2","Completed","Page","StGall/masters/kremsmuenster_hs038/Kremsmuenster_Hs038_003v.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00294920","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded",""
