"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz00296k7b","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_FC.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296k7b","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00296k8v","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_FS.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00296k8v","","","","","text","pd","","manuscripts (document genre)","","","","","","","Inside front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002967wb","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_001a.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002967wb","","","","","text","pd","","manuscripts (document genre)","","","","","","","Unnumbered recto of first leaf","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002967vt","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_001.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002967vt","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 1","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002967xv","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_002.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002967xv","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 2","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002967zc","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_003.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002967zc","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 3","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029680c","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_004.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029680c","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 4","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029681w","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_005.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029681w","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 5","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029682d","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_006.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029682d","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 6","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz0029683x","ark:/21198/zz002965xw","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs03-01/StPaulLavanttal_Hs03-01_007.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0029683x","","","","","text","pd","","manuscripts (document genre)","","","","","","","p. 7","","","","","","","","","","","","succeeded",""
