"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject.topic","Author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","AltIdentifier.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Summary","Bucketeer State","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz002965tb","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_FC.tif","1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002965tb","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002965vv","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_FS.tif","2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002965vv","","","","","text","pd","","manuscripts (document genre)","","","","","","","Inside front cover","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002965r9","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_F001r.tif","3","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002965r9","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front flyleaf (recto)","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz002965st","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_F001v.tif","4","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002965st","","","","","text","pd","","manuscripts (document genre)","","","","","","","Front flyleaf (verso)","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qfx","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_001r.tif","5","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qfx","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qgf","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_001v.tif","6","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qgf","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 1v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qhz","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_002r.tif","7","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qhz","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qjg","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_002v.tif","8","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qjg","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 2v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qk0","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_003r.tif","9","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qk0","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qmh","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_003v.tif","10","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qmh","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 3v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qn1","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_004r.tif","11","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qn1","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qpj","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_004v.tif","12","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qpj","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 4v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qq2","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_005r.tif","13","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qq2","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qrk","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_005v.tif","14","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qrk","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 5v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qs3","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_006r.tif","15","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qs3","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qtm","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_006v.tif","16","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qtm","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 6v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qv4","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_007r.tif","17","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qv4","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qwn","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_007v.tif","18","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qwn","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 7v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qx5","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_008r.tif","19","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qx5","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8r","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295qzp","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_008v.tif","20","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295qzp","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 8v","","","","","","","","","","","","succeeded",""
"St Gall Manuscripts","ark:/21198/zz00295r0p","ark:/21198/zz00295qdd","2","Completed","Page","StGall/masters/StPaulLavanttal_Hs06-01/StPaulLavanttal_Hs06-01_009r.tif","21","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00295r0p","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 9r","","","","","","","","","","","","succeeded",""
