File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Rights.copyrightStatus,Type.typeOfResource,Bucketeer State,IIIF Access URL
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_001.tif,Page,Front cover,1,ark:/21198/n13k8j,ark:/21198/n13k8j/v552kf9t,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fv552kf9t
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_002.tif,Page,Inside front cover,2,ark:/21198/n13k8j,ark:/21198/n13k8j/p198wm7t,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fp198wm7t
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_003.tif,Page,Page 1,3,ark:/21198/n13k8j,ark:/21198/n13k8j/rq396r55,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Frq396r55
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_004.tif,Page,Page 2,4,ark:/21198/n13k8j,ark:/21198/n13k8j/k3447942,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fk3447942
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_005.tif,Page,Page 3,5,ark:/21198/n13k8j,ark:/21198/n13k8j/mk59304q,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fmk59304q
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_006.tif,Page,Page 4,6,ark:/21198/n13k8j,ark:/21198/n13k8j/cx52z74m,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fcx52z74m
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_007.tif,Page,Page 5,7,ark:/21198/n13k8j,ark:/21198/n13k8j/qq32wz2s,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fqq32wz2s
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_008.tif,Page,Page 6,8,ark:/21198/n13k8j,ark:/21198/n13k8j/rm36kj2x,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Frm36kj2x
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_009.tif,Page,Page 7,9,ark:/21198/n13k8j,ark:/21198/n13k8j/km300m8p,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2Fkm300m8p
Masters/othermasters/dl_toganoo/masters/ucla_1765607_v1/ucla_1765607_vol1_010.tif,Page,Page 8,10,ark:/21198/n13k8j,ark:/21198/n13k8j/7h05wt8d,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn13k8j%2F7h05wt8d
