File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Rights.copyrightStatus,Type.typeOfResource,Bucketeer State,IIIF Access URL
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_001.tif,Page,Front cover,1,ark:/21198/n17892,ark:/21198/n17892/xj69sv05,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fxj69sv05
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_002.tif,Page,Inside front cover,2,ark:/21198/n17892,ark:/21198/n17892/r1156m1t,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fr1156m1t
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_003.tif,Page,Page 1,3,ark:/21198/n17892,ark:/21198/n17892/vw23wf62,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fvw23wf62
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_004.tif,Page,Page 2,4,ark:/21198/n17892,ark:/21198/n17892/4c72t74g,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F4c72t74g
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_005.tif,Page,Page 3,5,ark:/21198/n17892,ark:/21198/n17892/9839jc7b,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F9839jc7b
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_006.tif,Page,Page 4,6,ark:/21198/n17892,ark:/21198/n17892/w199g28c,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fw199g28c
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_007.tif,Page,Page 5,7,ark:/21198/n17892,ark:/21198/n17892/t5408g1z,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Ft5408g1z
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_008.tif,Page,Page 6,8,ark:/21198/n17892,ark:/21198/n17892/kj679c77,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fkj679c77
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_009.tif,Page,Page 7,9,ark:/21198/n17892,ark:/21198/n17892/b531x951,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fb531x951
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_010.tif,Page,Page 8,10,ark:/21198/n17892,ark:/21198/n17892/3077p766,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F3077p766
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_011.tif,Page,Page 9,11,ark:/21198/n17892,ark:/21198/n17892/b5338q62,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fb5338q62
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_012.tif,Page,Page 10,12,ark:/21198/n17892,ark:/21198/n17892/0d829s53,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F0d829s53
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_013.tif,Page,Page 11,13,ark:/21198/n17892,ark:/21198/n17892/rn18bp9j,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Frn18bp9j
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_014.tif,Page,Page 12,14,ark:/21198/n17892,ark:/21198/n17892/5r17dq03,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F5r17dq03
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_015.tif,Page,Page 13,15,ark:/21198/n17892,ark:/21198/n17892/bp87g168,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fbp87g168
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_016.tif,Page,Page 14,16,ark:/21198/n17892,ark:/21198/n17892/k769rt5z,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fk769rt5z
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_017.tif,Page,Page 15,17,ark:/21198/n17892,ark:/21198/n17892/m185v89v,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fm185v89v
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_018.tif,Page,Page 16,18,ark:/21198/n17892,ark:/21198/n17892/cb31ng83,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fcb31ng83
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_019.tif,Page,Page 17,19,ark:/21198/n17892,ark:/21198/n17892/6z75970h,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F6z75970h
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_020.tif,Page,Page 18,20,ark:/21198/n17892,ark:/21198/n17892/pm49mc21,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fpm49mc21
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_021.tif,Page,Page 19,21,ark:/21198/n17892,ark:/21198/n17892/np93gg4d,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fnp93gg4d
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_022.tif,Page,Page 20,22,ark:/21198/n17892,ark:/21198/n17892/b160cb0v,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fb160cb0v
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_023.tif,Page,Page 21,23,ark:/21198/n17892,ark:/21198/n17892/1z63j31n,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F1z63j31n
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_024.tif,Page,Page 22,24,ark:/21198/n17892,ark:/21198/n17892/f785sm7p,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Ff785sm7p
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_025.tif,Page,Page 23,25,ark:/21198/n17892,ark:/21198/n17892/1b66s24j,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2F1b66s24j
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_026.tif,Page,Page 24,26,ark:/21198/n17892,ark:/21198/n17892/q090dc95,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fq090dc95
Masters/othermasters/dl_toganoo/masters/ucla_1240878_v2/ucla_1240878_vol2_027.tif,Page,Page 25,27,ark:/21198/n17892,ark:/21198/n17892/mg90bb0m,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn17892%2Fmg90bb0m
