"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3rzd","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3rzd-1-master.tif","12","","","","","","","","","pd","","","","","Belt Ms. 37. Page 11","v","","","","","","","","","","","","","","","21198-zz000j3rzd-1-thumbnail.jpg","21198-zz000j3rzd-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3rzd",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s0d","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s0d-1-master.tif","13","","","","","","","","","pd","","","","","Belt Ms. 37. Page 12","r","","","","","","","","","","","","","","","21198-zz000j3s0d-1-thumbnail.jpg","21198-zz000j3s0d-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s0d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s1x","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s1x-1-master.tif","14","","","","","","","","","pd","","","","","Belt Ms. 37. Page 13","v","","","","","","","","","","","","","","","21198-zz000j3s1x-1-thumbnail.jpg","21198-zz000j3s1x-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s1x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s2f","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s2f-1-master.tif","15","","","","","","","","","pd","","","","","Belt Ms. 37. Page 14","r","","","","","","","","","","","","","","","21198-zz000j3s2f-1-thumbnail.jpg","21198-zz000j3s2f-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s2f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s3z","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s3z-1-master.tif","16","","","","","","","","","pd","","","","","Belt Ms. 37. Page 15","v","","","","","","","","","","","","","","","21198-zz000j3s3z-1-thumbnail.jpg","21198-zz000j3s3z-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s3z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s4g","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s4g-1-master.tif","17","","","","","","","","","pd","","","","","Belt Ms. 37. Page 16","r","","","","","","","","","","","","","","","21198-zz000j3s4g-1-thumbnail.jpg","21198-zz000j3s4g-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s4g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s50","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s50-1-master.tif","18","","","","","","","","","pd","","","","","Belt Ms. 37. Page 17","v","","","","","","","","","","","","","","","21198-zz000j3s50-1-thumbnail.jpg","21198-zz000j3s50-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s50",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s6h","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s6h-1-master.tif","19","","","","","","","","","pd","","","","","Belt Ms. 37. Page 18","r","","","","","","","","","","","","","","","21198-zz000j3s6h-1-thumbnail.jpg","21198-zz000j3s6h-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s6h",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s71","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s71-1-master.tif","20","","","","","","","","","pd","","","","","Belt Ms. 37. Page 19","v","","","","","","","","","","","","","","","21198-zz000j3s71-1-thumbnail.jpg","21198-zz000j3s71-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s71",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3s8j","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3s8j-1-master.tif","21","","","","","","","","","pd","","","","","Belt Ms. 37. Page 20","r","","","","","","","","","","","","","","","21198-zz000j3s8j-1-thumbnail.jpg","21198-zz000j3s8j-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3s8j",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sbk","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sbk-1-master.tif","22","","","","","","","","","pd","","","","","Belt Ms. 37. Page 21","v","","","","","","","","","","","","","","","21198-zz000j3sbk-1-thumbnail.jpg","21198-zz000j3sbk-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sbk",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sc3","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sc3-1-master.tif","23","","","","","","","","","pd","","","","","Belt Ms. 37. Page 22","r","","","","","","","","","","","","","","","21198-zz000j3sc3-1-thumbnail.jpg","21198-zz000j3sc3-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sc3",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sdm","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sdm-1-master.tif","24","","","","","","","","","pd","","","","","Belt Ms. 37. Page 23","v","","","","","","","","","","","","","","","21198-zz000j3sdm-1-thumbnail.jpg","21198-zz000j3sdm-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sdm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sf4","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sf4-1-master.tif","25","","","","","","","","","pd","","","","","Belt Ms. 37. Page 24","r","","","","","","","","","","","","","","","21198-zz000j3sf4-1-thumbnail.jpg","21198-zz000j3sf4-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sf4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sgn","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sgn-1-master.tif","26","","","","","","","","","pd","","","","","Belt Ms. 37. Page 25","v","","","","","","","","","","","","","","","21198-zz000j3sgn-1-thumbnail.jpg","21198-zz000j3sgn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sgn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sh5","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sh5-1-master.tif","27","","","","","","","","","pd","","","","","Belt Ms. 37. Page 26","r","","","","","","","","","","","","","","","21198-zz000j3sh5-1-thumbnail.jpg","21198-zz000j3sh5-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sh5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sjp","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sjp-1-master.tif","28","","","","","","","","","pd","","","","","Belt Ms. 37. Page 27","v","","","","","","","","","","","","","","","21198-zz000j3sjp-1-thumbnail.jpg","21198-zz000j3sjp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sjp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sk6","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sk6-1-master.tif","29","","","","","","","","","pd","","","","","Belt Ms. 37. Page 28","r","","","","","","","","","","","","","","","21198-zz000j3sk6-1-thumbnail.jpg","21198-zz000j3sk6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sk6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3smq","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3smq-1-master.tif","30","","","","","","","","","pd","","","","","Belt Ms. 37. Page 29","v","","","","","","","","","","","","","","","21198-zz000j3smq-1-thumbnail.jpg","21198-zz000j3smq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3smq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sn7","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sn7-1-master.tif","31","","","","","","","","","pd","","","","","Belt Ms. 37. Page 30","r","","","","","","","","","","","","","","","21198-zz000j3sn7-1-thumbnail.jpg","21198-zz000j3sn7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sn7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3spr","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3spr-1-master.tif","32","","","","","","","","","pd","","","","","Belt Ms. 37. Page 31","v","","","","","","","","","","","","","","","21198-zz000j3spr-1-thumbnail.jpg","21198-zz000j3spr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3spr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sq8","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sq8-1-master.tif","33","","","","","","","","","pd","","","","","Belt Ms. 37. Page 32","r","","","","","","","","","","","","","","","21198-zz000j3sq8-1-thumbnail.jpg","21198-zz000j3sq8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sq8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3srs","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3srs-1-master.tif","34","","","","","","","","","pd","","","","","Belt Ms. 37. Page 33","v","","","","","","","","","","","","","","","21198-zz000j3srs-1-thumbnail.jpg","21198-zz000j3srs-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3srs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3ss9","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3ss9-1-master.tif","35","","","","","","","","","pd","","","","","Belt Ms. 37. Page 34","r","","","","","","","","","","","","","","","21198-zz000j3ss9-1-thumbnail.jpg","21198-zz000j3ss9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3ss9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3stt","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3stt-1-master.tif","36","","","","","","","","","pd","","","","","Belt Ms. 37. Page 35","v","","","","","","","","","","","","","","","21198-zz000j3stt-1-thumbnail.jpg","21198-zz000j3stt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3stt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3svb","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3svb-1-master.tif","37","","","","","","","","","pd","","","","","Belt Ms. 37. Page 36","r","","","","","","","","","","","","","","","21198-zz000j3svb-1-thumbnail.jpg","21198-zz000j3svb-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3svb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3swv","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3swv-1-master.tif","38","","","","","","","","","pd","","","","","Belt Ms. 37. Page 37","v","","","","","","","","","","","","","","","21198-zz000j3swv-1-thumbnail.jpg","21198-zz000j3swv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3swv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3sxc","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3sxc-1-master.tif","39","","","","","","","","","pd","","","","","Belt Ms. 37. Page 38","r","","","","","","","","","","","","","","","21198-zz000j3sxc-1-thumbnail.jpg","21198-zz000j3sxc-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3sxc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3szw","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3szw-1-master.tif","40","","","","","","","","","pd","","","","","Belt Ms. 37. Page 39","v","","","","","","","","","","","","","","","21198-zz000j3szw-1-thumbnail.jpg","21198-zz000j3szw-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3szw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t0w","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t0w-1-master.tif","41","","","","","","","","","pd","","","","","Belt Ms. 37. Page 40","r","","","","","","","","","","","","","","","21198-zz000j3t0w-1-thumbnail.jpg","21198-zz000j3t0w-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t0w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t1d","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t1d-1-master.tif","42","","","","","","","","","pd","","","","","Belt Ms. 37. Page 41","v","","","","","","","","","","","","","","","21198-zz000j3t1d-1-thumbnail.jpg","21198-zz000j3t1d-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t1d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t2x","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t2x-1-master.tif","43","","","","","","","","","pd","","","","","Belt Ms. 37. Page 42","r","","","","","","","","","","","","","","","21198-zz000j3t2x-1-thumbnail.jpg","21198-zz000j3t2x-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t2x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t3f","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t3f-1-master.tif","44","","","","","","","","","pd","","","","","Belt Ms. 37. Page 43","v","","","","","","","","","","","","","","","21198-zz000j3t3f-1-thumbnail.jpg","21198-zz000j3t3f-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t3f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t4z","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t4z-1-master.tif","45","","","","","","","","","pd","","","","","Belt Ms. 37. Page 44","r","","","","","","","","","","","","","","","21198-zz000j3t4z-1-thumbnail.jpg","21198-zz000j3t4z-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t4z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t5g","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t5g-1-master.tif","46","","","","","","","","","pd","","","","","Belt Ms. 37. Page 45","v","","","","","","","","","","","","","","","21198-zz000j3t5g-1-thumbnail.jpg","21198-zz000j3t5g-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t5g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t60","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t60-1-master.tif","47","","","","","","","","","pd","","","","","Belt Ms. 37. Page 46","r","","","","","","","","","","","","","","","21198-zz000j3t60-1-thumbnail.jpg","21198-zz000j3t60-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t60",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t7h","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t7h-1-master.tif","48","","","","","","","","","pd","","","","","Belt Ms. 37. Page 47","v","","","","","","","","","","","","","","","21198-zz000j3t7h-1-thumbnail.jpg","21198-zz000j3t7h-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t7h",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t81","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t81-1-master.tif","49","","","","","","","","","pd","","","","","Belt Ms. 37. Page 48","r","","","","","","","","","","","","","","","21198-zz000j3t81-1-thumbnail.jpg","21198-zz000j3t81-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t81",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3t9j","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3t9j-1-master.tif","50","","","","","","","","","pd","","","","","Belt Ms. 37. Page 49","v","","","","","","","","","","","","","","","21198-zz000j3t9j-1-thumbnail.jpg","21198-zz000j3t9j-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3t9j",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tb2","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tb2-1-master.tif","51","","","","","","","","","pd","","","","","Belt Ms. 37. Page 50","r","","","","","","","","","","","","","","","21198-zz000j3tb2-1-thumbnail.jpg","21198-zz000j3tb2-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tb2",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tck","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tck-1-master.tif","52","","","","","","","","","pd","","","","","Belt Ms. 37. Page 51","v","","","","","","","","","","","","","","","21198-zz000j3tck-1-thumbnail.jpg","21198-zz000j3tck-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tck",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3td3","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3td3-1-master.tif","53","","","","","","","","","pd","","","","","Belt Ms. 37. Page 52","r","","","","","","","","","","","","","","","21198-zz000j3td3-1-thumbnail.jpg","21198-zz000j3td3-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3td3",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tfm","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tfm-1-master.tif","54","","","","","","","","","pd","","","","","Belt Ms. 37. Page 53","v","","","","","","","","","","","","","","","21198-zz000j3tfm-1-thumbnail.jpg","21198-zz000j3tfm-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tfm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tg4","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tg4-1-master.tif","55","","","","","","","","","pd","","","","","Belt Ms. 37. Page 54","r","","","","","","","","","","","","","","","21198-zz000j3tg4-1-thumbnail.jpg","21198-zz000j3tg4-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tg4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3thn","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3thn-1-master.tif","56","","","","","","","","","pd","","","","","Belt Ms. 37. Page 55","v","","","","","","","","","","","","","","","21198-zz000j3thn-1-thumbnail.jpg","21198-zz000j3thn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3thn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tj5","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tj5-1-master.tif","57","","","","","","","","","pd","","","","","Belt Ms. 37. Page 56","r","","","","","","","","","","","","","","","21198-zz000j3tj5-1-thumbnail.jpg","21198-zz000j3tj5-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tj5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tkp","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tkp-1-master.tif","58","","","","","","","","","pd","","","","","Belt Ms. 37. Page 57","v","","","","","","","","","","","","","","","21198-zz000j3tkp-1-thumbnail.jpg","21198-zz000j3tkp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tkp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tm6","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tm6-1-master.tif","59","","","","","","","","","pd","","","","","Belt Ms. 37. Page 58","r","","","","","","","","","","","","","","","21198-zz000j3tm6-1-thumbnail.jpg","21198-zz000j3tm6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tm6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000j3tnq","ark:/21198/zz000j3rkq","2","Completed","Page","medren/masters/21198-zz000j3tnq-1-master.tif","60","","","","","","","","","pd","","","","","Belt Ms. 37. Page 59","v","","","","","","","","","","","","","","","21198-zz000j3tnq-1-thumbnail.jpg","21198-zz000j3tnq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3tnq",""
