Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject.topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0028cp42,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_001r.tif,1,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 1r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cp5k,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_001v.tif,2,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 1v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cp63,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_002r.tif,3,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 2r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cp7m,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_002v.tif,4,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 2v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cp84,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_003r.tif,5,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 3r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cp9n,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_003v.tif,6,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 3v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cpb5,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_004r.tif,7,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 4r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cpcp,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_004v.tif,8,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 4v,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cpd6,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_005r.tif,9,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 5r,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028cpfq,ark:/21198/zz00289phv,2,Completed,Page,StGall/masters/karlsruhe_004/BLB_CodAugPerg_004_005v.tif,10,,,,,,text,pd,,manuscripts (document genre),,,,,,,f. 5v,,,,,,,,,,,
