"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Name.repository","Title","Alt ID.local","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mxc","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0070.tif","70","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0070","uclalsc_2995564_0070","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mxc",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0mzw","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0071.tif","71","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0071","uclalsc_2995564_0071","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0mzw",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n0w","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0072.tif","72","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0072","uclalsc_2995564_0072","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n0w",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n1d","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0073.tif","73","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0073","uclalsc_2995564_0073","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n1d",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n2x","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0074.tif","74","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0074","uclalsc_2995564_0074","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n2x",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n3f","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0075.tif","75","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0075","uclalsc_2995564_0075","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n3f",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n4z","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0076.tif","76","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0076","uclalsc_2995564_0076","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n4z",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n5g","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0077.tif","77","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0077","uclalsc_2995564_0077","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n5g",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n60","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0078.tif","78","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0078","uclalsc_2995564_0078","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n60",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n7h","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0079.tif","79","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0079","uclalsc_2995564_0079","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n7h",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n81","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0080.tif","80","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0080","uclalsc_2995564_0080","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n81",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0n9j","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0081.tif","81","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0081","uclalsc_2995564_0081","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0n9j",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nb2","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0082.tif","82","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0082","uclalsc_2995564_0082","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nb2",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nck","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0083.tif","83","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0083","uclalsc_2995564_0083","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nck",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nd3","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0084.tif","84","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0084","uclalsc_2995564_0084","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nd3",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nfm","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0085.tif","85","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0085","uclalsc_2995564_0085","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nfm",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ng4","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0086.tif","86","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0086","uclalsc_2995564_0086","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ng4",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nhn","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0087.tif","87","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0087","uclalsc_2995564_0087","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nhn",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nj5","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0088.tif","88","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0088","uclalsc_2995564_0088","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nj5",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nkp","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0089.tif","89","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0089","uclalsc_2995564_0089","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nkp",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nm6","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0090.tif","90","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0090","uclalsc_2995564_0090","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nm6",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nnq","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0091.tif","91","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0091","uclalsc_2995564_0091","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nnq",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0np7","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0092.tif","92","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0092","uclalsc_2995564_0092","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0np7",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nqr","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0093.tif","93","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0093","uclalsc_2995564_0093","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nqr",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nr8","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0094.tif","94","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0094","uclalsc_2995564_0094","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nr8",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nss","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0095.tif","95","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0095","uclalsc_2995564_0095","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nss",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nt9","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0096.tif","96","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0096","uclalsc_2995564_0096","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nt9",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nvt","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0097.tif","97","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0097","uclalsc_2995564_0097","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nvt",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nwb","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0098.tif","98","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0098","uclalsc_2995564_0098","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nwb",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nxv","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0099.tif","99","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0099","uclalsc_2995564_0099","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nxv",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nzc","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0100.tif","100","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0100","uclalsc_2995564_0100","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0nzc",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p0c","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0101.tif","101","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0101","uclalsc_2995564_0101","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p0c",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p1w","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0102.tif","102","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0102","uclalsc_2995564_0102","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p1w",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p2d","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0103.tif","103","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0103","uclalsc_2995564_0103","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p2d",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p3x","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0104.tif","104","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0104","uclalsc_2995564_0104","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p3x",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p4f","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0105.tif","105","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0105","uclalsc_2995564_0105","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p4f",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p5z","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0106.tif","106","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0106","uclalsc_2995564_0106","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p5z",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p6g","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0107.tif","107","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0107","uclalsc_2995564_0107","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p6g",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p70","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0108.tif","108","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0108","uclalsc_2995564_0108","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p70",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p8h","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0109.tif","109","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0109","uclalsc_2995564_0109","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p8h",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p91","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0110.tif","110","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0110","uclalsc_2995564_0110","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0p91",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pbj","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0111.tif","111","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0111","uclalsc_2995564_0111","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pbj",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pc2","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0112.tif","112","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0112","uclalsc_2995564_0112","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pc2",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pdk","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0113.tif","113","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0113","uclalsc_2995564_0113","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pdk",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pf3","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0114.tif","114","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0114","uclalsc_2995564_0114","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pf3",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pgm","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0115.tif","115","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0115","uclalsc_2995564_0115","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pgm",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ph4","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0116.tif","116","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0116","uclalsc_2995564_0116","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ph4",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pjn","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0117.tif","117","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0117","uclalsc_2995564_0117","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pjn",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pk5","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0118.tif","118","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0118","uclalsc_2995564_0118","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pk5",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pmp","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0119.tif","119","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0119","uclalsc_2995564_0119","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pmp",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pn6","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0120.tif","120","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0120","uclalsc_2995564_0120","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pn6",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ppq","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0121.tif","121","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0121","uclalsc_2995564_0121","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ppq",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pq7","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0122.tif","122","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0122","uclalsc_2995564_0122","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pq7",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0prr","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0123.tif","123","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0123","uclalsc_2995564_0123","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0prr",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ps8","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0124.tif","124","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0124","uclalsc_2995564_0124","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0ps8",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pts","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0125.tif","125","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0125","uclalsc_2995564_0125","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pts",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pv9","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0126.tif","126","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0126","uclalsc_2995564_0126","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pv9",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pwt","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0127.tif","127","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0127","uclalsc_2995564_0127","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pwt",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pxb","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0128.tif","128","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0128","uclalsc_2995564_0128","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pxb",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pzv","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0129.tif","129","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0129","uclalsc_2995564_0129","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0pzv",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q0v","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0130.tif","130","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0130","uclalsc_2995564_0130","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q0v",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q1c","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0131.tif","131","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0131","uclalsc_2995564_0131","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q1c",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q2w","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0132.tif","132","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0132","uclalsc_2995564_0132","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q2w",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q3d","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0133.tif","133","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0133","uclalsc_2995564_0133","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q3d",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q4x","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0134.tif","134","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0134","uclalsc_2995564_0134","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q4x",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q5f","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0135.tif","135","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0135","uclalsc_2995564_0135","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q5f",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q6z","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0136.tif","136","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0136","uclalsc_2995564_0136","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q6z",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q7g","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0137.tif","137","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0137","uclalsc_2995564_0137","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q7g",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q80","ark:/21198/zz002kjsvb","10","Completed with minimal metadata","Page","fowler_rainbow_bridge/image/uclalsc_2995564_0138.tif","138","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0138","uclalsc_2995564_0138","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0q80",""
