Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2mp,Page,ethiopian/masters/21198-zz001hb2mp_1275928_master.tif,Ms. 18_1,,,1,Page 1,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2mp,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2n6,Page,ethiopian/masters/21198-zz001hb2n6_1275931_master.tif,Ms. 18_2,,,2,Page 2,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Drawing in ink of St. Mary with her son.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2n6,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2pq,Page,ethiopian/masters/21198-zz001hb2pq_1275934_master.tif,Ms. 18_3,,,3,Page 3,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Drawing of St. Michael,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2pq,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2q7,Page,ethiopian/masters/21198-zz001hb2q7_1275937_master.tif,Ms. 18_4,,,4,Page 4 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2q7,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2rr,Page,ethiopian/masters/21198-zz001hb2rr_1275940_master.tif,Ms. 18_5,,,5,Page 5 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2rr,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2s8,Page,ethiopian/masters/21198-zz001hb2s8_1275943_master.tif,Ms. 18_6,,,6,Page 6 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2s8,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2ts,Page,ethiopian/masters/21198-zz001hb2ts_1275946_master.tif,Ms. 18_7,,,7,Page 7 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2ts,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2v9,Page,ethiopian/masters/21198-zz001hb2v9_1275949_master.tif,Ms. 18_8,,,8,Page 8,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2v9,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2wt,Page,ethiopian/masters/21198-zz001hb2wt_1275952_master.tif,Ms. 18_9,,,9,Page 9,,,pd,,gez,,Dersāna Mikā᾽él|~|Miracle of St. Michael|~|ድርሳነ ሚካኤል|~|Ta᾽amra Mika᾽el,Homily on St. Michael the Archangel,Deresan,Ethiopia,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Homily of Dumatewos archbishop of Alexandria for Hedar (November)12 ዘወርኃ ኅዳር ;በስመ አብ ...  ድርሳን ዘቅዱስ ወብፁዕ አባ ዱማቴዎስ ሊቀ ጳጳሳት ዘለእስክንድርያ ዘይትነበብ በበዓሉ ለቅዱስ ሚካኤል ሊቀ መላእክት አመ ፲ወ፪ ለወኃ ኅዳር... ዓቢይ በዓል ለነ ኃይል ውእቱ ኦፍቁራንየ ንትጋባዕ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2wt,
Ethiopic Manuscripts,ark:/21198/zz001hb2jn,ark:/21198/zz001hb2xb,Page,ethiopian/masters/21198-zz001hb2xb_1275955_master.tif,Ms. 18_10,,,10,Page 10,,,pd,,gez,,ድርሳነ ሚካኤል|~|Ta᾽amra Mika᾽el|~|Dersāna Mikā᾽él|~|Miracle of St. Michael,Homily on St. Michael the Archangel,Deresan,Ethiopia,20th c.,1900/1999,1 Page,214 mm x 149 mm,Vellum,,Homily of Dumatewos archbishop of Alexandria for Hedar (November)12 ዘወርኃ ኅዳር ;በስመ አብ ...  ድርሳን ዘቅዱስ ወብፁዕ አባ ዱማቴዎስ ሊቀ ጳጳሳት ዘለእስክንድርያ ዘይትነበብ በበዓሉ ለቅዱስ ሚካኤል ሊቀ መላእክት አመ ፲ወ፪ ለወኃ ኅዳር... ዓቢይ በዓል ለነ ኃይል ውእቱ ኦፍቁራንየ ንትጋባዕ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hb2xb,
