Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z30,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z30_768195_master.tif,Ms. 3_1,1,Page 1,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z30
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z4h,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z4h_768201_master.tif,Ms. 3_2,2,Page 2,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z4h
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z51,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z51_768207_master.tif,Ms. 3_3,3,Page 3,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z51
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z6j,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z6j_768212_master.tif,Ms. 3_4,4,Page 4,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z6j
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z72,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z72_768217_master.tif,Ms. 3_5,5,Page 5,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z72
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z8k,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z8k_768224_master.tif,Ms. 3_6,6,Page 6,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Blank with scribbles and erased crude drawings of angels,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z8k
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5z93,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5z93_768233_master.tif,Ms. 3_7,7,Page 7,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5z93
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5zbm,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5zbm_768236_master.tif,Ms. 3_8,8,Page 8,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Blank with scribbles and erased crude drawings of angels.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5zbm
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5zc4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5zc4_768239_master.tif,Ms. 3_9,9,Page 9,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Of Monday ዘሰኑይ|~|Praise of Mary ውዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5zc4
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5zdn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5zdn_768242_master.tif,Ms. 3_10,10,Page 10,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Of Monday ዘሰኑይ|~|Praise of Mary ውዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5zdn
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001d5zf5,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d5zf5_768251_master.tif,Ms. 3_11,11,Page 11,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Praise of Mary ውዳሴ ማርያም|~|Of Monday ዘሰኑይ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d5zf5
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001dvwrt,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dvwrt_783486_master.tif,Ms. 3_12,12,Page 12,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Praise of Mary ውዳሴ ማርያም|~|Of Monday ዘሰኑይ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvwrt
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001dvwsb,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dvwsb_783491_master.tif,Ms. 3_13,13,Page 13,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Praise of Mary ውዳሴ ማርያም|~|Of Tuesday ዘሠሉስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvwsb
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001dvwtv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dvwtv_783495_master.tif,Ms. 3_14,14,Page 14,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,v,Praise of Mary ውዳሴ ማርያም|~|Of Tuesday ዘሠሉስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvwtv
Ethiopic Manuscripts,ark:/21198/zz001d5z1z,ark:/21198/zz001dvwvc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dvwvc_783500_master.tif,Ms. 3_15,15,Page 15,,,pd,,gez,,ውዳሴ ማርያም፤,Praise of Mary,Wedase Mareyam,Ethiopia,Late 19th c.,1850/1899,1 Page,147 mm x 105 mm,Vellum,r,Of Tuesday ዘሠሉስ|~|Praise of Mary ውዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvwvc
