Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds72d,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds72d_778607_master.tif,Ms. 47_1,1,Page 1,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds72d
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds73x,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds73x_778612_master.tif,Ms. 47_2,2,Page 2,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds73x
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds74f,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds74f_778618_master.tif,Ms. 47_3,3,Page 3,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds74f
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds75z,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds75z_778622_master.tif,Ms. 47_4,4,Page 4,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds75z
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds76g,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds76g_778627_master.tif,Ms. 47_5,5,Page 5,,,pd,,gez,,ልፋፈ ጽድቅ,Bandlet of Rightesousness,Magical Prayers,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Bandlet of Righteousness ልፋፈ ጽድቅ ;በስመ አብ ወወልድ  ጸሎት በእንተ መድኃኒተ ነፍስ ወሥጋ ልፋፈ ጽድቅ ዘጸሐፋ አብ በእደዊሁ ቅዱሳት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds76g
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds770,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds770_778631_master.tif,Ms. 47_6,6,Page 6,,,pd,,gez,,ልፋፈ ጽድቅ,Bandlet of Rightesousness,Magical Prayers,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Bandlet of Righteousness ልፋፈ ጽድቅ ;በስመ አብ ወወልድ  ጸሎት በእንተ መድኃኒተ ነፍስ ወሥጋ ልፋፈ ጽድቅ ዘጸሐፋ አብ በእደዊሁ ቅዱሳት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds770
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds78h,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds78h_778637_master.tif,Ms. 47_7,7,Page 7,,,pd,,gez,,ልፋፈ ጽድቅ,Bandlet of Rightesousness,Magical Prayers,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Bandlet of Righteousness ልፋፈ ጽድቅ ;በስመ አብ ወወልድ  ጸሎት በእንተ መድኃኒተ ነፍስ ወሥጋ ልፋፈ ጽድቅ ዘጸሐፋ አብ በእደዊሁ ቅዱሳት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds78h
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds791,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds791_778642_master.tif,Ms. 47_8,8,Page 8,,,pd,,gez,,ልፋፈ ጽድቅ,Bandlet of Rightesousness,Magical Prayers,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Bandlet of Righteousness ልፋፈ ጽድቅ ;በስመ አብ ወወልድ  ጸሎት በእንተ መድኃኒተ ነፍስ ወሥጋ ልፋፈ ጽድቅ ዘጸሐፋ አብ በእደዊሁ ቅዱሳት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds791
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds7bj,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds7bj_778647_master.tif,Ms. 47_9,9,Page 9,,,pd,,gez,,ልፋፈ ጽድቅ,Bandlet of Rightesousness,Magical Prayers,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Bandlet of Righteousness ልፋፈ ጽድቅ ;በስመ አብ ወወልድ  ጸሎት በእንተ መድኃኒተ ነፍስ ወሥጋ ልፋፈ ጽድቅ ዘጸሐፋ አብ በእደዊሁ ቅዱሳት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds7bj
Ethiopic Manuscripts,ark:/21198/zz001d61d2,ark:/21198/zz001ds7c2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001ds7c2_778675_master.tif,Ms. 47_10,10,Page 10,,,pd,,gez,,ልፋፈ ጽድቅ,Bandlet of Rightesousness,Magical Prayers,Ethiopia,20th c.,1900/1999,1 Page,83 mm x 60 mm,Vellum,,Bandlet of Righteousness ልፋፈ ጽድቅ ;በስመ አብ ወወልድ  ጸሎት በእንተ መድኃኒተ ነፍስ ወሥጋ ልፋፈ ጽድቅ ዘጸሐፋ አብ በእደዊሁ ቅዱሳት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ds7c2
