Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbmrg,Page,ethiopian/masters/21198-zz001hbmrg_1300477_master.tif,Ms. 22_1,,,1,Section 1 [Recto],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 1 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmrg,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbms0,Page,ethiopian/masters/21198-zz001hbms0_1300488_master.tif,Ms. 22_2,,,2,Section 2 [Recto],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 2 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbms0,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbmth,Page,ethiopian/masters/21198-zz001hbmth_1300495_master.tif,Ms. 22_3,,,3,Section 3 [Recto],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 3 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmth,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbmv1,Page,ethiopian/masters/21198-zz001hbmv1_1300503_master.tif,Ms. 22_4,,,4,Section 4 [Recto],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 4 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmv1,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbmwj,Page,ethiopian/masters/21198-zz001hbmwj_1300511_master.tif,Ms. 22_5,,,5,Section 5 [Recto],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 5 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmwj,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbmx2,Page,ethiopian/masters/21198-zz001hbmx2_1300521_master.tif,Ms. 22_6,,,6,Section 6 [Recto],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 6 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmx2,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbmzk,Page,ethiopian/masters/21198-zz001hbmzk_1300525_master.tif,Ms. 22_7,,,7,Section 7 [Verso],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 7 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmzk,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbn0k,Page,ethiopian/masters/21198-zz001hbn0k_1300532_master.tif,Ms. 22_8,,,8,Section 8 [Verso],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 8 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbn0k,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbn13,Page,ethiopian/masters/21198-zz001hbn13_1300539_master.tif,Ms. 22_9,,,9,Section 9 [Verso],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 9 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbn13,
Ethiopic Manuscripts,ark:/21198/zz001hbmpf,ark:/21198/zz001hbn2m,Page,ethiopian/masters/21198-zz001hbn2m_1300545_master.tif,Ms. 22_10,,,10,Section 10 [Verso],,,pd,,gez,,ጸሎት በእንተ አማስኖ ማዕሠሩ ለሰይጣን,Prayer to Destroy the Binding of Satan,Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,55 mm x 53 mm x 14 mm,Vellum,,Section 10 of 12 of folded concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbn2m,
