Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001ndgm1,Page,ethiopian/masters/21198-zz001ndgm1_1306771_master.tif,Ms. 38_blank1,,,1,Blank page,,,pd,,,,,,,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ndgm1,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001ndgnj,Page,ethiopian/masters/21198-zz001ndgnj_1306776_master.tif,Ms. 38_blank2,,,2,Blank page,,,pd,,,,,,,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ndgnj,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001ndgp2,Page,ethiopian/masters/21198-zz001ndgp2_1306779_master.tif,Ms. 38_blank3,,,3,Blank page,,,pd,,,,,,,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ndgp2,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001ndgqk,Page,ethiopian/masters/21198-zz001ndgqk_1306782_master.tif,Ms. 38_blank4,,,4,Blank page,,,pd,,,,,,,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ndgqk,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hnfsm,Page,ethiopian/masters/21198-zz001hnfsm_1306785_master.tif,Ms. 38_1,,,5,Page 1,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnfsm,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hnft4,Page,ethiopian/masters/21198-zz001hnft4_1306788_master.tif,Ms. 38_2,,,6,Page 2,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnft4,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hnfvn,Page,ethiopian/masters/21198-zz001hnfvn_1306793_master.tif,Ms. 38_3,,,7,Page 3,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnfvn,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hnfw5,Page,ethiopian/masters/21198-zz001hnfw5_1306796_master.tif,Ms. 38_4,,,8,Page 4,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnfw5,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hnfxp,Page,ethiopian/masters/21198-zz001hnfxp_1306799_master.tif,Ms. 38_5,,,9,Page 5,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnfxp,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hnfz6,Page,ethiopian/masters/21198-zz001hnfz6_1306802_master.tif,Ms. 38_6,,,10,Page 6,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnfz6,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hng06,Page,ethiopian/masters/21198-zz001hng06_1306805_master.tif,Ms. 38_7,,,11,Page 7,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hng06,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hng1q,Page,ethiopian/masters/21198-zz001hng1q_1306808_master.tif,Ms. 38_8,,,12,Page 8,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hng1q,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hng27,Page,ethiopian/masters/21198-zz001hng27_1306819_master.tif,Ms. 38_9,,,13,Page 9,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hng27,
Ethiopic Manuscripts,ark:/21198/zz001hmcn4,ark:/21198/zz001hng3r,Page,ethiopian/masters/21198-zz001hng3r_1306816_master.tif,Ms. 38_10,,,14,Page 10,,,pd,,gez,,መልክአ ማርያም,Image of Mary,Image of Mary,Ethiopia,20th c.,1900/1999,1 Page,115 mm x 85 mm,Vellum,,Image of Mary መልክአ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hng3r,
