Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn1xw,Page,ethiopian/masters/21198-zz001hn1xw_1298092_master.tif,Ms. 32_1,,,1,Page 1,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn1xw,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn1zd,Page,ethiopian/masters/21198-zz001hn1zd_1298095_master.tif,Ms. 32_2,,,2,Page 2,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn1zd,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn20d,Page,ethiopian/masters/21198-zz001hn20d_1298098_master.tif,Ms. 32_3,,,3,Page 3,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn20d,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn21x,Page,ethiopian/masters/21198-zz001hn21x_1298101_master.tif,Ms. 32_4,,,4,Page 4,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn21x,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn22f,Page,ethiopian/masters/21198-zz001hn22f_1298104_master.tif,Ms. 32_5,,,5,Page 5,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn22f,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn23z,Page,ethiopian/masters/21198-zz001hn23z_1298107_master.tif,Ms. 32_6,,,6,Page 6,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn23z,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn24g,Page,ethiopian/masters/21198-zz001hn24g_1298110_master.tif,Ms. 32_7,,,7,Page 7,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn24g,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn250,Page,ethiopian/masters/21198-zz001hn250_1298113_master.tif,Ms. 32_8,,,8,Page 8,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn250,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn26h,Page,ethiopian/masters/21198-zz001hn26h_1298116_master.tif,Ms. 32_9,,,9,Page 9,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn26h,
Ethiopic Manuscripts,ark:/21198/zz001hmcjk,ark:/21198/zz001hn271,Page,ethiopian/masters/21198-zz001hn271_1298119_master.tif,Ms. 32_10,,,10,Page 10,,,pd,,gez,,ቅዳሴ ማርያም,Anaphora of St. Mary,Anaphora,Ethiopia,20th c.,1900/1999,1 Page,116 mm x 83 mm,Vellum,,Anaphora of St. Mary ቅዳሴ ማርያም,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hn271,
