Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp32,Page,ethiopian/masters/21198-zz001hcp32_1307033_master.tif,Ms. 39_1,,,1,Page 1,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp32,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp4k,Page,ethiopian/masters/21198-zz001hcp4k_1307036_master.tif,Ms. 39_2,,,2,Page 2,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp4k,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp53,Page,ethiopian/masters/21198-zz001hcp53_1307039_master.tif,Ms. 39_3,,,3,Page 3,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp53,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp6m,Page,ethiopian/masters/21198-zz001hcp6m_1307042_master.tif,Ms. 39_4,,,4,Page 4,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp6m,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp74,Page,ethiopian/masters/21198-zz001hcp74_1307045_master.tif,Ms. 39_5,,,5,Page 5,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp74,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp8n,Page,ethiopian/masters/21198-zz001hcp8n_1307048_master.tif,Ms. 39_6,,,6,Page 6,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp8n,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcp95,Page,ethiopian/masters/21198-zz001hcp95_1307051_master.tif,Ms. 39_7,,,7,Page 7,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcp95,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcpbp,Page,ethiopian/masters/21198-zz001hcpbp_1307054_master.tif,Ms. 39_8,,,8,Page 8,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,Crude drawings and scribblings,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcpbp,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcpc6,Page,ethiopian/masters/21198-zz001hcpc6_1307057_master.tif,Ms. 39_9,,,9,Page 9,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,The Hours ሰዓታት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcpc6,
Ethiopic Manuscripts,ark:/21198/zz001hcp11,ark:/21198/zz001hcpdq,Page,ethiopian/masters/21198-zz001hcpdq_1307060_master.tif,Ms. 39_10,,,10,Page 10,,,pd,,gez,,ሰዓታት,The Hours,Horologium,Ethiopia,19th c.,1800/1899,1 Page,110 mm x 85 mm,Vellum,,The Hours ሰዓታት,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcpdq,
