Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9w95,Page,ethiopian/masters/21198-zz001h9w95_1278065_master.tif,Ms. 23_1,,,1,Page 1 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9w95,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wbp,Page,ethiopian/masters/21198-zz001h9wbp_1278070_master.tif,Ms. 23_2,,,2,Page 2 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wbp,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wc6,Page,ethiopian/masters/21198-zz001h9wc6_1278073_master.tif,Ms. 23_3,,,3,Page 3,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,Pen trial.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wc6,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wdq,Page,ethiopian/masters/21198-zz001h9wdq_1278079_master.tif,Ms. 23_4,,,4,Page 4 [Blank],,,pd,,,,,,,,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wdq,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wf7,Page,ethiopian/masters/21198-zz001h9wf7_1278082_master.tif,Ms. 23_5,,,5,Page 5,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;Daily reading  ዘዘወትር,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wf7,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wgr,Page,ethiopian/masters/21198-zz001h9wgr_1278088_master.tif,Ms. 23_6,,,6,Page 6,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;Daily reading  ዘዘወትር,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wgr,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wh8,Page,ethiopian/masters/21198-zz001h9wh8_1278091_master.tif,Ms. 23_7,,,7,Page 7,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;Daily reading  ዘዘወትር,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wh8,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wjs,Page,ethiopian/masters/21198-zz001h9wjs_1278099_master.tif,Ms. 23_8,,,8,Page 8,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;Daily reading  ዘዘወትር,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wjs,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wk9,Page,ethiopian/masters/21198-zz001h9wk9_1278105_master.tif,Ms. 23_9,,,9,Page 9,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,The owner might be Waleda Hana mentioned on this page.|~|ሰይፈ መለኮት Sword of Divinity ;Daily reading  ዘዘወትር ;of Monday ዘሰኑይ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wk9,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wmt,Page,ethiopian/masters/21198-zz001h9wmt_1278109_master.tif,Ms. 23_10,,,10,Page 10,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Monday ዘሰኑይ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wmt,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wnb,Page,ethiopian/masters/21198-zz001h9wnb_1278114_master.tif,Ms. 23_11,,,11,Page 11,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Monday ዘሰኑይ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wnb,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wpv,Page,ethiopian/masters/21198-zz001h9wpv_1278117_master.tif,Ms. 23_12,,,12,Page 12,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Monday ዘሰኑይ ;of Tuesday ዘሠሉስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wpv,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wqc,Page,ethiopian/masters/21198-zz001h9wqc_1278120_master.tif,Ms. 23_13,,,13,Page 13,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Tuesday ዘሠሉስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wqc,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wrw,Page,ethiopian/masters/21198-zz001h9wrw_1278126_master.tif,Ms. 23_14,,,14,Page 14,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Tuesday ዘሠሉስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wrw,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wsd,Page,ethiopian/masters/21198-zz001h9wsd_1278129_master.tif,Ms. 23_15,,,15,Page 15,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Tuesday ዘሠሉስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wsd,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wtx,Page,ethiopian/masters/21198-zz001h9wtx_1278171_master.tif,Ms. 23_16,,,16,Page 16,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Tuesday ዘሠሉስ;of Wednesday ዘረቡዕ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wtx,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wvf,Page,ethiopian/masters/21198-zz001h9wvf_1278174_master.tif,Ms. 23_17,,,17,Page 17,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Wednesday ዘረቡዕ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wvf,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wwz,Page,ethiopian/masters/21198-zz001h9wwz_1278177_master.tif,Ms. 23_18,,,18,Page 18,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Wednesday ዘረቡዕ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wwz,
Ethiopic Manuscripts,ark:/21198/zz001h9w74,ark:/21198/zz001h9wxg,Page,ethiopian/masters/21198-zz001h9wxg_1278183_master.tif,Ms. 23_19,,,19,Page 19,,,pd,,gez,,ሠይፈ መለኮት,Sword of Divinity,Prayers,Ethiopia,20th c.,1900/1999,1 Page,86 mm x 70 mm,Vellum,,ሰይፈ መለኮት Sword of Divinity ;of Wednesday ዘረቡዕ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9wxg,
