Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1k2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1k2_1266130_master.tif,Ms. 6_blank1,1,Blank Page,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1k2
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1mk,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1mk_1266134_master.tif,Ms. 6_blank2,2,Blank Page,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1mk
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1n3,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1n3_1266140_master.tif,Ms. 6_blank3,3,Blank Page,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1n3
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1pm,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1pm_1266145_master.tif,Ms. 6_blank4,4,Blank Page,,,pd,,gez,,,,,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1pm
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1q4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1q4_1266152_master.tif,Ms. 6_1,5,Page 1,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1q4
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1rn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1rn_1266157_master.tif,Ms. 6_2,6,Page 2,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1rn
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1s5,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1s5_1266169_master.tif,Ms. 6_3,7,Page 3,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1s5
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1tp,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1tp_1266175_master.tif,Ms. 6_4,8,Page 4,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1tp
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1v6,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1v6_1266184_master.tif,Ms. 6_5,9,Page 5,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1v6
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1wq,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1wq_1266187_master.tif,Ms. 6_6,10,Page 6,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1wq
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1x7,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1x7_1266191_master.tif,Ms. 6_7,11,Page 7,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1x7
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx1zr,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx1zr_1266197_master.tif,Ms. 6_8,12,Page 8,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx1zr
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx20r,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx20r_1266201_master.tif,Ms. 6_9,13,Page 9,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx20r
Ethiopic Manuscripts,ark:/21198/zz001d615f,ark:/21198/zz001dx218,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dx218_1266208_master.tif,Ms. 6_10,14,Page 10,,,pd,,gez,,መጽሐፈ ጥምቀት|~|መጽሐፈ ክርስትና,Book of Baptism,Book of Baptism,Ethiopia,20th c.,1900/1999,1 Page,148 mm x 110 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx218
