Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5qr,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5qr-1-master.tif,Ms. 35_1,1,Page 1,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Canon on fasting.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5qr
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5r8,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5r8-1-master.tif,Ms. 35_2,2,Page 2,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Genealogy of Ethiopian monastic leaders.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5r8
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5ss,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5ss-1-master.tif,Ms. 35_3,3,Page 3,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Genealogy of Ethiopian monastic leaders.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5ss
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5t9,Page,,,,Ms. 35_4,4,Page 4 [IMAGE MISSING],,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,List of saints' day.,,,,,,,,,failed,
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5vt,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5vt-1-master.tif,Ms. 35_5,5,Page 5,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Arganon (Hymns of St. Mary) አርጋኖን; of Monday ዘሰኑይ.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5vt
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5wb,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5wb-1-master.tif,Ms. 35_6,6,Page 6,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Arganon (Hymns of St. Mary) አርጋኖን; of Monday ዘሰኑይ.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5wb
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5xv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5xv-1-master.tif,Ms. 35_7,7,Page 7,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Arganon (Hymns of St. Mary) አርጋኖን; of Monday ዘሰኑይ.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5xv
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q5zc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q5zc-1-master.tif,Ms. 35_8,8,Page 8,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Arganon (Hymns of St. Mary) አርጋኖን; of Monday ዘሰኑይ.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q5zc
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q60c,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q60c-1-master.tif,Ms. 35_9,9,Page 9,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Arganon (Hymns of St. Mary) አርጋኖን; of Monday ዘሰኑይ.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q60c
Ethiopic Manuscripts,ark:/21198/zz0009q5nq,ark:/21198/zz0009q61w,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009q61w-1-master.tif,Ms. 35_10,10,Page 10,,,pd,,gez,,አርጋኖን,Arganon (Praise) of Mary,Hymns for St. Mary,Ethiopia,16th-17th c.,1500/1699,1 Page,222 mm x 190 mm,Vellum,,Arganon (Hymns of St. Mary) አርጋኖን; of Monday ዘሰኑይ.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009q61w
