Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopic Manuscripts,ark:/21198/zz001dtz9m,ark:/21198/zz001dv0vt,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv0vt_2402132_master.tif,Ms. 13_cvr,1,Front Cover,,,pd,,,,,,,,20th c.,1900/1999,1 Item,135 mm x 87 mm,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv0vt
Ethiopic Manuscripts,ark:/21198/zz001dtz9m,ark:/21198/zz001gpx2j,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001gpx2j_2402135_master.tif,Ms. 13_backcvr,224,Back Cover,,,pd,,,,,,,,20th c.,1900/1999,1 Item,135 mm x 87 mm,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpx2j
Ethiopic Manuscripts,ark:/21198/zz001d61fk,ark:/21198/zz001dt6pp,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dt6pp_2402126_master.tif,Ms. 4_cvr,1,Front Cover,,,pd,,,,,,,,Late 19th - early 20th c.,1850/1950,1 Item,161 mm x 124 mm,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dt6pp
Ethiopic Manuscripts,ark:/21198/zz001d61fk,ark:/21198/zz001dtxdp,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dtxdp_2402129_master.tif,Ms. 4_backcvr,337,Back Cover,,,pd,,,,,,,,Late 19th - early 20th c.,1850/1950,1 Item,161 mm x 124 mm,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtxdp
