Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95ct,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95ct_775780_master.tif,Ms. 11_1,1,Page 1,,,pd,,gez,,ድርሳነ ሚካኤል|~|ተአምረ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Pen trial,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95ct
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95db,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95db_775786_master.tif,Ms. 11_2,2,Page 2,,,pd,,gez,,ተአምረ ሚካኤል|~|ድርሳነ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Unidentified drawings and scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95db
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95fv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95fv_775795_master.tif,Ms. 11_3,3,Page 3,,,pd,,gez,,ተአምረ ሚካኤል|~|ድርሳነ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Unidentified drawings and scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95fv
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95gc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95gc_775798_master.tif,Ms. 11_4,4,Page 4,,,pd,,gez,,ድርሳነ ሚካኤል|~|ተአምረ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Crude illustration of crucifixion of Jesus in regular pencil and colored pencil,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95gc
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95hw,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95hw_775802_master.tif,Ms. 11_5,5,Page 5,,,pd,,gez,,ድርሳነ ሚካኤል|~|ተአምረ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Scribbles.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95hw
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95jd,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95jd_775807_master.tif,Ms. 11_6,6,Page 6,,,pd,,gez,,ድርሳነ ሚካኤል|~|ተአምረ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,"Pen and crayon illustration of St Gabriel and St. Michael.  The illustrator calls himself ""Atsenafu the Wise.""",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95jd
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95kx,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95kx_775816_master.tif,Ms. 11_7,7,Page 7,,,pd,,gez,,ተአምረ ሚካኤል|~|ድርሳነ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,"Pen and crayon illustration of St Gabriel and St. Michael. The illustrator calls himself ""Atsenafu the Wise.""",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95kx
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95mf,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95mf_775825_master.tif,Ms. 11_8,8,Page 8 [Blank],,,pd,,,,,,,,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Blank page.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95mf
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95nz,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95nz_775833_master.tif,Ms. 11_9,9,Page 9,,,pd,,gez,,ድርሳነ ሚካኤል|~|ተአምረ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Zazawater (for daily reading) ዘዘወትር ;በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ፡ ቅዱስ፡ ፩ አምላክ ።ስምዑ፡ ኦ ፡ህዝበ፡ ክርስቲያን ፡ወነጽሩ፡ አኃውየ፡ ፍቁራን፡ ዕበዮ ፡ወክብሮ ፡ወመንክሮ፡ ዘገብሮ፡ ቅዱስ፡ ሚካኤል፡ ሊቀ፡ መላእክት፡ ለእለ፡ ይስእልዎ፡ በትውክልተ፡ ልብ ፡ወበንጽሐ ፡ሥጋ ፡መፍትው፡ ለነ ፡ከመ፡ ንንግርክሙ፡ ከመ ፡ትገብሩ፡ ተዝካሮ፡ በኩሉ፡ ጊዜ፡ ከመ፡ ይሰአል፡ ወይጸሊ፡ በእንቲአነ,,,Ethiopia,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95nz
Ethiopic Manuscripts,ark:/21198/zz001d8jwf,ark:/21198/zz001d95pg,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d95pg_775843_master.tif,Ms. 11_10,10,Page 10,,,pd,,gez,,ድርሳነ ሚካኤል|~|ተአምረ ሚካኤል,Homilies on St. Michael the Archangel,Deresan,Ethiopia,19th c.,1800/1899,1 Page,195 mm x 140 mm,Vellum,,Zazawater (for daily reading) ዘዘወትር ;በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ፡ ቅዱስ፡ ፩ አምላክ ።ስምዑ፡ ኦ ፡ህዝበ፡ ክርስቲያን ፡ወነጽሩ፡ አኃውየ፡ ፍቁራን፡ ዕበዮ ፡ወክብሮ ፡ወመንክሮ፡ ዘገብሮ፡ ቅዱስ፡ ሚካኤል፡ ሊቀ፡ መላእክት፡ ለእለ፡ ይስእልዎ፡ በትውክልተ፡ ልብ ፡ወበንጽሐ ፡ሥጋ ፡መፍትው፡ ለነ ፡ከመ፡ ንንግርክሙ፡ ከመ ፡ትገብሩ፡ ተዝካሮ፡ በኩሉ፡ ጊዜ፡ ከመ፡ ይሰአል፡ ወይጸሊ፡ በእንቲአነ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d95pg
