Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmd9,Page,ethiopian/masters/21198-zz001hbmd9_1300412_master.tif,Ms. 21_1,,,1,Section 1 [Recto],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 1 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmd9,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmft,Page,ethiopian/masters/21198-zz001hbmft_1300418_master.tif,Ms. 21_2,,,2,Section 2 [Recto],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 2 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmft,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmgb,Page,ethiopian/masters/21198-zz001hbmgb_1300426_master.tif,Ms. 21_3,,,3,Section 3 [Recto],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 3 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmgb,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmhv,Page,ethiopian/masters/21198-zz001hbmhv_1300436_master.tif,Ms. 21_4,,,4,Section 4 [Recto],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 4 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmhv,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmjc,Page,ethiopian/masters/21198-zz001hbmjc_1300439_master.tif,Ms. 21_5,,,5,Section 5 [Verso],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 5 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmjc,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmkw,Page,ethiopian/masters/21198-zz001hbmkw_1300443_master.tif,Ms. 21_6,,,6,Section 6 [Verso],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 6 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmkw,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmmd,Page,ethiopian/masters/21198-zz001hbmmd_1300451_master.tif,Ms. 21_7,,,7,Section 7 [Verso],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 7 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmmd,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz001hbmnx,Page,ethiopian/masters/21198-zz001hbmnx_1300457_master.tif,Ms. 21_8,,,8,Section 8 [Verso],,,pd,,amh|~|gez,,መዝሙረ ዳዊት,Psalms (for magical purposes),Magical Prayers,Ethiopia,20th c.,1900/1999,1 folded concertina,60 mm x 65 mm x 5 mm,Vellum,,Section 8 of 8 of concertina.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbmnx,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz002kdtwj,Page,ethiopian/masters/21198-zz002kdtwj_2402050_master.tif,,,,9,"[MS 21, Photograph 1]",,,pd,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kdtwj,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz002kdtx2,Page,ethiopian/masters/21198-zz002kdtx2_2402053_master.tif,,,,10,"[MS 21, Photograph 3]",,,pd,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kdtx2,
Ethiopic Manuscripts,ark:/21198/zz001hbmcs,ark:/21198/zz002kdvsg,Page,ethiopian/masters/21198-zz002kdvsg_2402227_master.tif,,,,11,"[MS 21, Photograph 2]",,,pd,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kdvsg,
