Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qnng,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qnng-1-master.tif,Ms. 63_17,1,Page 17,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of New and Old Testaments,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qnng
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtg9,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtg9-1-master.tif,Ms. 63_147,131,Page 147,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtg9
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtht,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtht-1-master.tif,Ms. 63_148,132,Page 148,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtht
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtjb,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtjb-1-master.tif,Ms. 63_149,133,Page 149,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtjb
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtkv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtkv-1-master.tif,Ms. 63_150,134,Page 150,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtkv
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtmc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtmc-1-master.tif,Ms. 63_151,135,Page 151,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtmc
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtnw,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtnw-1-master.tif,Ms. 63_152,136,Page 152,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtnw
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtpd,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtpd-1-master.tif,Ms. 63_153,137,Page 153,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtpd
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtqx,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtqx-1-master.tif,Ms. 63_154,138,Page 154,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtqx
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtrf,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtrf-1-master.tif,Ms. 63_155,139,Page 155,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtrf
Ethiopic Manuscripts,ark:/21198/zz0009qnkf,ark:/21198/zz0009qtsz,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009qtsz-1-master.tif,,140,Page 156,,,pd,,gez,,ጸሎተ ነቢያት,Psalter and Canticles of the New and Old Testament,Psalter,Ethiopia,17th c.,1600/1699,1 Page,140 mm x 120 mm,Vellum,,"Book of Psalm መዝሙረ ዳዊት ; Fifteen biblical canticles መኀልየ ነቢያት ወጸሎቶሙ ለሙሴ ; Canticles of the Prophets and prayer of Moses :  1. First song of Moses ; 2. Second song of Moses ; Title: ጸሎተ ሙሴ ዘዳግም ሕግ ; Prayer of Moses of the Second Law ; 3. Third song of Moses ; Title:  ጸሎተ ሙሴ ዘሣልስ ሕግ Tsalota Muse zasales heg. Prayer of Moses of the Third Law ;  4. Song of Hannah ; Title: ጸሎተ ሃና እመ ሳሙኤል ; Prayer of Hannah, the mother of Samuel ; 5. Prayer of Hezekiah ; Title:  ጸሎተ ሕዝቅያስ ንጉሠ ይሁዳ ; Prayer of Hezekiah King of Judea ; 6. Prayer of Manasseh ;  Title:  ጸሎተ ምናሴ ነቢይ ; Prayer of Mennase the Prophet ; 7. Prayer of Jonah ; ጸሎተ ዮናስ ነቢይ ; Prayer of Jonah the Prophet ; 8. Prayer of Daniel ; Title:  ጸሎተ ዳንኤል ነቢይ ወስብሐት ዘእምአዛርያ ; Prayer of Daniel and Praise of Azariah ; 9. First Song of the Three Children ; Title: ጸሎተ ሠለስቱ ደቂቅ ;  Tsalota Salasetu Dakqiq ; Prayer of the Three Children ; 10. Second Song of the Three Children ; Title:  ኀበ ባረኩ አናንያ አዛርያ ወሚሳኤል ; When Ananiah Azariah and Misael Praised God ; 11. Song of Habakkuk ; Title:  ጸሎተ ዕንባቆም ነቢይ ; Prayer of Habakkuk the Prophet ; 12. Song of Isaiah ; Title:  ጸሎተ ኢሳይያስ ነቢይ Prayer of Isaiah the Prophet ; 13. Song of the Virgin Mary ; Title:  ጸሎተ እግዝእትነ ማርያም ; Prayer of our Lady Virgin Mary ; 14. Song of Zachariah ; Title:  ጸሎተ ዘካርያስ ነቢይ ; Prayer of Zachrariah the Prophet ; 15. Song of Simeon ; Title:  Tsalota Seme'on Nabiy ; ጸሎተ ስምዖን ነቢይ ; Prayer of Simeon the Prophet",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009qtsz
