Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2qp,Page,ethiopian/masters/21198-zz001hc2qp_2402386_master.tif,Ms. 26_cvr,,,1,Front cover,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Item,234 mm x 188 mm,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2qp,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2qp/n,Page,,,,,2,Inside front cover,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hd6gf,Page,ethiopian/masters/21198-zz001hd6gf_1279080_master.tif,Ms. 26_cvr2,,,3,Front inside flap recto,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Item,234 mm x 188 mm,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hd6gf,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hd6gf/n,Page,,,,,4,Front inside flap verso,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2r6,Page,ethiopian/masters/21198-zz001hc2r6_1279083_master.tif,Ms. 26_1,,,5,Page 1,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 1 (first line of page):  በስመ አብ ወወልድ ተአምር ዘገብረ እግዚእነ ኢየሱስ ክርስቶስ ምሥጢር አምላካዊ ዘነገሮ ለረድኡ ዮሐንስ ወልደ ዘብዴዎስ [Miracle 2 is missing].,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2r6,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2sq,Page,ethiopian/masters/21198-zz001hc2sq_1279086_master.tif,Ms. 26_2,,,6,Page 2,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 1 [Miracle 2 is missing].,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2sq,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2t7,Page,ethiopian/masters/21198-zz001hc2t7_1279089_master.tif,Ms. 26_3,,,7,Page 3,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 1 [Miracle 2 is missing].,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2t7,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2vr,Page,ethiopian/masters/21198-zz001hc2vr_1279092_master.tif,Ms. 26_4,,,8,Page 4,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 1 [Miracle 2 is missing].,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2vr,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2w8,Page,ethiopian/masters/21198-zz001hc2w8_1279095_master.tif,Ms. 26_5,,,9,Page 5,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 1 [Miracle 2 is missing].,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2w8,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2xs,Page,ethiopian/masters/21198-zz001hc2xs_1279098_master.tif,Ms. 26_6,,,10,Page 6,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 1 [Miracle 2 is missing]; Miracle 3.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2xs,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc2z9,Page,ethiopian/masters/21198-zz001hc2z9_1279101_master.tif,Ms. 26_7,,,11,Page 7,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 3.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc2z9,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc309,Page,ethiopian/masters/21198-zz001hc309_1279104_master.tif,Ms. 26_8,,,12,Page 8,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 3.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc309,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc31t,Page,ethiopian/masters/21198-zz001hc31t_1279107_master.tif,Ms. 26_9,,,13,Page 9,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 3.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc31t,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc32b,Page,ethiopian/masters/21198-zz001hc32b_1279110_master.tif,Ms. 26_10,,,14,Page 10,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 3 ; Miracle 4.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc32b,
Ethiopic Manuscripts,ark:/21198/zz001hc2p5,ark:/21198/zz001hc33v,Page,ethiopian/masters/21198-zz001hc33v_1279113_master.tif,Ms. 26_11,,,15,Page 11,,,pd,,gez,,ተአምረ ኢየሱስ,Miracles of Jesus,Miracles of Jesus,Ethiopia,19th c.,1800/1899,1 Page,234 mm x 188 mm,Vellum,,Miracle of Jesus ተአምረ ኢየሱስ ; Miracle 4.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hc33v,
