Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz00280w62,Page,ethiopian/masters/21198-zz00280w62_1881732_master.tif,,,,1,"[Ms. 170/681, Photograph 1]",,,pd,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00280w62,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zb4c,Page,ethiopian/masters/21198-zz0022zb4c_1556717_master.tif,Ms. 170_681_cvr,,,2,Inside front cover,,,pd,,gez,,,,,Ethiopia,,,1 Item,,Wooden board,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zb4c,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zb5w,Page,ethiopian/masters/21198-zz0022zb5w_1556720_master.tif,Ms. 170_681_1,,,3,[Page 1],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zb5w,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zc8x,Page,ethiopian/masters/21198-zz0022zc8x_1556723_master.tif,Ms. 170_681_2,,,4,[Page 2],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zc8x,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zc9f,Page,ethiopian/masters/21198-zz0022zc9f_1556726_master.tif,Ms. 170_681_3,,,5,[Page 3],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zc9f,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zcbz,Page,ethiopian/masters/21198-zz0022zcbz_1556729_master.tif,Ms. 170_681_4,,,6,[Page 4],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zcbz,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zccg,Page,ethiopian/masters/21198-zz0022zccg_1556732_master.tif,Ms. 170_681_5,,,7,[Page 5],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,Scribblings.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zccg,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zcd0,Page,ethiopian/masters/21198-zz0022zcd0_1556735_master.tif,Ms. 170_681_6,,,8,[Page 6],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zcd0,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zcfh,Page,ethiopian/masters/21198-zz0022zcfh_1556738_master.tif,Ms. 170_681_7,,,9,[Page 7],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zcfh,
Ethiopic Manuscripts,ark:/21198/zz0022s6tj,ark:/21198/zz0022zchj,Page,ethiopian/masters/21198-zz0022zchj_1556741_master.tif,Ms. 170_681_8,,,10,[Page 8],text,,pd,,gez,,,,,Ethiopia,,,1 Page,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0022zchj,
