Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Rights.permission,Title,AltTitle.translated,Publisher.publisherName,Format.extent,Date.creation,Coverage.geographic,Opac url
DIYALoG,ark:/21198/z1kd3jp1,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_133.tif,133,,,,,,,,,,,Page 133,,,,,,
DIYALoG,ark:/21198/z1fn2t05,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_134.tif,134,,,,,,,,,,,Page 134,,,,,,
DIYALoG,ark:/21198/z19w22bq,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_135.tif,135,,,,,,,,,,,Page 135,,,,,,
DIYALoG,ark:/21198/z16419kv,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_136.tif,136,,,,,,,,,,,Page 136,,,,,,
DIYALoG,ark:/21198/z12f989r,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_137.tif,137,,,,,,,,,,,Page 137,,,,,,
DIYALoG,ark:/21198/z1xp8rsm,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_138.tif,138,,,,,,,,,,,Page 138,,,,,,
DIYALoG,ark:/21198/z1sx810s,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_139.tif,139,,,,,,,,,,,Page 139,,,,,,
DIYALoG,ark:/21198/z1p5788c,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_140.tif,140,,,,,,,,,,,Page 140,,,,,,
DIYALoG,ark:/21198/z1jd6hk3,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_141.tif,141,,,,,,,,,,,Page 141,,,,,,
DIYALoG,ark:/21198/z1dn5rvc,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_142.tif,142,,,,,,,,,,,Page 142,,,,,,
DIYALoG,ark:/21198/z18w514f,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_143.tif,143,,,,,,,,,,,Page 143,,,,,,
DIYALoG,ark:/21198/z1572zwv,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_144.tif,144,,,,,,,,,,,Page 144,,,,,,
DIYALoG,ark:/21198/z11g2731,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_145.tif,145,,,,,,,,,,,Page 145,,,,,,
DIYALoG,ark:/21198/z1wq1qkw,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_146.tif,146,,,,,,,,,,,Page 146,,,,,,
DIYALoG,ark:/21198/z1rz0zv5,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_147.tif,147,,,,,,,,,,,Page 147,,,,,,
DIYALoG,ark:/21198/z1n6076f,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_148.tif,148,,,,,,,,,,,Page 148,,,,,,
DIYALoG,ark:/21198/z1hd9ghm,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_149.tif,149,,,,,,,,,,,Page 149,,,,,,
DIYALoG,ark:/21198/z1cn8qrf,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_150.tif,150,,,,,,,,,,,Page 150,,,,,,
DIYALoG,ark:/21198/z1806pg6,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_151.tif,151,,,,,,,,,,,Page 151,,,,,,
DIYALoG,ark:/21198/z1475xq1,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_152.tif,152,,,,,,,,,,,Page 152,,,,,,
DIYALoG,ark:/21198/z10g55xs,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_153.tif,153,,,,,,,,,,,Page 153,,,,,,
DIYALoG,ark:/21198/z1vq4pfh,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_154.tif,154,,,,,,,,,,,Page 154,,,,,,
DIYALoG,ark:/21198/z1qz3xr7,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_155.tif,155,,,,,,,,,,,Page 155,,,,,,
DIYALoG,ark:/21198/z1m6364z,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_156.tif,156,,,,,,,,,,,Page 156,,,,,,
DIYALoG,ark:/21198/z1gf2fbb,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_157.tif,157,,,,,,,,,,,Page 157,,,,,,
DIYALoG,ark:/21198/z1bs0d0w,ark:/21198/zz002hc7dt,,,Page,diyalog/image/21198-zz002hc7dt-1-master_158.tif,158,,,,,,,,,,,Page 158,,,,,,
DIYALoG,ark:/21198/z1709n7g,ark:/21198/zz002hc7gv,,,Page,diyalog/image/21198-zz002hc7gv-1-master_001.tif,1,,,,,,,,,,,Page 1,,,,,,
DIYALoG,ark:/21198/z1378wg9,ark:/21198/zz002hc7gv,,,Page,diyalog/image/21198-zz002hc7gv-1-master_002.tif,2,,,,,,,,,,,Page 2,,,,,,
DIYALoG,ark:/21198/z1zg8d0d,ark:/21198/zz002hc7gv,,,Page,diyalog/image/21198-zz002hc7gv-1-master_003.tif,3,,,,,,,,,,,Page 3,,,,,,
