Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Rights.permission,Title,AltTitle.translated,Publisher.publisherName,Format.extent,Date.creation,Coverage.geographic,Opac url
DIYALoG,ark:/21198/z1w96wwr,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_028.tif,28,,,,,,,,,,,Page 28,,,,,,
DIYALoG,ark:/21198/z1rj6568,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_029.tif,29,,,,,,,,,,,Page 29,,,,,,
DIYALoG,ark:/21198/z1ms5dh0,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_030.tif,30,,,,,,,,,,,Page 30,,,,,,
DIYALoG,ark:/21198/z1h14np7,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_031.tif,31,,,,,,,,,,,Page 31,,,,,,
DIYALoG,ark:/21198/z1c83wzh,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_032.tif,32,,,,,,,,,,,Page 32,,,,,,
DIYALoG,ark:/21198/z17h3581,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_033.tif,33,,,,,,,,,,,Page 33,,,,,,
DIYALoG,ark:/21198/z13v13wq,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_034.tif,34,,,,,,,,,,,Page 34,,,,,,
DIYALoG,ark:/21198/z1030c7m,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_035.tif,35,,,,,,,,,,,Page 35,,,,,,
DIYALoG,ark:/21198/z1v99vt8,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_036.tif,36,,,,,,,,,,,Page 36,,,,,,
DIYALoG,ark:/21198/z1qj941f,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_037.tif,37,,,,,,,,,,,Page 37,,,,,,
DIYALoG,ark:/21198/z1ks8c7t,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_038.tif,38,,,,,,,,,,,Page 38,,,,,,
DIYALoG,ark:/21198/z1g17mhd,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_039.tif,39,,,,,,,,,,,Page 39,,,,,,
DIYALoG,ark:/21198/z1bc5k6d,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_040.tif,40,,,,,,,,,,,Page 40,,,,,,
DIYALoG,ark:/21198/z16m4th4,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_041.tif,41,,,,,,,,,,,Page 41,,,,,,
DIYALoG,ark:/21198/z12v42vp,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_042.tif,42,,,,,,,,,,,Page 42,,,,,,
DIYALoG,ark:/21198/z1z33kfm,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_043.tif,43,,,,,,,,,,,Page 43,,,,,,
DIYALoG,ark:/21198/z1tb2tpf,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_044.tif,44,,,,,,,,,,,Page 44,,,,,,
DIYALoG,ark:/21198/z1pk22vr,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_045.tif,45,,,,,,,,,,,Page 45,,,,,,
DIYALoG,ark:/21198/z1jt1b4f,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_046.tif,46,,,,,,,,,,,Page 46,,,,,,
DIYALoG,ark:/21198/z1f498ts,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_047.tif,47,,,,,,,,,,,Page 47,,,,,,
DIYALoG,ark:/21198/z19c8j3g,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_048.tif,48,,,,,,,,,,,Page 48,,,,,,
DIYALoG,ark:/21198/z15m7sfn,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_049.tif,49,,,,,,,,,,,Page 49,,,,,,
DIYALoG,ark:/21198/z11v71q9,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_050.tif,50,,,,,,,,,,,Page 50,,,,,,
DIYALoG,ark:/21198/z1x36j6w,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_051.tif,51,,,,,,,,,,,Page 51,,,,,,
DIYALoG,ark:/21198/z1sb5sd8,ark:/21198/zz002hc6q0,,,Page,diyalog/image/21198-zz002hc6q0-1-master_052.tif,52,,,,,,,,,,,Page 52,,,,,,
DIYALoG,ark:/21198/z1nk51qc,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_001.tif,1,,,,,,,,,,,Page 1,,,,,,
DIYALoG,ark:/21198/z1hx30bg,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_002.tif,2,,,,,,,,,,,Page 2,,,,,,
DIYALoG,ark:/21198/z1d527nh,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_003.tif,3,,,,,,,,,,,Page 3,,,,,,
DIYALoG,ark:/21198/z18d1gz7,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_004.tif,4,,,,,,,,,,,Page 4,,,,,,
DIYALoG,ark:/21198/z14n0r9t,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_005.tif,5,,,,,,,,,,,Page 5,,,,,,
DIYALoG,ark:/21198/z10w00hk,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_006.tif,6,,,,,,,,,,,Page 6,,,,,,
DIYALoG,ark:/21198/z1w39h0m,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_007.tif,7,,,,,,,,,,,Page 7,,,,,,
DIYALoG,ark:/21198/z1rb8r8w,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_008.tif,8,,,,,,,,,,,Page 8,,,,,,
DIYALoG,ark:/21198/z1mp6pzg,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_009.tif,9,,,,,,,,,,,Page 9,,,,,,
DIYALoG,ark:/21198/z1gx5z8m,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_010.tif,10,,,,,,,,,,,Page 10,,,,,,
DIYALoG,ark:/21198/z1c556k1,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_011.tif,11,,,,,,,,,,,Page 11,,,,,,
DIYALoG,ark:/21198/z17d4fx6,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_012.tif,12,,,,,,,,,,,Page 12,,,,,,
DIYALoG,ark:/21198/z13n3q40,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_013.tif,13,,,,,,,,,,,Page 13,,,,,,
DIYALoG,ark:/21198/z1zw36ks,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_014.tif,14,,,,,,,,,,,Page 14,,,,,,
DIYALoG,ark:/21198/z1v42fwt,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_015.tif,15,,,,,,,,,,,Page 15,,,,,,
DIYALoG,ark:/21198/z1qg0djc,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_016.tif,16,,,,,,,,,,,Page 16,,,,,,
DIYALoG,ark:/21198/z1kp9nvj,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_017.tif,17,,,,,,,,,,,Page 17,,,,,,
DIYALoG,ark:/21198/z1fx8x64,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_018.tif,18,,,,,,,,,,,Page 18,,,,,,
DIYALoG,ark:/21198/z1b585g3,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_019.tif,19,,,,,,,,,,,Page 19,,,,,,
DIYALoG,ark:/21198/z16d7dqx,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_020.tif,20,,,,,,,,,,,Page 20,,,,,,
DIYALoG,ark:/21198/z12n6nx9,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_021.tif,21,,,,,,,,,,,Page 21,,,,,,
DIYALoG,ark:/21198/z1xw65gv,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_022.tif,22,,,,,,,,,,,Page 22,,,,,,
DIYALoG,ark:/21198/z1t74438,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_023.tif,23,,,,,,,,,,,Page 23,,,,,,
DIYALoG,ark:/21198/z1pg3cd0,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_024.tif,24,,,,,,,,,,,Page 24,,,,,,
DIYALoG,ark:/21198/z1jq2mqq,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_025.tif,25,,,,,,,,,,,Page 25,,,,,,
DIYALoG,ark:/21198/z1dz1w29,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_026.tif,26,,,,,,,,,,,Page 26,,,,,,
DIYALoG,ark:/21198/z196147x,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_027.tif,27,,,,,,,,,,,Page 27,,,,,,
DIYALoG,ark:/21198/z15f0cgr,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_028.tif,28,,,,,,,,,,,Page 28,,,,,,
DIYALoG,ark:/21198/z11n9msx,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_029.tif,29,,,,,,,,,,,Page 29,,,,,,
DIYALoG,ark:/21198/z1x07tq8,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_030.tif,30,,,,,,,,,,,Page 30,,,,,,
DIYALoG,ark:/21198/z1s7731s,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_031.tif,31,,,,,,,,,,,Page 31,,,,,,
DIYALoG,ark:/21198/z1ng6bcz,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_032.tif,32,,,,,,,,,,,Page 32,,,,,,
DIYALoG,ark:/21198/z1hq5kpp,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_033.tif,33,,,,,,,,,,,Page 33,,,,,,
DIYALoG,ark:/21198/z1cz4tw2,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_034.tif,34,,,,,,,,,,,Page 34,,,,,,
DIYALoG,ark:/21198/z186433j,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_035.tif,35,,,,,,,,,,,Page 35,,,,,,
DIYALoG,ark:/21198/z14f3bd8,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_036.tif,36,,,,,,,,,,,Page 36,,,,,,
DIYALoG,ark:/21198/z10s192t,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_037.tif,37,,,,,,,,,,,Page 37,,,,,,
DIYALoG,ark:/21198/z1w10smw,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_038.tif,38,,,,,,,,,,,Page 38,,,,,,
DIYALoG,ark:/21198/z1r801zf,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_039.tif,39,,,,,,,,,,,Page 39,,,,,,
DIYALoG,ark:/21198/z1mg997k,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_040.tif,40,,,,,,,,,,,Page 40,,,,,,
DIYALoG,ark:/21198/z1gq8jfz,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_041.tif,41,,,,,,,,,,,Page 41,,,,,,
DIYALoG,ark:/21198/z1bz7sq7,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_042.tif,42,,,,,,,,,,,Page 42,,,,,,
DIYALoG,ark:/21198/z1767212,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_043.tif,43,,,,,,,,,,,Page 43,,,,,,
DIYALoG,ark:/21198/z13j50m9,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_044.tif,44,,,,,,,,,,,Page 44,,,,,,
DIYALoG,ark:/21198/z1zs4h6x,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_045.tif,45,,,,,,,,,,,Page 45,,,,,,
DIYALoG,ark:/21198/z1v13rhz,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_046.tif,46,,,,,,,,,,,Page 46,,,,,,
DIYALoG,ark:/21198/z1q830t2,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_047.tif,47,,,,,,,,,,,Page 47,,,,,,
DIYALoG,ark:/21198/z1kh280d,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_048.tif,48,,,,,,,,,,,Page 48,,,,,,
DIYALoG,ark:/21198/z1fr1h8p,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_049.tif,49,,,,,,,,,,,Page 49,,,,,,
DIYALoG,ark:/21198/z1b00rkq,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_050.tif,50,,,,,,,,,,,Page 50,,,,,,
DIYALoG,ark:/21198/z1698q7q,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_051.tif,51,,,,,,,,,,,Page 51,,,,,,
DIYALoG,ark:/21198/z12j7zjf,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_052.tif,52,,,,,,,,,,,Page 52,,,,,,
DIYALoG,ark:/21198/z1xs7g4f,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_053.tif,53,,,,,,,,,,,Page 53,,,,,,
DIYALoG,ark:/21198/z1t16qd1,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_054.tif,54,,,,,,,,,,,Page 54,,,,,,
DIYALoG,ark:/21198/z1p85zmd,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_055.tif,55,,,,,,,,,,,Page 55,,,,,,
DIYALoG,ark:/21198/z1jh56w2,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_056.tif,56,,,,,,,,,,,Page 56,,,,,,
DIYALoG,ark:/21198/z1dv35jm,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_057.tif,57,,,,,,,,,,,Page 57,,,,,,
DIYALoG,ark:/21198/z1932dvn,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_058.tif,58,,,,,,,,,,,Page 58,,,,,,
DIYALoG,ark:/21198/z15b1p67,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_059.tif,59,,,,,,,,,,,Page 59,,,,,,
DIYALoG,ark:/21198/z11k0xjd,ark:/21198/zz002hc6rh,,,Page,diyalog/image/21198-zz002hc6rh-1-master_060.tif,60,,,,,,,,,,,Page 60,,,,,,
