Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Rights.permission,Title,AltTitle.translated,Publisher.publisherName,Format.extent,Date.creation,Coverage.geographic,Opac url
DIYALoG,ark:/21198/z1j40dkt,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_062.tif,62,,,,,,,,,,,Page 62,,,,,,
DIYALoG,ark:/21198/z1db9nzw,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_063.tif,63,,,,,,,,,,,Page 63,,,,,,
DIYALoG,ark:/21198/z18k8x64,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_064.tif,64,,,,,,,,,,,Page 64,,,,,,
DIYALoG,ark:/21198/z14x6vv8,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_065.tif,65,,,,,,,,,,,Page 65,,,,,,
DIYALoG,ark:/21198/z115644n,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_066.tif,66,,,,,,,,,,,Page 66,,,,,,
DIYALoG,ark:/21198/z1wd5mk2,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_067.tif,67,,,,,,,,,,,Page 67,,,,,,
DIYALoG,ark:/21198/z1rn4vvb,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_068.tif,68,,,,,,,,,,,Page 68,,,,,,
DIYALoG,ark:/21198/z1mw445v,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_069.tif,69,,,,,,,,,,,Page 69,,,,,,
DIYALoG,ark:/21198/z1h43cjs,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_070.tif,70,,,,,,,,,,,Page 70,,,,,,
DIYALoG,ark:/21198/z1cc2mt2,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_071.tif,71,,,,,,,,,,,Page 71,,,,,,
DIYALoG,ark:/21198/z17q0kh2,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_072.tif,72,,,,,,,,,,,Page 72,,,,,,
DIYALoG,ark:/21198/z13x9trb,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_073.tif,73,,,,,,,,,,,Page 73,,,,,,
DIYALoG,ark:/21198/z1059308,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_074.tif,74,,,,,,,,,,,Page 74,,,,,,
DIYALoG,ark:/21198/z1vd8khk,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_075.tif,75,,,,,,,,,,,Page 75,,,,,,
DIYALoG,ark:/21198/z1qn7tvr,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_076.tif,76,,,,,,,,,,,Page 76,,,,,,
DIYALoG,ark:/21198/z1kw7358,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_077.tif,77,,,,,,,,,,,Page 77,,,,,,
DIYALoG,ark:/21198/z1g751s8,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_078.tif,78,,,,,,,,,,,Page 78,,,,,,
DIYALoG,ark:/21198/z1bg494v,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_079.tif,79,,,,,,,,,,,Page 79,,,,,,
DIYALoG,ark:/21198/z16q3jb7,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_080.tif,80,,,,,,,,,,,Page 80,,,,,,
DIYALoG,ark:/21198/z12z2sk2,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_081.tif,81,,,,,,,,,,,Page 81,,,,,,
DIYALoG,ark:/21198/z1z6293g,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_082.tif,82,,,,,,,,,,,Page 82,,,,,,
DIYALoG,ark:/21198/z1tf1jd6,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_083.tif,83,,,,,,,,,,,Page 83,,,,,,
DIYALoG,ark:/21198/z1pp0sst,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_084.tif,84,,,,,,,,,,,Page 84,,,,,,
DIYALoG,ark:/21198/z1k08rbs,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_085.tif,85,,,,,,,,,,,Page 85,,,,,,
DIYALoG,ark:/21198/z1f780nw,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_086.tif,86,,,,,,,,,,,Page 86,,,,,,
DIYALoG,ark:/21198/z19g77x5,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_087.tif,87,,,,,,,,,,,Page 87,,,,,,
DIYALoG,ark:/21198/z15q6h4z,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_088.tif,88,,,,,,,,,,,Page 88,,,,,,
DIYALoG,ark:/21198/z11z5rfp,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_089.tif,89,,,,,,,,,,,Page 89,,,,,,
DIYALoG,ark:/21198/z1x6580j,ark:/21198/zz002hkzbm,,,Page,diyalog/image/21198-zz002hkzbm-1-master_090.tif,90,,,,,,,,,,,Page 90,,,,,,
