Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Rights.permission,Title,AltTitle.translated,Publisher.publisherName,Format.extent,Date.creation,Coverage.geographic,Opac url
DIYALoG,ark:/21198/z13v145q,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_055.tif,55,,,,,,,,,,,Page 55,,,,,,
DIYALoG,ark:/21198/z1030cgr,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_056.tif,56,,,,,,,,,,,Page 56,,,,,,
DIYALoG,ark:/21198/z1v99w2t,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_057.tif,57,,,,,,,,,,,Page 57,,,,,,
DIYALoG,ark:/21198/z1qj948k,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_058.tif,58,,,,,,,,,,,Page 58,,,,,,
DIYALoG,ark:/21198/z1ks8cgz,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_059.tif,59,,,,,,,,,,,Page 59,,,,,,
DIYALoG,ark:/21198/z1g17mrj,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_060.tif,60,,,,,,,,,,,Page 60,,,,,,
DIYALoG,ark:/21198/z1bc5kg0,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_061.tif,61,,,,,,,,,,,Page 61,,,,,,
DIYALoG,ark:/21198/z16m4tsq,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_062.tif,62,,,,,,,,,,,Page 62,,,,,,
DIYALoG,ark:/21198/z12v4337,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_063.tif,63,,,,,,,,,,,Page 63,,,,,,
DIYALoG,ark:/21198/z1z33kpr,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_064.tif,64,,,,,,,,,,,Page 64,,,,,,
DIYALoG,ark:/21198/z1tb2txk,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_065.tif,65,,,,,,,,,,,Page 65,,,,,,
DIYALoG,ark:/21198/z1pk2339,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_066.tif,66,,,,,,,,,,,Page 66,,,,,,
DIYALoG,ark:/21198/z1jt1bck,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_067.tif,67,,,,,,,,,,,Page 67,,,,,,
DIYALoG,ark:/21198/z1f4993s,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_068.tif,68,,,,,,,,,,,Page 68,,,,,,
DIYALoG,ark:/21198/z19c8jc2,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_069.tif,69,,,,,,,,,,,Page 69,,,,,,
DIYALoG,ark:/21198/z15m7sps,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_070.tif,70,,,,,,,,,,,Page 70,,,,,,
DIYALoG,ark:/21198/z11v71zf,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_071.tif,71,,,,,,,,,,,Page 71,,,,,,
DIYALoG,ark:/21198/z1x36jf1,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_072.tif,72,,,,,,,,,,,Page 72,,,,,,
DIYALoG,ark:/21198/z1sb5snd,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_073.tif,73,,,,,,,,,,,Page 73,,,,,,
DIYALoG,ark:/21198/z1nk51zh,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_074.tif,74,,,,,,,,,,,Page 74,,,,,,
DIYALoG,ark:/21198/z1hx30km,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_075.tif,75,,,,,,,,,,,Page 75,,,,,,
DIYALoG,ark:/21198/z1d527wn,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_076.tif,76,,,,,,,,,,,Page 76,,,,,,
DIYALoG,ark:/21198/z18d1h6s,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_077.tif,77,,,,,,,,,,,Page 77,,,,,,
DIYALoG,ark:/21198/z14n0rjz,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_078.tif,78,,,,,,,,,,,Page 78,,,,,,
DIYALoG,ark:/21198/z10w00rq,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_079.tif,79,,,,,,,,,,,Page 79,,,,,,
DIYALoG,ark:/21198/z1w39h7r,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_080.tif,80,,,,,,,,,,,Page 80,,,,,,
DIYALoG,ark:/21198/z1rb8rh1,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_081.tif,81,,,,,,,,,,,Page 81,,,,,,
DIYALoG,ark:/21198/z1mp6q61,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_082.tif,82,,,,,,,,,,,Page 82,,,,,,
DIYALoG,ark:/21198/z1gx5zhr,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_083.tif,83,,,,,,,,,,,Page 83,,,,,,
DIYALoG,ark:/21198/z1c556t5,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_084.tif,84,,,,,,,,,,,Page 84,,,,,,
DIYALoG,ark:/21198/z17d4g5r,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_085.tif,85,,,,,,,,,,,Page 85,,,,,,
DIYALoG,ark:/21198/z13n3qc4,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_086.tif,86,,,,,,,,,,,Page 86,,,,,,
DIYALoG,ark:/21198/z1zw36tx,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_087.tif,87,,,,,,,,,,,Page 87,,,,,,
DIYALoG,ark:/21198/z1v42g4c,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_088.tif,88,,,,,,,,,,,Page 88,,,,,,
DIYALoG,ark:/21198/z1qg0dsh,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_089.tif,89,,,,,,,,,,,Page 89,,,,,,
DIYALoG,ark:/21198/z1kp9p33,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_090.tif,90,,,,,,,,,,,Page 90,,,,,,
DIYALoG,ark:/21198/z1fx8xf8,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_091.tif,91,,,,,,,,,,,Page 91,,,,,,
DIYALoG,ark:/21198/z1b585q7,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_092.tif,92,,,,,,,,,,,Page 92,,,,,,
DIYALoG,ark:/21198/z16d7dz2,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_093.tif,93,,,,,,,,,,,Page 93,,,,,,
DIYALoG,ark:/21198/z12n6p69,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_094.tif,94,,,,,,,,,,,Page 94,,,,,,
DIYALoG,ark:/21198/z1xw65rf,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_095.tif,95,,,,,,,,,,,Page 95,,,,,,
DIYALoG,ark:/21198/z1t744bd,ark:/21198/zz002hc735,,,Page,diyalog/image/21198-zz002hc735-1-master_096.tif,96,,,,,,,,,,,Page 96,,,,,,
