Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1rf7n2m,ark:/21198/z1mk88cm,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk88cm
ark:/21198/z1rf7n2m,ark:/21198/z1gt7hqs,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7hqs
ark:/21198/z1rf7n2m,ark:/21198/z1c26s0s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26s0s
ark:/21198/z1rf7n2m,ark:/21198/z1796153,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796153
ark:/21198/z1rf7n2m,ark:/21198/z13j58dx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j58dx
ark:/21198/z1rf7n2m,ark:/21198/z1zs4rzp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4rzp
ark:/21198/z1rf7n2m,ark:/21198/z1v1419z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v1419z
ark:/21198/z1rf7n2m,ark:/21198/z1qc200z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc200z
ark:/21198/z1rf7n2m,ark:/21198/z1km17ck,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km17ck
ark:/21198/z1rf7n2m,ark:/21198/z1fv0gkz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0gkz
ark:/21198/z1rf7n2m,ark:/21198/z1b29qs3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29qs3
ark:/21198/z1rf7n2m,ark:/21198/z169901q,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz169901q
ark:/21198/z1rf7n2m,ark:/21198/z12j87bf,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j87bf
ark:/21198/z1rf7n2m,ark:/21198/z1xs7qz3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0014.tif,Page,Page 14,14,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7qz3
ark:/21198/z1rf7n2m,ark:/21198/z1t45pkh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0015.tif,Page,Page 15,15,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45pkh
ark:/21198/z1rf7n2m,ark:/21198/z1pc4xxp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0016.tif,Page,Page 16,16,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4xxp
ark:/21198/z1rf7n2m,ark:/21198/z1jm466r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0017.tif,Page,Page 17,17,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm466r
ark:/21198/z1rf7n2m,ark:/21198/z1dv3fcp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0016_0018.tif,Page,Page 18,18,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3fcp
