Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1qr6q39,ark:/21198/z1jq2wgw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0123_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2wgw
ark:/21198/z1qr6q39,ark:/21198/z1dz24vw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0123_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz24vw
ark:/21198/z1qr6q39,ark:/21198/z1961d20,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0123_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961d20
ark:/21198/z1qr6q39,ark:/21198/z15f0n9t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0123_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0n9t
