"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Duplicate","Type.typeOfResource","Rights.copyrightStatus","Language","Name.repository","Name.creator","Subject","Name.subject","Relation.isPartOf","Type.genre","Title","Alt ID.local","Description.note","AltTitle.descriptive","Date.creation","Format.extent","Description.abstract","Date.normalized","Coverage.geographic"
"Sachtleben (William) Diaries","ark:/21198/zz002hjwsx","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_63.tif","63","","text","pd","","","","","","","","[Athens travel diary: pages 142-143, Jan. 31, 1891]","uclamss_1841_diary_07_63","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjwtf","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_64.tif","64","","text","pd","","","","","","","","[Athens travel diary: pages 144-145, Jan. 31, 1891]","uclamss_1841_diary_07_64","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjwvz","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_65.tif","65","","text","pd","","","","","","","","[Athens travel diary: pages 146-147, Jan. 31, 1891]","uclamss_1841_diary_07_65","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjwwg","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_66.tif","66","","text","pd","","","","","","","","[Athens travel diary: pages 148-149, Jan. 31, 1891]","uclamss_1841_diary_07_66","Athens travel diary, pages 148-149, Jan. 31, 1891","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjwx0","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_67.tif","67","","text","pd","","","","","","","","[Athens travel diary: pages 150-151, Jan. 31, 1891]","uclamss_1841_diary_07_67","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjwzh","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_68.tif","68","","text","pd","","","","","","","","[Athens travel diary: pages 152-153, Jan. 31-Feb. 1, 1891]","uclamss_1841_diary_07_68","Athens travel diary, pages 152-153, Jan. 31-Feb. 1, 1891","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx0h","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_69.tif","69","","text","pd","","","","","","","","[Athens travel diary: pages 154-155, Feb. 1-2, 1891]","uclamss_1841_diary_07_69","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx11","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_70.tif","70","","text","pd","","","","","","","","[Athens travel diary: pages 156-157, Feb. 2, 1891]","uclamss_1841_diary_07_70","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx2j","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_71.tif","71","","text","pd","","","","","","","","[Athens travel diary: pages 158-159, Feb. 3, 1891]","uclamss_1841_diary_07_71","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx32","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_72.tif","72","","text","pd","","","","","","","","[Athens travel diary: pages 160-161, Feb. 3-4, 1891]","uclamss_1841_diary_07_72","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx4k","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_73.tif","73","","text","pd","","","","","","","","[Athens travel diary: pages 162-163, Feb. 4, 1891]","uclamss_1841_diary_07_73","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx53","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_74.tif","74","","text","pd","","","","","","","","[Athens travel diary: pages 164-165, Feb. 4-5, 1891]","uclamss_1841_diary_07_74","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx6m","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_75.tif","75","","text","pd","","","","","","","","[Athens travel diary: pages 166-167, Feb. 5, 1891]","uclamss_1841_diary_07_75","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx74","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_76.tif","76","","text","pd","","","","","","","","[Athens travel diary: pages 168-169, Feb. 5, 1891]","uclamss_1841_diary_07_76","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx8n","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_77.tif","77","","text","pd","","","","","","","","[Athens travel diary: pages 170-171, Feb. 5, 1891]","uclamss_1841_diary_07_77","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjx95","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_78.tif","78","","text","pd","","","","","","","","[Athens travel diary: pages 172-173, Feb. 5, 1891]","uclamss_1841_diary_07_78","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hjxbp","ark:/21198/zz002hjqvj","ChildWork","sachtleben_diaries/image/uclamss_1841_diary_07_79.tif","79","","text","pd","","","","","","","","[Athens travel diary: back cover]","uclamss_1841_diary_07_79","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4m5","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_001.tif","1","","","pd","eng","","","","","","","[Turkey travel diary: page 1, Apr. 12, 1891]","1841_diary_10_001","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4np","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_002.tif","2","","text","pd","","","","","","","","[Turkey travel diary: page 2, Apr. 12, 1891]","1841_diary_10_002","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4p6","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_003.tif","3","","text","pd","","","","","","","","[Turkey travel diary: page 3, Apr. 12, 1891]","1841_diary_10_003","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4qq","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_004.tif","4","","text","pd","","","","","","","","[Turkey travel diary: page 4, Apr. 15, 1891]","1841_diary_10_004","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4r7","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_005.tif","5","","text","pd","","","","","","","","[Turkey travel diary: page 5, Apr. 15, 1891]","1841_diary_10_005","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4sr","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_006.tif","6","","text","pd","","","","","","","","[Turkey travel diary: page 6, Apr. 15, 1891]","1841_diary_10_006","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4t8","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_007.tif","7","","text","pd","","","","","","","","[Turkey travel diary: page 7, Apr. 15, 1891]","1841_diary_10_007","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4vs","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_008.tif","8","","text","pd","","","","","","","","[Turkey travel diary: page 8, Apr. 16, 1891]","1841_diary_10_008","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4w9","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_009.tif","9","","text","pd","","","","","","","","[Turkey travel diary: page 9, Apr. 16, 1891]","1841_diary_10_009","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4xt","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_010.tif","10","","text","pd","","","","","","","","[Turkey travel diary: page 10, Apr. 16, 1891]","1841_diary_10_010","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk4zb","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_011.tif","11","","text","pd","","","","","","","","[Turkey travel diary: page 11, Apr. 16, 1891]","1841_diary_10_011","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk50b","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_012.tif","12","","text","pd","","","","","","","","[Turkey travel diary: page 12, Apr. 16, 1891]","1841_diary_10_012","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk51v","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_013.tif","13","","text","pd","","","","","","","","[Turkey travel diary: page 13, Apr. 16, 1891]","1841_diary_10_013","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk52c","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_014.tif","14","","text","pd","","","","","","","","[Turkey travel diary: page 14, Apr. 16-17, 1891]","1841_diary_10_014","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk53w","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_015.tif","15","","text","pd","","","","","","","","[Turkey travel diary: page 15, Apr. 17, 1891]","1841_diary_10_015","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk54d","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_016.tif","16","","text","pd","","","","","","","","[Turkey travel diary: page 16, Apr. 17, 1891]","1841_diary_10_016","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk55x","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_017.tif","17","","text","pd","","","","","","","","[Turkey travel diary: page 17, Apr. 17, 1891]","1841_diary_10_017","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk56f","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_018.tif","18","","text","pd","","","","","","","","[Turkey travel diary: page 18, Apr. 17, 1891]","1841_diary_10_018","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk57z","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_019.tif","19","","text","pd","","","","","","","","[Turkey travel diary: page 19, Apr. 17-18, 1891]","1841_diary_10_019","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk58g","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_020.tif","20","","text","pd","","","","","","","","[Turkey travel diary: page 20, Apr. 18, 1891]","1841_diary_10_020","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk590","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_021.tif","21","","text","pd","","","","","","","","[Turkey travel diary: page 21, Apr. 18, 1891]","1841_diary_10_021","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5bh","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_022.tif","22","","text","pd","","","","","","","","[Turkey travel diary: page 22, Apr. 18, 1891]","1841_diary_10_022","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5c1","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_023.tif","23","","text","pd","","","","","","","","[Turkey travel diary: page 23, Apr. 18, 1891]","1841_diary_10_023","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5dj","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_024.tif","24","","text","pd","","","","","","","","[Turkey travel diary: page 24, Apr. 18, 1891]","1841_diary_10_024","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5f2","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_025.tif","25","","text","pd","","","","","","","","[Turkey travel diary: page 25, Apr. 18, 1891]","1841_diary_10_025","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5gk","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_026.tif","26","","text","pd","","","","","","","","[Turkey travel diary: page 26, Apr. 18-19, 1891]","1841_diary_10_026","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5h3","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_027.tif","27","","text","pd","","","","","","","","[Turkey travel diary: page 27, Apr. 19, 1891]","1841_diary_10_027","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5jm","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_028.tif","28","","text","pd","","","","","","","","[Turkey travel diary: page 28, Apr. 19, 1891]","1841_diary_10_028","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5k4","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_029.tif","29","","text","pd","","","","","","","","[Turkey travel diary: page 29, Apr. 19, 1891]","1841_diary_10_029","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5mn","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_030.tif","30","","text","pd","","","","","","","","[Turkey travel diary: page 30, Apr. 19, 1891]","1841_diary_10_030","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5n5","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_031.tif","31","","text","pd","","","","","","","","[Turkey travel diary: page 31, Apr. 19, 1891]","1841_diary_10_031","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5pp","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_032.tif","32","","text","pd","","","","","","","","[Turkey travel diary: page 32, Apr. 19, 1891]","1841_diary_10_032","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5q6","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_033.tif","33","","text","pd","","","","","","","","[Turkey travel diary: page 33, Apr. 19, 1891]","1841_diary_10_033","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5rq","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_034.tif","34","","text","pd","","","","","","","","[Turkey travel diary: page 34, Apr. 19-20, 1891]","1841_diary_10_034","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5s7","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_035.tif","35","","text","pd","","","","","","","","[Turkey travel diary: page 35, Apr. 20, 1891]","1841_diary_10_035","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5tr","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_036.tif","36","","text","pd","","","","","","","","[Turkey travel diary: page 36, Apr. 20, 1891]","1841_diary_10_036","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5v8","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_037.tif","37","","text","pd","","","","","","","","[Turkey travel diary: page 37, Apr. 20, 1891]","1841_diary_10_037","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5ws","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_038.tif","38","","text","pd","","","","","","","","[Turkey travel diary: page 38, Apr. 20, 1891]","1841_diary_10_038","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5x9","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_039.tif","39","","text","pd","","","","","","","","[Turkey travel diary: page 39, Apr. 20, 1891]","1841_diary_10_039","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk5zt","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_040.tif","40","","text","pd","","","","","","","","[Turkey travel diary: page 40, Apr. 20, 1891]","1841_diary_10_040","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk60t","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_041.tif","41","","text","pd","","","","","","","","[Turkey travel diary: page 41, Apr. 20, 1891]","1841_diary_10_041","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk61b","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_042.tif","42","","text","pd","","","","","","","","[Turkey travel diary: page 42, Apr. 20, 1891]","1841_diary_10_042","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk62v","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_043.tif","43","","text","pd","","","","","","","","[Turkey travel diary: page 43, Apr. 20, 1891]","1841_diary_10_043","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk63c","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_044.tif","44","","text","pd","","","","","","","","[Turkey travel diary: page 42, Apr. 20, 1891]","1841_diary_10_044","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk64w","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_045.tif","45","","text","pd","","","","","","","","[Turkey travel diary: page 43, Apr. 20, 1891]","1841_diary_10_045","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk65d","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_046.tif","46","","text","pd","","","","","","","","[Turkey travel diary: page 42, Apr. 20, 1891]","1841_diary_10_046","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk66x","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_047.tif","47","","text","pd","","","","","","","","[Turkey travel diary: page 43, Apr. 20, 1891]","1841_diary_10_047","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk67f","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_048.tif","48","","text","pd","","","","","","","","[Turkey travel diary: page 42, Apr. 20, 1891]","1841_diary_10_048","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk68z","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_049.tif","49","","text","pd","","","","","","","","[Turkey travel diary: page 43, Apr. 20, 1891]","1841_diary_10_049","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk69g","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_050.tif","50","","text","pd","","","","","","","","[Turkey travel diary: page 44, Apr. 20-21, 1891]","1841_diary_10_050","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6b0","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_051.tif","51","","text","pd","","","","","","","","[Turkey travel diary: page 45, Apr. 21, 1891]","1841_diary_10_051","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6ch","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_052.tif","52","","text","pd","","","","","","","","[Turkey travel diary: page 46, Apr. 22, 1891]","1841_diary_10_052","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6d1","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_053.tif","53","","text","pd","","","","","","","","[Turkey travel diary: page 47, Apr. 22, 1891]","1841_diary_10_053","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6fj","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_054.tif","54","","text","pd","","","","","","","","[Turkey travel diary: page 48, Apr. 22, 1891]","1841_diary_10_054","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6g2","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_055.tif","55","","text","pd","","","","","","","","[Turkey travel diary: page 49, Apr. 23-24, 1891]","1841_diary_10_055","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6hk","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_056.tif","56","","text","pd","","","","","","","","[Turkey travel diary: page 50, Apr. 24, 1891]","1841_diary_10_056","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6j3","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_057.tif","57","","text","pd","","","","","","","","[Turkey travel diary: page 51, Apr. 24, 1891]","1841_diary_10_057","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6km","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_058.tif","58","","text","pd","","","","","","","","[Turkey travel diary: page 52, Apr. 24, 1891]","1841_diary_10_058","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6m4","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_059.tif","59","","text","pd","","","","","","","","[Turkey travel diary: page 53, Apr. 24, 1891]","1841_diary_10_059","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6nn","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_060.tif","60","","text","pd","","","","","","","","[Turkey travel diary: page 54, Apr. 24, 1891]","1841_diary_10_060","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6p5","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_061.tif","61","","text","pd","","","","","","","","[Turkey travel diary: page 55, Apr. 24, 1891]","1841_diary_10_061","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6qp","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_062.tif","62","","text","pd","","","","","","","","[Turkey travel diary: page 56, Apr. 24, 1891]","1841_diary_10_062","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6r6","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_063.tif","63","","text","pd","","","","","","","","[Turkey travel diary: page 57, Apr. 24, 1891]","1841_diary_10_063","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6sq","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_064.tif","64","","text","pd","","","","","","","","[Turkey travel diary: page 58, Apr. 24, 1891]","1841_diary_10_064","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6t7","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_065.tif","65","","text","pd","","","","","","","","[Turkey travel diary: page 59, Apr. 24, 1891]","1841_diary_10_065","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6vr","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_066.tif","66","","text","pd","","","","","","","","[Turkey travel diary: page 60, Apr. 24, 1891]","1841_diary_10_066","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6w8","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_067.tif","67","","text","pd","","","","","","","","[Turkey travel diary: page 61, Apr. 24, 1891]","1841_diary_10_067","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6xs","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_068.tif","68","","text","pd","","","","","","","","[Turkey travel diary: page 62, Apr. 24, 1891]","1841_diary_10_068","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk6z9","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_069.tif","69","","text","pd","","","","","","","","[Turkey travel diary: page 63, Apr. 24, 1891]","1841_diary_10_069","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk709","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_070.tif","70","","text","pd","","","","","","","","[Turkey travel diary: page 64, Apr. 24, 1891]","1841_diary_10_070","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk71t","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_071.tif","71","","text","pd","","","","","","","","[Turkey travel diary: page 65, Apr. 24, 1891]","1841_diary_10_071","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk72b","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_072.tif","72","","text","pd","","","","","","","","[Turkey travel diary: page 66, Apr. 24, 1891]","1841_diary_10_072","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk73v","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_073.tif","73","","text","pd","","","","","","","","[Turkey travel diary: page 67, Apr. 24, 1891]","1841_diary_10_073","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk74c","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_074.tif","74","","text","pd","","","","","","","","[Turkey travel diary: page 68, Apr. 24, 1891]","1841_diary_10_074","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk75w","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_075.tif","75","","text","pd","","","","","","","","[Turkey travel diary: page 69, Apr. 25, 1891]","1841_diary_10_075","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk76d","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_076.tif","76","","text","pd","","","","","","","","[Turkey travel diary: page 70, Apr. 25, 1891]","1841_diary_10_076","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk77x","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_077.tif","77","","text","pd","","","","","","","","[Turkey travel diary: page 71, Apr. 25, 1891]","1841_diary_10_077","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk78f","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_078.tif","78","","text","pd","","","","","","","","[Turkey travel diary: page 72, Apr. 25, 1891]","1841_diary_10_078","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk79z","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_079.tif","79","","text","pd","","","","","","","","[Turkey travel diary: page 73, Apr. 25-26, 1891]","1841_diary_10_079","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7bg","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_080.tif","80","","text","pd","","","","","","","","[Turkey travel diary: page 74, Apr. 26, 1891]","1841_diary_10_080","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7c0","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_081.tif","81","","text","pd","","","","","","","","[Turkey travel diary: page 75, Apr. 26, 1891]","1841_diary_10_081","","","","","","",""
"Sachtleben (William) Diaries","ark:/21198/zz002hk7dh","ark:/21198/zz002hjqt1","ChildWork","sachtleben_diaries/image/1841_diary_10_082.tif","82","","text","pd","","","","","","","","[Turkey travel diary: page 76, Apr. 26, 1891]","1841_diary_10_082","","","","","","",""
