"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqd0","ark:/21198/zz0015rqcg","2","Completed","Page","scwu/images/masters/21198-zz0015rqd0-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqd0"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqfh","ark:/21198/zz0015rqcg","2","Completed","Page","scwu/images/masters/21198-zz0015rqfh-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqfh"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqhj","ark:/21198/zz0015rqg1","2","Completed","Page","scwu/images/masters/21198-zz0015rqhj-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqhj"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqj2","ark:/21198/zz0015rqg1","2","Completed","Page","scwu/images/masters/21198-zz0015rqj2-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqj2"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqm3","ark:/21198/zz0015rqkk","2","Completed","Page","scwu/images/masters/21198-zz0015rqm3-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqm3"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqnm","ark:/21198/zz0015rqkk","2","Completed","Page","scwu/images/masters/21198-zz0015rqnm-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqnm"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqqn","ark:/21198/zz0015rqp4","2","Completed","Page","scwu/images/masters/21198-zz0015rqqn-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqqn"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqr5","ark:/21198/zz0015rqp4","2","Completed","Page","scwu/images/masters/21198-zz0015rqr5-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqr5"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqt6","ark:/21198/zz0015rqsp","2","Completed","Page","scwu/images/masters/21198-zz0015rqt6-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqt6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqvq","ark:/21198/zz0015rqsp","2","Completed","Page","scwu/images/masters/21198-zz0015rqvq-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqvq"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqw7","ark:/21198/zz0015rqsp","2","Completed","Page","scwu/images/masters/21198-zz0015rqw7-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqw7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rqxr","ark:/21198/zz0015rqsp","2","Completed","Page","scwu/images/masters/21198-zz0015rqxr-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rqxr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rr08","ark:/21198/zz0015rqz8","2","Completed","Page","scwu/images/masters/21198-zz0015rr08-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rr08"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rr1s","ark:/21198/zz0015rqz8","2","Completed","Page","scwu/images/masters/21198-zz0015rr1s-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rr1s"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rr3t","ark:/21198/zz0015rr29","2","Completed","Page","scwu/images/masters/21198-zz0015rr3t-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rr3t"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rr4b","ark:/21198/zz0015rr29","2","Completed","Page","scwu/images/masters/21198-zz0015rr4b-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rr4b"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rr6c","ark:/21198/zz0015rr5v","2","Completed","Page","scwu/images/masters/21198-zz0015rr6c-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rr6c"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rr7w","ark:/21198/zz0015rr5v","2","Completed","Page","scwu/images/masters/21198-zz0015rr7w-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rr7w"
