Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Rights.copyrightStatus,Rights.permission,Language,Type.typeOfResource,Type.genre,Name.repository,Publisher.publisherName,Name.interviewer,Name.interviewee,AltTitle.descriptive,Description.note,Format.extent,Date.normalized,Date.publication,AltTitle.other,Title,Description.abstract,Date.interview,Format.dimensions,Alt ID.local,Date.creation,Format.medium,Alt ID.mp4,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzdh,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzdh-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Tower, Joan, 1938-","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 20","Produced at KCSN Radio, Los Angeles.",2:39 min.,2004-07-21,"July 21, 2004",Martin Perlich Interviews,Joan Tower,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/dh/21198=zz0025kzdh/ark%2B=21198=zz0025kzdh.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzdh%2Faudiowaveform.dat,,,159.293333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzdh/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzf1,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzf1-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Tower, Joan, 1938-","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 21","Produced at KCSN Radio, Los Angeles.",2:38 min.,2004-07-22,"July 22, 2004",Martin Perlich Interviews,Joan Tower,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/f1/21198=zz0025kzf1/ark%2B=21198=zz0025kzf1.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzf1%2Faudiowaveform.dat,,,158.226667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzf1/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzgj,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzgj-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Tower, Joan, 1938-","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 22","Produced at KCSN Radio, Los Angeles.",2:52 min.,2004-07-23,"July 23, 2004",Martin Perlich Interviews,Joan Tower,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/gj/21198=zz0025kzgj/ark%2B=21198=zz0025kzgj.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzgj%2Faudiowaveform.dat,,,171.586667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzgj/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzn4,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzn4-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Foss, Lukas, 1922-2009","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 23","Produced at KCSN Radio, Los Angeles.",2:33 min.,2004-07-26,"July 26, 2004",Martin Perlich Interviews,Lukas Foss,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/n4/21198=zz0025kzn4/ark%2B=21198=zz0025kzn4.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzn4%2Faudiowaveform.dat,,,153.026667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzn4/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzpn,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzpn-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Foss, Lukas, 1922-2009","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 24","Produced at KCSN Radio, Los Angeles.",2:39 min.,2004-07-27,"July 27, 2004",Martin Perlich Interviews,Lukas Foss,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/pn/21198=zz0025kzpn/ark%2B=21198=zz0025kzpn.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzpn%2Faudiowaveform.dat,,,159.026667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzpn/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzq5,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzq5-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Foss, Lukas, 1922-2009","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 25","Produced at KCSN Radio, Los Angeles.",2:34 min.,2004-07-28,"July 28, 2004",Martin Perlich Interviews,Lukas Foss,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/q5/21198=zz0025kzq5/ark%2B=21198=zz0025kzq5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzq5%2Faudiowaveform.dat,,,153.88,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzq5/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzrp,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzrp-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Foss, Lukas, 1922-2009","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 26","Produced at KCSN Radio, Los Angeles.",2:32 min.,2004-07-29,"July 29, 2004",Martin Perlich Interviews,Lukas Foss,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/rp/21198=zz0025kzrp/ark%2B=21198=zz0025kzrp.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzrp%2Faudiowaveform.dat,,,151.8,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzrp/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025kzs6,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025kzs6-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Foss, Lukas, 1922-2009","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 27","Produced at KCSN Radio, Los Angeles.",2:47 min.,2004-07-30,"July 30, 2004",Martin Perlich Interviews,Lukas Foss,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/kz/s6/21198=zz0025kzs6/ark%2B=21198=zz0025kzs6.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzs6%2Faudiowaveform.dat,,,166.573333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kzs6/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m03s,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m03s-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Mauceri, John","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 28","Produced at KCSN Radio, Los Angeles.",2:37 min.,2004-08-02,"August 2, 2004",Martin Perlich Interviews,John Mauceri,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/3s/21198=zz0025m03s/ark%2B=21198=zz0025m03s.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m03s%2Faudiowaveform.dat,,,157.373333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m03s/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m049,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m049-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Mauceri, John","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 29","Produced at KCSN Radio, Los Angeles.",2:58 min.,2004-08-03,"August 3, 2004",Martin Perlich Interviews,John Mauceri,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/49/21198=zz0025m049/ark%2B=21198=zz0025m049.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m049%2Faudiowaveform.dat,,,177.586667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m049/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m05t,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m05t-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Mauceri, John","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 30","Produced at KCSN Radio, Los Angeles.",3:18 min.,2004-08-04,"August 4, 2004",Martin Perlich Interviews,John Mauceri,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/5t/21198=zz0025m05t/ark%2B=21198=zz0025m05t.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m05t%2Faudiowaveform.dat,,,197.853333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m05t/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m06b,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m06b-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Mauceri, John","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 31","Produced at KCSN Radio, Los Angeles.",3:27 min.,2004-08-05,"August 5, 2004",Martin Perlich Interviews,John Mauceri,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/6b/21198=zz0025m06b/ark%2B=21198=zz0025m06b.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m06b%2Faudiowaveform.dat,,,206.786667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m06b/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m07v,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m07v-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Mauceri, John","Martin Perlich Collection, Martin Perlich Interviews, CD 9, Track 32","Produced at KCSN Radio, Los Angeles.",3:24 min.,2004-08-06,"August 6, 2004",Martin Perlich Interviews,John Mauceri,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/7v/21198=zz0025m07v/ark%2B=21198=zz0025m07v.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m07v%2Faudiowaveform.dat,,,204.133333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m07v/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m0mj,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m0mj-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Te Kanawa, Kiri","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 1","Produced at KCSN Radio, Los Angeles.",2:37 min.,2004-08-09,"August 9, 2004",Martin Perlich Interviews,Kiri Te Kanawa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/mj/21198=zz0025m0mj/ark%2B=21198=zz0025m0mj.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0mj%2Faudiowaveform.dat,,,157.133333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0mj/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m0n2,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m0n2-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Te Kanawa, Kiri","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 2","Produced at KCSN Radio, Los Angeles.",2:53 min.,2004-08-10,"August 10, 2004",Martin Perlich Interviews,Kiri Te Kanawa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/n2/21198=zz0025m0n2/ark%2B=21198=zz0025m0n2.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0n2%2Faudiowaveform.dat,,,173.106667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0n2/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m0pk,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m0pk-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Te Kanawa, Kiri","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 3","Produced at KCSN Radio, Los Angeles.",2:49 min.,2004-08-11,"August 11, 2004",Martin Perlich Interviews,Kiri Te Kanawa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/pk/21198=zz0025m0pk/ark%2B=21198=zz0025m0pk.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0pk%2Faudiowaveform.dat,,,169.293333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0pk/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m0s4,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m0s4-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Te Kanawa, Kiri","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 4","Produced at KCSN Radio, Los Angeles.",2:26 min.,2004-08-12,"August 12, 2004",Martin Perlich Interviews,Kiri Te Kanawa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/s4/21198=zz0025m0s4/ark%2B=21198=zz0025m0s4.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0s4%2Faudiowaveform.dat,,,145.853333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0s4/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m0v5,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m0v5-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Te Kanawa, Kiri","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 5","Produced at KCSN Radio, Los Angeles.",2:38 min.,2004-08-13,"August 13, 2004",Martin Perlich Interviews,Kiri Te Kanawa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m0/v5/21198=zz0025m0v5/ark%2B=21198=zz0025m0v5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0v5%2Faudiowaveform.dat,,,157.933333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m0v5/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m10q,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m10q-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Conlon, James, 1950-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 6","Produced at KCSN Radio, Los Angeles.",3:06 min.,2004-08-16,"August 16, 2004",Martin Perlich Interviews,James Conlon,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/0q/21198=zz0025m10q/ark%2B=21198=zz0025m10q.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m10q%2Faudiowaveform.dat,,,185.64,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m10q/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m117,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m117-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Conlon, James, 1950-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 7","Produced at KCSN Radio, Los Angeles.",3:14 min.,2004-08-17,"August 17, 2004",Martin Perlich Interviews,James Conlon,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/17/21198=zz0025m117/ark%2B=21198=zz0025m117.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m117%2Faudiowaveform.dat,,,194.36,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m117/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m12r,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m12r-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Conlon, James, 1950-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 8","Produced at KCSN Radio, Los Angeles.",3:09 min.,2004-08-18,"August 18, 2004",Martin Perlich Interviews,James Conlon,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/2r/21198=zz0025m12r/ark%2B=21198=zz0025m12r.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m12r%2Faudiowaveform.dat,,,188.84,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m12r/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m138,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m138-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Conlon, James, 1950-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 9","Produced at KCSN Radio, Los Angeles.",2:55 min.,2004-08-19,"August 19, 2004",Martin Perlich Interviews,James Conlon,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/38/21198=zz0025m138/ark%2B=21198=zz0025m138.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m138%2Faudiowaveform.dat,,,175.426667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m138/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m14s,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m14s-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Conlon, James, 1950-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 10","Produced at KCSN Radio, Los Angeles.",3:12 min.,2004-08-20,"August 20, 2004",Martin Perlich Interviews,James Conlon,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/4s/21198=zz0025m14s/ark%2B=21198=zz0025m14s.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m14s%2Faudiowaveform.dat,,,191.933333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m14s/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m17b,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m17b-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Brüggen, Frans, 1934-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 11","Produced at KCSN Radio, Los Angeles.",2:22 min.,2004-08-23,"August 23, 2004",Martin Perlich Interviews,Frans Brüggen,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/7b/21198=zz0025m17b/ark%2B=21198=zz0025m17b.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m17b%2Faudiowaveform.dat,,,141.8,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m17b/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m18v,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m18v-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Brüggen, Frans, 1934-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 12","Produced at KCSN Radio, Los Angeles.",2:31 min.,2004-08-24,"August 24, 2004",Martin Perlich Interviews,Frans Brüggen,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/8v/21198=zz0025m18v/ark%2B=21198=zz0025m18v.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m18v%2Faudiowaveform.dat,,,150.813333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m18v/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m19c,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m19c-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Brüggen, Frans, 1934-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 13","Produced at KCSN Radio, Los Angeles.",2:24 min.,2004-08-25,"August 25, 2004",Martin Perlich Interviews,Frans Brüggen,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/9c/21198=zz0025m19c/ark%2B=21198=zz0025m19c.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m19c%2Faudiowaveform.dat,,,144.146667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m19c/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m1bw,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m1bw-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Brüggen, Frans, 1934-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 14","Produced at KCSN Radio, Los Angeles.",2:27 min.,2004-08-26,"August 26, 2004",Martin Perlich Interviews,Frans Brüggen,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/bw/21198=zz0025m1bw/ark%2B=21198=zz0025m1bw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m1bw%2Faudiowaveform.dat,,,147.426667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m1bw/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025m1cd,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025m1cd-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Brüggen, Frans, 1934-","Martin Perlich Collection, Martin Perlich Interviews, CD 10, Track 15","Produced at KCSN Radio, Los Angeles.",2:22 min.,2004-08-27,"August 27, 2004",Martin Perlich Interviews,Frans Brüggen,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/m1/cd/21198=zz0025m1cd/ark%2B=21198=zz0025m1cd.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025m1cd%2Faudiowaveform.dat,,,141.8,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m1cd/manifest
