Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.copyrightStatus,Rights.permission,Language,Type.typeOfResource,Type.genre,Name.repository,Publisher.publisherName,Name.interviewer,Name.interviewee,Subject topic,Description.note,Format.extent,Date.normalized,Date.publication,AltTitle.other,Title,Description.abstract,AltTitle.descriptive,Date.interview,Format.dimensions,Alt ID.local,Date.creation,Format.medium,Alt ID.mp4,Opac url,Finding Aid URL,IIIF Manifest URL
Perlich (Martin) Interview Collection,ark:/21198/zz0025k1n3,,2,Completed,Collection,,,,,,copyrighted,Y,eng,sound recording,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections",,"Perlich, Martin",,Entertainers--Interviews. ,"Interviews of prominent figures in the arts conducted by Martin Perlich. Interviewees include writers, directors, choreographers, and musical figures from Jazz, World music, and classical music, including contemporary composers. His interviews and other programming were broadcast during Cleveland Orchestra intermissions, and on WMMS radio in Cleveland, KMET and KCSN radio in Los Angeles, NBC television, and Public Television outlets in Los Angeles and New York.",,1965/2008,,Martin Perlich Interview Collection,Martin Perlich Interviews 1965-2008,"Writer, Producer and distinguished broadcaster, Martin Perlich, has hosted and produced the interview series, ARF!! (Arts & Roots Forum) which aired daily on Los Angeles public radio and featured major cultural figures, from Stacy Keach to Terry Riley to Sandra Tsing Loh to avant-garde playwright Murray Mednic, as well as dozens of arts figures: writers, directors, choreographers and musical figures from Jazz, Wolrd music and classical music. ",,,,PASC-M.341,,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9966266003606533,https://oac.cdlib.org/findaid/ark:/13030/kt0779r6g5/,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz0025k1n3
