Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rjbj,ark:/21198/zz000s2z5v,2,Completed,Work,,42,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rjc2,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1988","September-October, 1988",,,,1988-09/1988-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rjbj/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rjh4,ark:/21198/zz000s2z5v,2,Completed,Work,,43,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rjjn,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1988","November-December, 1988",,,,1988-11/1988-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rjh4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rjpq,ark:/21198/zz000s2z5v,2,Completed,Work,,44,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rjq7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1989","January-February, 1989",,,,1989-01/1989-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rjpq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rjv9,ark:/21198/zz000s2z5v,2,Completed,Work,,45,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rjwt,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1989","March-April, 1989",,,,1989-03/1989-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rjv9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rk1c,ark:/21198/zz000s2z5v,2,Completed,Work,,46,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rk2w,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1989","May-June, 1989",,,,1989-05/1989-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rk1c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rk6z,ark:/21198/zz000s2z5v,2,Completed,Work,,47,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rk7g,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1989","November-December, 1989",,,,1989-11/1989-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rk6z/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rkcj,ark:/21198/zz000s2z5v,2,Completed,Work,,48,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rkd2,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1990","January-February, 1990",,,,1990-01/1990-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rkcj/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rkj4,ark:/21198/zz000s2z5v,2,Completed,Work,,49,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rkkn,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1990","March-April, 1990",,,,1990-03/1990-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rkj4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rkqq,ark:/21198/zz000s2z5v,2,Completed,Work,,50,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rkr7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1990","May-June, 1990",,,,1990-05/1990-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rkqq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rkw9,ark:/21198/zz000s2z5v,2,Completed,Work,,51,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rkxt,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1990","July-August, 1990",,,,1990-07/1990-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rkw9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rm2c,ark:/21198/zz000s2z5v,2,Completed,Work,,52,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rm3w,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1990","September-October, 1990",,,,1990-09/1990-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rm2c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rm7z,ark:/21198/zz000s2z5v,2,Completed,Work,,53,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rm8g,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1990","November-December, 1990",,,,1990-11/1990-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rm7z/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rmdj,ark:/21198/zz000s2z5v,2,Completed,Work,,54,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rmf2,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1991","March-April, 1991",,,,1991-03/1991-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rmdj/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rmk4,ark:/21198/zz000s2z5v,2,Completed,Work,,55,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rmmn,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1991","May-June, 1990",,,,1990-05/1990-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rmk4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rmrq,ark:/21198/zz000s2z5v,2,Completed,Work,,56,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rms7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1991","July-August, 1991",,,,1991-07/1991-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rmrq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rmx9,ark:/21198/zz000s2z5v,2,Completed,Work,,57,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rn0t,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1991","September-October, 1991",,,,1991-09/1991-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rmx9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rmzt,ark:/21198/zz000s2z5v,2,Completed,Work,,58,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rn4w,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1991","November-December, 1991",,,,1991-11/1991-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rmzt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rq0s,ark:/21198/zz000s2z5v,2,Completed,Work,,59,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rq19,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1992","January-February, 1992",,,,1992-01/1992-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rq0s/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rq5c,ark:/21198/zz000s2z5v,2,Completed,Work,,60,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rq6w,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1992","March-April, 1992",,,,1992-03/1992-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rq5c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tc80,ark:/21198/zz000s2z5v,2,Completed,Work,,61,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tc9h,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1992","July-August, 1992",,,,1992-07/1992-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tc80/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tcfk,ark:/21198/zz000s2z5v,2,Completed,Work,,62,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tcg3,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1992","September-October, 1992",,,,1992-09/1992-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tcfk/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tcm5,ark:/21198/zz000s2z5v,2,Completed,Work,,63,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tcnp,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1992","November-December, 1992",,,,1992-11/1992-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tcm5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tcsr,ark:/21198/zz000s2z5v,2,Completed,Work,,64,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tct8,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1993","January-February, 1993",,,,1993-01/1993-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tcsr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015td3w,ark:/21198/zz000s2z5v,2,Completed,Work,,65,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015td5x,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1993","March-April, 1993",,,,1993-03/1993-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015td3w/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tdbh,ark:/21198/zz000s2z5v,2,Completed,Work,,66,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tdc1,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1993","May-June, 1993",,,,1993-05/1993-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tdbh/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tdk4,ark:/21198/zz000s2z5v,2,Completed,Work,,67,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tdmn,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1993","July-August, 1993",,,,1993-07/1993-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tdk4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tdrq,ark:/21198/zz000s2z5v,2,Completed,Work,,68,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tds7,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1993","September-October, 1993",,,,1993-09/1993-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tdrq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tf0t,ark:/21198/zz000s2z5v,2,Completed,Work,,69,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tf1b,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"November-December, 1993","November-December, 1993",,,,1993-11/1993-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tf0t/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tf5d,ark:/21198/zz000s2z5v,2,Completed,Work,,70,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tf6x,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"January-February, 1994","January-February, 1994",,,,1994-01/1994-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tf5d/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tf8z,ark:/21198/zz000s2z5v,2,Completed,Work,,71,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tf9g,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"March-April, 1994","March-April, 1994",,,,1994-03/1994-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tf8z/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tfnn,ark:/21198/zz000s2z5v,2,Completed,Work,,72,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tfp5,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"May-June, 1994","May-June, 1994",,,,1994-05/1994-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tfnn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tft7,ark:/21198/zz000s2z5v,2,Completed,Work,,73,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tfvr,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"July-August, 1994","July-August, 1994",,,,1994-07/1994-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tft7/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015tfxs,ark:/21198/zz000s2z5v,2,Completed,Work,,74,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tfz9,text,,copyrighted,Y,published,"Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,Southern California Women for Understanding,Lavendar Rap [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"September-October, 1994","September-October, 1994",,,,1994-09/1994-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015tfxs/manifest
