Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin
American College of Neuropsychopharmacology,ark:/21198/z1hx33qn,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1d812gv,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18h09r4,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14q9k18,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10z8tcf,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1w689v0,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rf7k37,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1mp6t9m,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1h14s38,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1c841cx,ark:/21198/zz001hm3f5,,,Page,acnp\image\21198-zz001hm3f5-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17h38n6,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13r2hzx,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1001s7x,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1v718n8,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qg0hxj,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ks8gm0,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1g17qwk,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1b87063,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16h67ht,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12r5gs3,ark:/21198/zz001hm3k7,,,Page,acnp\image\21198-zz001hm3k7-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1z05065,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1t747gf,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1pk266w,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1jt1fg5,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1f20prr,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1989z3s,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z15h96b0,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11r8fkt,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1x07z3v,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1sb5wsf,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1nk553z,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ht4ddp,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1d23nqq,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1892x0d,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14j2565,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10s1dgf,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1w39mcs,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rb8vn2,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1mk83z5,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gt7c89,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1c26mjw,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1795vr8,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13j541b,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zw39zz,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1v42k8d,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qc1tk4,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1km12xp,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fv0b4g,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1b29kc2,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16d7j3h,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12n6sbb,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xw68wg,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1t45j6x,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1pc4shn,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1jm41s9,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dv3903,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19617nj,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z15f0gxt,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11n9r6z,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ww97sj,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_040.tif,40,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1s48h30,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_041.tif,41,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1nc7r9c,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_042.tif,42,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hm70h4,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_043.tif,43,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cz4z8n,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_044.tif,44,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18646h5,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_045.tif,45,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14f3fsf,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_046.tif,46,,,,,,,,,,,,,,,,,,,Page 46,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10p2q3k,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_047.tif,47,,,,,,,,,,,,,,,,,,,Page 47,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vx26nq,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_048.tif,48,,,,,,,,,,,,,,,,,,,Page 48,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1r51fvd,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_049.tif,49,,,,,,,,,,,,,,,,,,,Page 49,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1md0q3n,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_050.tif,50,,,,,,,,,,,,,,,,,,,Page 50,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gq8nw1,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_051.tif,51,,,,,,,,,,,,,,,,,,,Page 51,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bz7x48,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_052.tif,52,,,,,,,,,,,,,,,,,,,Page 52,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17675d7,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_053.tif,53,,,,,,,,,,,,,,,,,,,Page 53,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13f6drd,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_054.tif,54,,,,,,,,,,,,,,,,,,,Page 54,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zp5x7p,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_055.tif,55,,,,,,,,,,,,,,,,,,,Page 55,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tx55gw,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_056.tif,56,,,,,,,,,,,,,,,,,,,Page 56,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1q54dpk,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_057.tif,57,,,,,,,,,,,,,,,,,,,Page 57,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1kh2cd1,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_058.tif,58,,,,,,,,,,,,,,,,,,,Page 58,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fr1mp9,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_059.tif,59,,,,,,,,,,,,,,,,,,,Page 59,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1b00vzw,ark:/21198/zz001hm3q9,,,Page,acnp\image\21198-zz001hm3q9-1-master_060.tif,60,,,,,,,,,,,,,,,,,,,Page 60,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z167049v,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12f9ckk,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xp8w1d,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1sx848m,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1p8630c,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1jh5b76,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dr4kjx,ark:/21198/zz001nf6h2,,,Page,acnp\image\21198-zz001nf6h2-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1903tvz,ark:/21198/zz001nf6mm,,,Page,acnp\image\21198-zz001nf6mm-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1573341,ark:/21198/zz001nf6mm,,,Page,acnp\image\21198-zz001nf6mm-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11g2b9z,ark:/21198/zz001nf6n4,,,Page,acnp\image\21198-zz001nf6n4-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wq1tt8,ark:/21198/zz001nf6n4,,,Page,acnp\image\21198-zz001nf6n4-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1s19skx,ark:/21198/zz001nf6n4,,,Page,acnp\image\21198-zz001nf6n4-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1n891vk,ark:/21198/zz001nf6n4,,,Page,acnp\image\21198-zz001nf6n4-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hh8948,ark:/21198/zz001nf6pn,,,Page,acnp\image\21198-zz001nf6pn-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cr7jgf,ark:/21198/zz001nf6pn,,,Page,acnp\image\21198-zz001nf6pn-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1806sr1,ark:/21198/zz001nf6pn,,,Page,acnp\image\21198-zz001nf6pn-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14761zs,ark:/21198/zz001nf6pn,,,Page,acnp\image\21198-zz001nf6pn-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10g5961,ark:/21198/zz001nf6pn,,,Page,acnp\image\21198-zz001nf6pn-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vt3h5h,ark:/21198/zz001nf719,,,Page,acnp\image\21198-zz001nf719-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1r22rf3,ark:/21198/zz001nf719,,,Page,acnp\image\21198-zz001nf719-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m920qr,ark:/21198/zz001nf719,,,Page,acnp\image\21198-zz001nf719-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gj182b,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bs0h8q,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1709rh9,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13790sz,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zk76q0,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tt6g0p,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1q25q9q,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1k94zmf,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fj46w3,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19s3g3w,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1612qcg,ark:/21198/zz001nf72t,,,Page,acnp\image\21198-zz001nf72t-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12c0p3x,ark:/21198/zz001nf73b,,,Page,acnp\image\21198-zz001nf73b-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xm05mm,ark:/21198/zz001nf73b,,,Page,acnp\image\21198-zz001nf73b-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1st9dwb,ark:/21198/zz001nf73b,,,Page,acnp\image\21198-zz001nf73b-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1p28p77,ark:/21198/zz001nf73b,,,Page,acnp\image\21198-zz001nf73b-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1j97xhh,ark:/21198/zz001nf73b,,,Page,acnp\image\21198-zz001nf73b-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
