Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin
American College of Neuropsychopharmacology,ark:/21198/z1cv67p2,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1835h1z,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14f3fp3,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10p2q1p,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vx26kt,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1r51fsh,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1md0q09,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gm9z7k,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bv96mk,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z176759w,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13f6dph,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zp5x5s,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tx55d0,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1q54dk7,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1kd3nvh,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fn2x63,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1b00vvj,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z167047z,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12f9chp,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xp8vz3,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1sx8458,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_040.tif,40,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1p57cfv,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_041.tif,41,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1jd6ms1,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_042.tif,42,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dr4kfk,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_043.tif,43,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1903ts2,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_044.tif,44,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1573324,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_045.tif,45,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11g2b72,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_046.tif,46,,,,,,,,,,,,,,,,,,,Page 46,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wq1tqx,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_047.tif,47,,,,,,,,,,,,,,,,,,,Page 47,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rz1300,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_048.tif,48,,,,,,,,,,,,,,,,,,,Page 48,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1n60bcx,ark:/21198/zz001hft90,,,Page,acnp\image\21198-zz001hft90-1-master_049.tif,49,,,,,,,,,,,,,,,,,,,Page 49,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hh891x,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cr7jdj,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1806sp4,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14761ww,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10g593p,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vq4sm0,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qz41zj,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m920md,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gj180f,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bs0h6t,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1709rdz,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13790n5,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zg8h6b,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tq7rkz,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1q25q6c,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1k94zjj,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fj46t6,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19s3g0j,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1612q7p,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1281zjd,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xh1g5v,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1st9ds0,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1p28p5b,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1j97xfm,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1dj75nc,ark:/21198/zz001hfwdh,,,Page,acnp\image\21198-zz001hfwdh-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18s6dw6,ark:/21198/zz001hfwf1,,,Page,acnp\image\21198-zz001hfwf1-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1515p73,ark:/21198/zz001hfwf1,,,Page,acnp\image\21198-zz001hfwf1-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11c3mtb,ark:/21198/zz001hfxg1,,,Page,acnp\image\21198-zz001hfxg1-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wm34db,ark:/21198/zz001hfxg1,,,Page,acnp\image\21198-zz001hfxg1-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rv2csz,ark:/21198/zz001hfxg1,,,Page,acnp\image\21198-zz001hfxg1-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1n31n02,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1hb0w6f,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ck04fn,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17s9crt,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1447bdp,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10c6krv,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vm639d,ark:/21198/zz001hfxhj,,,Page,acnp\image\21198-zz001hfxhj-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qv5bkp,ark:/21198/zz001hfxj2,,,Page,acnp\image\21198-zz001hfxj2-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m34krx,ark:/21198/zz001hfxj2,,,Page,acnp\image\21198-zz001hfxj2-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1gb3v05,ark:/21198/zz001hfxj2,,,Page,acnp\image\21198-zz001hfxj2-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bk33bq,ark:/21198/zz001hfxj2,,,Page,acnp\image\21198-zz001hfxj2-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16x1225,ark:/21198/zz001hfxkk,,,Page,acnp\image\21198-zz001hfxkk-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13509dn,ark:/21198/zz001hfxkk,,,Page,acnp\image\21198-zz001hfxkk-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1zc9szv,ark:/21198/zz001hfxm3,,,Page,acnp\image\21198-zz001hfxm3-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tm9251,ark:/21198/zz001hfxp4,,,Page,acnp\image\21198-zz001hfxp4-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1pv89cd,ark:/21198/zz001hfxp4,,,Page,acnp\image\21198-zz001hfxp4-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1k37jmj,ark:/21198/zz001hfxp4,,,Page,acnp\image\21198-zz001hfxp4-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1fb6szq,ark:/21198/zz001hfxp4,,,Page,acnp\image\21198-zz001hfxp4-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19p4rm8,ark:/21198/zz001hfxp4,,,Page,acnp\image\21198-zz001hfxp4-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z15x40zt,ark:/21198/zz001hfxqn,,,Page,acnp\image\21198-zz001hfxqn-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1253888,ark:/21198/zz001hfxqn,,,Page,acnp\image\21198-zz001hfxqn-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1xd2rqp,ark:/21198/zz001hfxqn,,,Page,acnp\image\21198-zz001hfxqn-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1sn20zw,ark:/21198/zz001hfxr5,,,Page,acnp\image\21198-zz001hfxr5-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1nw1864,ark:/21198/zz001hfxr5,,,Page,acnp\image\21198-zz001hfxr5-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1j40hjm,ark:/21198/zz001hfxr5,,,Page,acnp\image\21198-zz001hfxr5-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1df8g55,ark:/21198/zz001hfxsp,,,Page,acnp\image\21198-zz001hfxsp-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18p7qjs,ark:/21198/zz001hfxsp,,,Page,acnp\image\21198-zz001hfxsp-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z14x6zt2,ark:/21198/zz001hg08b,,,Page,acnp\image\21198-zz001hg08b-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1156720,ark:/21198/zz001hg09v,,,Page,acnp\image\21198-zz001hg09v-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1wd5qhd,ark:/21198/zz001hg09v,,,Page,acnp\image\21198-zz001hg09v-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1rn4zsp,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1mw474n,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1h725s3,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1cg1f4p,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z17q0pgv,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z13x9xpp,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z10595x6,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1vd8pdg,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1qn7xs3,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1m05wdh,ark:/21198/zz001hg0bc,,,Page,acnp\image\21198-zz001hg0bc-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1g754r2,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1bg4d26,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z16q3n74,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z12z2wgz,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1z62d1t,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1tf1nc0,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1pr9kx7,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1k08v9k,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1f783k7,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z19g7bt2,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z15q6m1v,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z11z5vc1,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1x65bzx,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1sj39k1,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1ns2jzn,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1j11t7n,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z1d812dz,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,
American College of Neuropsychopharmacology,ark:/21198/z18h09ns,ark:/21198/zz001hg0fx,,,Page,acnp\image\21198-zz001hg0fx-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,
