Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1x36qns,ark:/21198/z1ns2rb2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2rb2
ark:/21198/z1x36qns,ark:/21198/z1j120ng,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j120ng
ark:/21198/z1x36qns,ark:/21198/z1db9z93,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9z93
ark:/21198/z1x36qns,ark:/21198/z18k96j9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k96j9
ark:/21198/z1x36qns,ark:/21198/z14t8ftk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8ftk
ark:/21198/z1x36qns,ark:/21198/z1127q1p,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127q1p
ark:/21198/z1x36qns,ark:/21198/z1w976kt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w976kt
ark:/21198/z1x36qns,ark:/21198/z1rj6fx0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6fx0
ark:/21198/z1x36qns,ark:/21198/z1ms5q8k,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5q8k
ark:/21198/z1x36qns,ark:/21198/z1h43nwk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43nwk
ark:/21198/z1x36qns,ark:/21198/z1cc2x58,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2x58
ark:/21198/z1x36qns,ark:/21198/z17m25bk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m25bk
ark:/21198/z1x36qns,ark:/21198/z13v1dkd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0071_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1dkd
