Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1z33rq8,ark:/21198/z11k16j3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k16j3
ark:/21198/z1z33rq8,ark:/21198/z1ww9dc7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9dc7
ark:/21198/z1z33rq8,ark:/21198/z1s48nqq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48nqq
ark:/21198/z1z33rq8,ark:/21198/z1nc7x0d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7x0d
ark:/21198/z1z33rq8,ark:/21198/z1hm755q,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm755q
ark:/21198/z1z33rq8,ark:/21198/z1cv6ddj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6ddj
ark:/21198/z1z33rq8,ark:/21198/z1835nqk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835nqk
ark:/21198/z1z33rq8,ark:/21198/z14b4x25,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4x25
ark:/21198/z1z33rq8,ark:/21198/z10p2vrr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2vrr
ark:/21198/z1z33rq8,ark:/21198/z1vx2cbr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2cbr
ark:/21198/z1z33rq8,ark:/21198/z1r51mjf,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51mjf
ark:/21198/z1z33rq8,ark:/21198/z1md0vrt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0vrt
ark:/21198/z1z33rq8,ark:/21198/z1gn040f,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn040f
ark:/21198/z1z33rq8,ark:/21198/z1bv9cb2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0014.tif,Page,Page 14,14,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9cb2
ark:/21198/z1z33rq8,ark:/21198/z1738mpj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0015.tif,Page,Page 15,15,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738mpj
ark:/21198/z1z33rq8,ark:/21198/z13f6kcj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0078_0016.tif,Page,Page 16,16,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6kcj
