Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1zw3czs,ark:/21198/z1bv9c68,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9c68
ark:/21198/z1zw3czs,ark:/21198/z1738mh9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738mh9
ark:/21198/z1zw3czs,ark:/21198/z13b7vr4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7vr4
ark:/21198/z1zw3czs,ark:/21198/z1zk7c7s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7c7s
ark:/21198/z1zw3czs,ark:/21198/z1tt6mf5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6mf5
ark:/21198/z1zw3czs,ark:/21198/z1q25vsn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25vsn
ark:/21198/z1zw3czs,ark:/21198/z1kd3tdr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3tdr
ark:/21198/z1zw3czs,ark:/21198/z1fn32r9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn32r9
ark:/21198/z1zw3czs,ark:/21198/z19w2b3w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2b3w
ark:/21198/z1zw3czs,ark:/21198/z1641k9k,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641k9k
ark:/21198/z1zw3czs,ark:/21198/z12c0tjd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0tjd
ark:/21198/z1zw3czs,ark:/21198/z1xm0b12,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0b12
ark:/21198/z1zw3czs,ark:/21198/z1st9kb7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9kb7
ark:/21198/z1zw3czs,ark:/21198/z1p57j03,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0014.tif,Page,Page 14,14,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57j03
ark:/21198/z1zw3czs,ark:/21198/z1jd6sb8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0015.tif,Page,Page 15,15,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6sb8
ark:/21198/z1zw3czs,ark:/21198/z1dn61mx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0016.tif,Page,Page 16,16,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn61mx
ark:/21198/z1zw3czs,ark:/21198/z18w58w6,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0017.tif,Page,Page 17,17,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w58w6
ark:/21198/z1zw3czs,ark:/21198/z1544j39,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0018.tif,Page,Page 18,18,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544j39
ark:/21198/z1zw3czs,ark:/21198/z11c3sb4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0019.tif,Page,Page 19,19,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3sb4
ark:/21198/z1zw3czs,ark:/21198/z1wm38xq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0020.tif,Page,Page 20,20,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm38xq
ark:/21198/z1zw3czs,ark:/21198/z1rz17k8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0021.tif,Page,Page 21,21,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz17k8
ark:/21198/z1zw3czs,ark:/21198/z1n60gz6,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0022.tif,Page,Page 22,22,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60gz6
ark:/21198/z1zw3czs,ark:/21198/z1hd9r8s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0023.tif,Page,Page 23,23,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9r8s
ark:/21198/z1zw3czs,ark:/21198/z1cn90gj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0053_0024.tif,Page,Page 24,24,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn90gj
