Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z10z8wc8,ark:/21198/z1hh8g67,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0140_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh8g67
ark:/21198/z10z8wc8,ark:/21198/z1cr7qjd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0140_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7qjd
ark:/21198/z10z8wc8,ark:/21198/z1806zvf,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0140_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806zvf
ark:/21198/z10z8wc8,ark:/21198/z14b4xgj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0140_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4xgj
