Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1xw6btd,ark:/21198/z1r51mt1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51mt1
ark:/21198/z1xw6btd,ark:/21198/z1md0w1t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0w1t
ark:/21198/z1xw6btd,ark:/21198/z1gn0481,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn0481
ark:/21198/z1xw6btd,ark:/21198/z1bv9cn3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9cn3
ark:/21198/z1xw6btd,ark:/21198/z1767b9z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767b9z
ark:/21198/z1xw6btd,ark:/21198/z13f6kpk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6kpk
ark:/21198/z1xw6btd,ark:/21198/z1zp6357,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp6357
ark:/21198/z1xw6btd,ark:/21198/z1tx5bfh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5bfh
ark:/21198/z1xw6btd,ark:/21198/z1q54kmr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54kmr
ark:/21198/z1xw6btd,ark:/21198/z1kd3tw1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3tw1
ark:/21198/z1xw6btd,ark:/21198/z1fn3370,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn3370
ark:/21198/z1xw6btd,ark:/21198/z1b011v0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b011v0
ark:/21198/z1xw6btd,ark:/21198/z1670971,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0013.tif,Page,Page 13,13,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1670971
ark:/21198/z1xw6btd,ark:/21198/z12f9jhr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0014.tif,Page,Page 14,14,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9jhr
ark:/21198/z1xw6btd,ark:/21198/z1xp91zj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0015.tif,Page,Page 15,15,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp91zj
ark:/21198/z1xw6btd,ark:/21198/z1sx895b,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0016.tif,Page,Page 16,16,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx895b
ark:/21198/z1xw6btd,ark:/21198/z1p57jgc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0017.tif,Page,Page 17,17,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57jgc
ark:/21198/z1xw6btd,ark:/21198/z1jd6stj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0018.tif,Page,Page 18,18,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6stj
ark:/21198/z1xw6btd,ark:/21198/z1dr4rg3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0019.tif,Page,Page 19,19,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4rg3
ark:/21198/z1xw6btd,ark:/21198/z19040tz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0020.tif,Page,Page 20,20,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19040tz
ark:/21198/z1xw6btd,ark:/21198/z157383n,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0021.tif,Page,Page 21,21,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz157383n
ark:/21198/z1xw6btd,ark:/21198/z11g2h91,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0022.tif,Page,Page 22,22,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2h91
ark:/21198/z1xw6btd,ark:/21198/z1wq20s8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0063_0023.tif,Page,Page 23,23,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq20s8
