Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Name.author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.inscription,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001769t2,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,,,,"WAVAW California NOW Joint Press Release - December 10, 1976","December 10, 1976",,,1976-12-10,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001769z4,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,,,,"Warner Acknowledges Problem But Refuses To Act - December, 1976","December, 1976",,,1976-12,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176b3p,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,,,,"Record Companies Drag Their Feet - August 30, 1977","August 30, 1977",,,1977-08-30,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176hh9,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,"No More Black and Blue - June 22, 1977","June 22, 1977",,,1977-06-22,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176hmv,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,,,,"Joe Smith Meets NOW, WAVAW - February 17, 1977","February 17, 1977",,,1977-02-17,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176hsf,ark:/21198/zz000s2z4b,2,Completed,Work,,6,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,,,,"Holiday Season - November 25, 1978","November 25, 1978",,,1978-11-25,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176jzh,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex in advertising,,eng,,,,,,,,"WAVAW and NOW to meeting with Warner Brothers - December, 1976","December, 1976",,,12-1976,,
