"Item ARK","Parent ARK","Object Type","File Name","Item Sequence","IIIF Range","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"ark:/21198/zz002b9kn9","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kn9_1999566_master.tif","252","","page 254","MS_1951_012__0259.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kn9",""
"ark:/21198/zz002b9kpt","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kpt_1999572_master.tif","253","","page 255","MS_1951_012__0260.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kpt",""
"ark:/21198/zz002b9kqb","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kqb_1999575_master.tif","254","","page 256","MS_1951_012__0261.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kqb",""
"ark:/21198/zz002b9krv","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9krv_1999582_master.tif","255","","page 257","MS_1951_012__0262.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9krv",""
"ark:/21198/zz002b9ksc","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9ksc_1999588_master.tif","256","","page 258","MS_1951_012__0263.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9ksc",""
"ark:/21198/zz002b9ktw","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9ktw_1999591_master.tif","257","","page 259","MS_1951_012__0264.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9ktw",""
"ark:/21198/zz002b9kvd","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kvd_1999597_master.tif","258","","page 260","MS_1951_012__0265.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kvd",""
"ark:/21198/zz002b9kwx","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kwx_1999602_master.tif","259","","page 261","MS_1951_012__0266.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kwx",""
"ark:/21198/zz002b9kxf","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kxf_1999606_master.tif","260","","page 262","MS_1951_012__0267.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kxf",""
"ark:/21198/zz002b9kzz","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9kzz_1999612_master.tif","261","","page 263","MS_1951_012__0268.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9kzz",""
"ark:/21198/zz002b9m0z","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m0z_1999617_master.tif","262","","page 264","MS_1951_012__0269.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m0z",""
"ark:/21198/zz002b9m1g","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m1g_1999621_master.tif","263","","page 265","MS_1951_012__0270.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m1g",""
"ark:/21198/zz002b9m20","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m20_1999627_master.tif","264","","page 266","MS_1951_012__0271.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m20",""
"ark:/21198/zz002b9m3h","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m3h_1999632_master.tif","265","","page 267","MS_1951_012__0272.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m3h",""
"ark:/21198/zz002b9m41","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m41_1999639_master.tif","266","","page [268]","MS_1951_012__0273.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m41",""
"ark:/21198/zz002b9m5j","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m5j_1999644_master.tif","267","","page [269]","MS_1951_012__0274.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m5j",""
"ark:/21198/zz002b9m62","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m62_1999650_master.tif","268","","back free endpaper (recto)","MS_1951_012__0275.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m62",""
"ark:/21198/zz002b9m7k","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m7k_1999654_master.tif","269","","back free endpaper (verso)","MS_1951_012__0276.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m7k",""
"ark:/21198/zz002b9m83","ark:/21198/zz002b302m","Page","clarklibrarymss/image/21198-zz002b9m83_1999660_master.tif","270","","back paste-down endpaper","MS_1951_012__0277.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b9m83",""
