Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence
ark:/21198/z16706mq,ark:/21198/z1835n5d,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0100.tif,Page,Page 100,100
ark:/21198/z16706mq,ark:/21198/z14b4wg4,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0101.tif,Page,Page 101,101
ark:/21198/z16706mq,ark:/21198/z10k44rs,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0102.tif,Page,Page 102,102
ark:/21198/z16706mq,ark:/21198/z1vt3n6m,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0103.tif,Page,Page 103,103
ark:/21198/z16706mq,ark:/21198/z1r22wg6,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0104.tif,Page,Page 104,104
ark:/21198/z16706mq,ark:/21198/z1md0v4r,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0105.tif,Page,Page 105,105
ark:/21198/z16706mq,ark:/21198/z1gn03dd,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0106.tif,Page,Page 106,106
ark:/21198/z16706mq,ark:/21198/z1bv9br1,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0107.tif,Page,Page 107,107
ark:/21198/z16706mq,ark:/21198/z1738m2g,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0108.tif,Page,Page 108,108
ark:/21198/z16706mq,ark:/21198/z13b7v99,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0109.tif,Page,Page 109,109
ark:/21198/z16706mq,ark:/21198/z1zk7bt0,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0110.tif,Page,Page 110,110
ark:/21198/z16706mq,ark:/21198/z1tt6m27,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0111.tif,Page,Page 111,111
ark:/21198/z16706mq,ark:/21198/z1q54jqp,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0112.tif,Page,Page 112,112
ark:/21198/z16706mq,ark:/21198/z1kd3t0c,Masters/othermasters/MEAPmigration/ibicabafarmrecords/images/ibicaba_0185_custeio_1976_1978_0113.tif,Page,Page 113,113
