Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Language,Name.repository,AltTitle.uniform,Description.note,Summary,Title,Alt ID.local,Opac url,Finding Aid URL
Mikels (Elaine) Papers,ark:/21198/zz002ctf79,,10,Completed with minimal metadata,Collection,,,,,private,,,,,,,,Mikels (Elaine) Papers. Collection 1954,"Elaine Mikels was born in 1921 in Los Angeles where she spent much of her early life. Similarly to other closeted women living in the 1940's, she had little concept of how to deal with her own relationships, much less build community though shared interests. In the late 1960s (approximately 1967), Elaine Mikels became, in her own estimation, political, joining the anti-war movement and lesbian-feminist communities while participating in peace action. This collection is comprised of over two-hundred photographs taken by Elaine Mikels of lesbian activist gatherings, lesbian social gatherings and sports clubs, lesbian writing groups, and self-published newsletters. The collection also includes materials related to the publication of Elaine Mikels' autobiography, as well as a copy of the final published version. Also included are personal papers, journals, correspondence and various personal materials.","Elaine Mikels was born in 1921 in Los Angeles where she spent much of her early life. Although raised Jewish, she attended Flintridge, a Catholic boarding school. Through different mediums Mikels spoke about her early relationships with women, who identified as straight and later went on to get married. Similarly to other closeted women living in the 1940's, she had little concept of how to deal with her own relationships much less build community though shared interests. During this period she suffered from depression and was hospitalized for severe episodes.","Elaine Mikels Papers, 1976-2004",Collection 1954,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6956860,https://oac.cdlib.org/findaid/ark:/13030/c8fx7b5w/
Mikels (Elaine) Papers,ark:/21198/zz002d00cr,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00cr_2114992_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_001,CSW_Mazer_Elaine Mikels_ F02_001,,
Mikels (Elaine) Papers,ark:/21198/zz002d00d8,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00d8_2115013_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_002,CSW_Mazer_Elaine Mikels_ F02_002,,
Mikels (Elaine) Papers,ark:/21198/zz002d00fs,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00fs_2115018_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_003,CSW_Mazer_Elaine Mikels_ F02_003,,
Mikels (Elaine) Papers,ark:/21198/zz002d00g9,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00g9_2115021_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_004,CSW_Mazer_Elaine Mikels_ F02_004,,
Mikels (Elaine) Papers,ark:/21198/zz002d00ht,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00ht_2115024_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_005,CSW_Mazer_Elaine_Mikels_F02_005,,
Mikels (Elaine) Papers,ark:/21198/zz002d00jb,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00jb_2114979_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_006,CSW_Mazer_Elaine Mikels_ F02_006,,
Mikels (Elaine) Papers,ark:/21198/zz002d00kv,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002d00kv_2115113_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F02_007,CSW_Mazer_Elaine_Mikels_F02_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dqfnk,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqfnk%2F6v35b77m,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_001,CSW_Mazer_Elaine_Mikels_F03_001,,
Mikels (Elaine) Papers,ark:/21198/zz002dqfr4,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqfr4%2Fds36vk8x,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_002,CSW_Mazer_Elaine_Mikels_F03_002,,
Mikels (Elaine) Papers,ark:/21198/zz002dqfsn,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqfsn_2160514_master.tif,,,,private,,,still image,unknown,unknown,zxx,,,,,CSW_Mazer_Elaine_Mikels_F03_004,CSW_Mazer_Elaine_Mikels_F03_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dqft5,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqft5_2160532_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_006,CSW_Mazer_Elaine_Mikels_F03_006,,
Mikels (Elaine) Papers,ark:/21198/zz002dqfvp,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqfvp%2Ftb86zk42,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_003,CSW_Mazer_Elaine_Mikels_F03_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dqfw6,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dqfw6%2Fxp267949,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_005,CSW_Mazer_Elaine_Mikels_F03_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dqfz7,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqfz7_2160541_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_009,CSW_Mazer_Elaine Mikels_ F03_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dqg07,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqg07_2160538_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_008,CSW_Mazer_Elaine_Mikels_F03_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dqg1r,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqg1r_2160535_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_007,CSW_Mazer_Elaine_Mikels_F03_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw19v,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_010.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_010,CSW_Mazer_Elaine_Mikels_F03_010,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1bc,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_011.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_011,CSW_Mazer_Elaine_Mikels_F03_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1cw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_012.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_012,CSW_Mazer_Elaine_Mikels_F03_012,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1dd,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw1dd%2Fzg29n913,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_013,CSW_Mazer_Elaine_Mikels_F03_013,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1fx,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_014.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_014,CSW_Mazer_Elaine_Mikels_F03_014,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1gf,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_015.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_015,CSW_Mazer_Elaine_Mikels_F03_015,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1hz,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_016.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_016,CSW_Mazer_Elaine_Mikels_F03_016,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1jg,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_017.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F03_017,CSW_Mazer_Elaine_Mikels_F03_017,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1k0,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_001.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_001,CSW_Mazer_Elaine_Mikels_F04_001,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1mh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_002.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_002,CSW_Mazer_Elaine_Mikels_F04_002,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1n1,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_003.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_003,CSW_Mazer_Elaine_Mikels_F04_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1pj,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_004.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_004,CSW_Mazer_Elaine_Mikels_F04_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1q2,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_005.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_005,CSW_Mazer_Elaine_Mikels_F04_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1rk,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_006.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_006,CSW_Mazer_Elaine_Mikels_F04_006,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1s3,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_007.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_007,CSW_Mazer_Elaine_Mikels_F04_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1tm,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_008.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_008,CSW_Mazer_Elaine_Mikels_F04_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1v4,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_009.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_009,CSW_Mazer_Elaine_Mikels_F04_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1wn,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_010.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_010,CSW_Mazer_Elaine_Mikels_F04_010,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1x5,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_011.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_011,CSW_Mazer_Elaine_Mikels_F04_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1zp,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_012.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F04_012,CSW_Mazer_Elaine_Mikels_F04_012,,
