"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dw5wk/r5149r9k","ark:/21198/zz002dw5wk","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_008A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5wk%2Fr5149r9k"
"Mikels (Elaine) Papers","ark:/21198/zz002dw5wk/sz67tz22","ark:/21198/zz002dw5wk","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_008.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw5wk%2Fsz67tz22"
"Mikels (Elaine) Papers","ark:/21198/zz002dw6hc/6r80dq2g","ark:/21198/zz002dw6hc","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_026A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw6hc%2F6r80dq2g"
"Mikels (Elaine) Papers","ark:/21198/zz002dw6hc/ms640v91","ark:/21198/zz002dw6hc","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_026.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw6hc%2Fms640v91"
"Mikels (Elaine) Papers","ark:/21198/zz002dw703/d809f77n","ark:/21198/zz002dw703","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_040A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw703%2Fd809f77n"
"Mikels (Elaine) Papers","ark:/21198/zz002dw703/km51rz1k","ark:/21198/zz002dw703","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_040.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw703%2Fkm51rz1k"
"Mikels (Elaine) Papers","ark:/21198/zz002dw75p/6932pz15","ark:/21198/zz002dw75p","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_045A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw75p%2F6932pz15"
"Mikels (Elaine) Papers","ark:/21198/zz002dw75p/7c745776","ark:/21198/zz002dw75p","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_045.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw75p%2F7c745776"
"Mikels (Elaine) Papers","ark:/21198/zz002dw787/9n44221t","ark:/21198/zz002dw787","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_048.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw787%2F9n44221t"
"Mikels (Elaine) Papers","ark:/21198/zz002dw787/cn38xz8j","ark:/21198/zz002dw787","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_048A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw787%2Fcn38xz8j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7b8/dw83w67x","ark:/21198/zz002dw7b8","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_050.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7b8%2Fdw83w67x"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7b8/rb91ks6s","ark:/21198/zz002dw7b8","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_050A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7b8%2Frb91ks6s"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7d9/3495442c","ark:/21198/zz002dw7d9","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_052A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7d9%2F3495442c"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7d9/c176qr59","ark:/21198/zz002dw7d9","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_052.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7d9%2Fc176qr59"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7ft/7m19f953","ark:/21198/zz002dw7ft","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_053A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7ft%2F7m19f953"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7ft/q582hr8k","ark:/21198/zz002dw7ft","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F11_053.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7ft%2Fq582hr8k"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7kw/b353j56z","ark:/21198/zz002dw7kw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_004A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7kw%2Fb353j56z"
"Mikels (Elaine) Papers","ark:/21198/zz002dw7kw/zx84pk4g","ark:/21198/zz002dw7kw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_004.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw7kw%2Fzx84pk4g"
"Mikels (Elaine) Papers","ark:/21198/zz002dw8hb/d622tv32","ark:/21198/zz002dw8hb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_031.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8hb%2Fd622tv32"
"Mikels (Elaine) Papers","ark:/21198/zz002dw8hb/jc66qv53","ark:/21198/zz002dw8hb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_031A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8hb%2Fjc66qv53"
"Mikels (Elaine) Papers","ark:/21198/zz002dw8mw/fs74145w","ark:/21198/zz002dw8mw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_034A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8mw%2Ffs74145w"
"Mikels (Elaine) Papers","ark:/21198/zz002dw8mw/s481xk05","ark:/21198/zz002dw8mw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_034.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8mw%2Fs481xk05"
"Mikels (Elaine) Papers","ark:/21198/zz002dw8xj/0h10567f","ark:/21198/zz002dw8xj","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_043A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8xj%2F0h10567f"
"Mikels (Elaine) Papers","ark:/21198/zz002dw8xj/cn57q60d","ark:/21198/zz002dw8xj","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_043.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw8xj%2Fcn57q60d"
"Mikels (Elaine) Papers","ark:/21198/zz002dw91k/4w15n84b","ark:/21198/zz002dw91k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_047.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw91k%2F4w15n84b"
"Mikels (Elaine) Papers","ark:/21198/zz002dw91k/r053pz30","ark:/21198/zz002dw91k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_047A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw91k%2Fr053pz30"
"Mikels (Elaine) Papers","ark:/21198/zz002dw93m/t3673q84","ark:/21198/zz002dw93m","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_049.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw93m%2Ft3673q84"
"Mikels (Elaine) Papers","ark:/21198/zz002dw93m/w3717q5n","ark:/21198/zz002dw93m","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_049A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw93m%2Fw3717q5n"
"Mikels (Elaine) Papers","ark:/21198/zz002dw944/h172t957","ark:/21198/zz002dw944","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_050A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw944%2Fh172t957"
"Mikels (Elaine) Papers","ark:/21198/zz002dw944/p2171c3b","ark:/21198/zz002dw944","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_050.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw944%2Fp2171c3b"
"Mikels (Elaine) Papers","ark:/21198/zz002dw95n/sv319c3k","ark:/21198/zz002dw95n","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_051A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw95n%2Fsv319c3k"
"Mikels (Elaine) Papers","ark:/21198/zz002dw95n/xk57t51j","ark:/21198/zz002dw95n","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_051.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw95n%2Fxk57t51j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw965/js72nt80","ark:/21198/zz002dw965","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_052A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw965%2Fjs72nt80"
"Mikels (Elaine) Papers","ark:/21198/zz002dw965/sp00ps3q","ark:/21198/zz002dw965","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F12_052.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw965%2Fsp00ps3q"
"Mikels (Elaine) Papers","ark:/21198/zz002dw986/3k59797j","ark:/21198/zz002dw986","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_002A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw986%2F3k59797j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw986/jj52hx1k","ark:/21198/zz002dw986","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_002.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw986%2Fjj52hx1k"
"Mikels (Elaine) Papers","ark:/21198/zz002dw99q/c7271948","ark:/21198/zz002dw99q","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_003.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw99q%2Fc7271948"
"Mikels (Elaine) Papers","ark:/21198/zz002dw99q/wn94qp74","ark:/21198/zz002dw99q","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_003A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw99q%2Fwn94qp74"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9b7/h811sk6k","ark:/21198/zz002dw9b7","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_004.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9b7%2Fh811sk6k"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9b7/kh10z87t","ark:/21198/zz002dw9b7","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_004A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9b7%2Fkh10z87t"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9cr/hr90qx31","ark:/21198/zz002dw9cr","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_005.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9cr%2Fhr90qx31"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9cr/zq68g66j","ark:/21198/zz002dw9cr","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_005A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9cr%2Fzq68g66j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9d8/kh664c8x","ark:/21198/zz002dw9d8","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_006.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9d8%2Fkh664c8x"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9d8/q208zb55","ark:/21198/zz002dw9d8","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_006A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9d8%2Fq208zb55"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9fs/cr70f32j","ark:/21198/zz002dw9fs","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_007.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9fs%2Fcr70f32j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9fs/p5377543","ark:/21198/zz002dw9fs","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_007A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9fs%2Fp5377543"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9g9/d665tc1x","ark:/21198/zz002dw9g9","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_008A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9g9%2Fd665tc1x"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9g9/t053rg1d","ark:/21198/zz002dw9g9","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_008.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9g9%2Ft053rg1d"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9ht/mz25bs73","ark:/21198/zz002dw9ht","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_009A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9ht%2Fmz25bs73"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9ht/tw058b7n","ark:/21198/zz002dw9ht","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_009.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9ht%2Ftw058b7n"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9jb/cn188c5q","ark:/21198/zz002dw9jb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_010.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9jb%2Fcn188c5q"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9jb/xg343s7f","ark:/21198/zz002dw9jb","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_010A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9jb%2Fxg343s7f"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9kv/bs101p30","ark:/21198/zz002dw9kv","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_011.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9kv%2Fbs101p30"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9kv/zv07wk0w","ark:/21198/zz002dw9kv","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_011A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9kv%2Fzv07wk0w"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9nw/0j92xj4w","ark:/21198/zz002dw9nw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_013.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9nw%2F0j92xj4w"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9nw/1p036m3j","ark:/21198/zz002dw9nw","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_013A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9nw%2F1p036m3j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9pd/7690696f","ark:/21198/zz002dw9pd","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_014A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9pd%2F7690696f"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9pd/fh53c80j","ark:/21198/zz002dw9pd","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_014.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9pd%2Ffh53c80j"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9qx/dh33tc17","ark:/21198/zz002dw9qx","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_015A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9qx%2Fdh33tc17"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9qx/qm03k469","ark:/21198/zz002dw9qx","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_015.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9qx%2Fqm03k469"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9sz/1h261n65","ark:/21198/zz002dw9sz","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_017.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9sz%2F1h261n65"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9sz/vh01h79z","ark:/21198/zz002dw9sz","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_017A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9sz%2Fvh01h79z"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9wh/th82gb0f","ark:/21198/zz002dw9wh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_020.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9wh%2Fth82gb0f"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9wh/wd95kh6p","ark:/21198/zz002dw9wh","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_020A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9wh%2Fwd95kh6p"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9zj/k895ck58","ark:/21198/zz002dw9zj","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_022A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9zj%2Fk895ck58"
"Mikels (Elaine) Papers","ark:/21198/zz002dw9zj/v5728j8d","ark:/21198/zz002dw9zj","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_022.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9zj%2Fv5728j8d"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb0j/4f40wg28","ark:/21198/zz002dwb0j","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_023.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb0j%2F4f40wg28"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb0j/6z99m66p","ark:/21198/zz002dwb0j","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_023A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb0j%2F6z99m66p"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb12/09366f5j","ark:/21198/zz002dwb12","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_024.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb12%2F09366f5j"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb12/7539pp58","ark:/21198/zz002dwb12","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_024A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb12%2F7539pp58"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb2k/kx84z05n","ark:/21198/zz002dwb2k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_025.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb2k%2Fkx84z05n"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb2k/tm47t06d","ark:/21198/zz002dwb2k","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_025A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb2k%2Ftm47t06d"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb54/9w05761p","ark:/21198/zz002dwb54","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_028A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb54%2F9w05761p"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb54/p560xb65","ark:/21198/zz002dwb54","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_028.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb54%2Fp560xb65"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb6n/0b74n120","ark:/21198/zz002dwb6n","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_029A.tif","2","","","private","","","","","","","","","","","Back","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb6n%2F0b74n120"
"Mikels (Elaine) Papers","ark:/21198/zz002dwb6n/7950fk9x","ark:/21198/zz002dwb6n","","","Page","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F13_029.tif","1","","","private","","","","","","","","","","","Front","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb6n%2F7950fk9x"
