"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Name.repository","AltTitle.uniform","Description.note","Summary","Subject","Title","Alt ID.local","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2gx","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_027.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_027","CSW_Mazer_Elaine_Mikels_F04_027","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2gx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2gx/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2hf","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_028.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_028","CSW_Mazer_Elaine_Mikels_F04_028","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2hf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2hf/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2jz","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_029.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_029","CSW_Mazer_Elaine_Mikels_F04_029","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2jz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2jz/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2kg","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_030.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_030","CSW_Mazer_Elaine_Mikels_F04_030","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2kg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2kg/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2m0","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_031.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_031","CSW_Mazer_Elaine_Mikels_F04_031","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2m0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2m0/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2nh","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_032.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_032","CSW_Mazer_Elaine_Mikels_F04_032","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2nh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2nh/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2qj","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_034.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_034","CSW_Mazer_Elaine_Mikels_F04_034","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2qj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2qj/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2r2","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_035.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_035","CSW_Mazer_Elaine_Mikels_F04_035","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2r2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2r2/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2sk","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F04_036.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F04_036","CSW_Mazer_Elaine_Mikels_F04_036","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2sk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2sk/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2vm","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_002.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_002","CSW_Mazer_Elaine_Mikels_F05_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2vm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2vm/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2w4","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_003.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_003","CSW_Mazer_Elaine_Mikels_F05_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2w4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2w4/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2xn","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_004.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_004","CSW_Mazer_Elaine_Mikels_F05_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2xn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2xn/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw2z5","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_005.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_005","CSW_Mazer_Elaine_Mikels_F05_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw2z5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw2z5/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw305","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_006.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_006","CSW_Mazer_Elaine_Mikels_F05_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw305","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw305/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw31p","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_007.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_007","CSW_Mazer_Elaine_Mikels_F05_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw31p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw31p/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw326","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_008.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_008","CSW_Mazer_Elaine_Mikels_F05_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw326","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw326/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw33q","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_009.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_009","CSW_Mazer_Elaine_Mikels_F05_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw33q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw33q/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw347","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_010.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_010","CSW_Mazer_Elaine_Mikels_F05_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw347","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw347/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw35r","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_011.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_011","CSW_Mazer_Elaine_Mikels_F05_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw35r","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw35r/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw368","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_012.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_012","CSW_Mazer_Elaine_Mikels_F05_012","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw368","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw368/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw37s","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_013.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_013","CSW_Mazer_Elaine_Mikels_F05_013","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw37s","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw37s/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw389","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_014.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_014","CSW_Mazer_Elaine_Mikels_F05_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw389","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw389/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw39t","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_015.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_015","CSW_Mazer_Elaine_Mikels_F05_015","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw39t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw39t/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3cv","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_017.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_017","CSW_Mazer_Elaine_Mikels_F05_017","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3cv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3cv/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3dc","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_018.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_018","CSW_Mazer_Elaine_Mikels_F05_018","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3dc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3dc/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3gd","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_020.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_020","CSW_Mazer_Elaine_Mikels_F05_020","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3gd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3gd/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3hx","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_021.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_021","CSW_Mazer_Elaine_Mikels_F05_021","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3hx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3hx/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3jf","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_022.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_022","CSW_Mazer_Elaine_Mikels_F05_022","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3jf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3jf/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3kz","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_023.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_023","CSW_Mazer_Elaine_Mikels_F05_023","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3kz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3kz/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3mg","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F05_024.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F05_024","CSW_Mazer_Elaine_Mikels_F05_024","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3mg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3mg/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3ph","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_002.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_002","CSW_Mazer_Elaine_Mikels_F06_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3ph","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3ph/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3v3","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_007.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_007","CSW_Mazer_Elaine_Mikels_F06_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3v3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3v3/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3wm","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_008.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_008","CSW_Mazer_Elaine_Mikels_F06_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3wm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3wm/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3x4","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_009.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_009","CSW_Mazer_Elaine_Mikels_F06_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3x4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3x4/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw3zn","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_010.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_010","CSW_Mazer_Elaine_Mikels_F06_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw3zn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw3zn/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw42p","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_013.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_013","CSW_Mazer_Elaine_Mikels_F06_013","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw42p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw42p/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw436","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_014.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_014","CSW_Mazer_Elaine_Mikels_F06_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw436","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw436/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw44q","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_015.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_015","CSW_Mazer_Elaine_Mikels_F06_015","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw44q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw44q/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw478","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_018.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_018","CSW_Mazer_Elaine_Mikels_F06_018","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw478","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw478/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw48s","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_019.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_019","CSW_Mazer_Elaine_Mikels_F06_019","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw48s","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw48s/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4cb","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_022.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_022","CSW_Mazer_Elaine_Mikels_F06_022","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4cb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4cb/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4dv","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_023.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_023","CSW_Mazer_Elaine_Mikels_F06_023","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4dv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4dv/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4fc","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_024.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_024","CSW_Mazer_Elaine_Mikels_F06_024","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4fc","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4fc/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4gw","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_025.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_025","CSW_Mazer_Elaine_Mikels_F06_025","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4gw","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4gw/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4jx","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_027.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_027","CSW_Mazer_Elaine_Mikels_F06_027","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4jx","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4jx/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4kf","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_028.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_028","CSW_Mazer_Elaine_Mikels_F06_028","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4kf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4kf/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4mz","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_029.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_029","CSW_Mazer_Elaine_Mikels_F06_029","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4mz","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4mz/manifest"
"Mikels (Elaine) Papers","ark:/21198/zz002dw4r1","ark:/21198/zz002ctf79","10","Completed with minimal metadata","Work","elaine_mikels/image/srgb/CSW_Mazer_Elaine_Mikels_F06_033.tif","","","","private","","","still image","unknown","unknown","zxx","June L. Mazer Lesbian Archives","","","","","CSW_Mazer_Elaine_Mikels_F06_033","CSW_Mazer_Elaine_Mikels_F06_033","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw4r1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dw4r1/manifest"
