Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Language,Name.repository,AltTitle.uniform,Description.note,Summary,Title,Alt ID.local,Opac url,Finding Aid URL
Mikels (Elaine) Papers,ark:/21198/zz002dw9zj,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw9zj%2Fv5728j8d,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_022,CSW_Mazer_Elaine_Mikels_F13_022,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb0j,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb0j%2F4f40wg28,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_023,CSW_Mazer_Elaine_Mikels_F13_023,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb12,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb12%2F09366f5j,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_024,CSW_Mazer_Elaine_Mikels_F13_024,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb2k,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb2k%2Fkx84z05n,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_025,CSW_Mazer_Elaine_Mikels_F13_025,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb54,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb54%2Fp560xb65,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_028,CSW_Mazer_Elaine_Mikels_F13_028,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb6n,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb6n%2F7950fk9x,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_029,CSW_Mazer_Elaine_Mikels_F13_029,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb75,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb75%2Fxm56mw0b,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_030,CSW_Mazer_Elaine_Mikels_F13_030,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb8p,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb8p%2Fjz16x19m,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_031,CSW_Mazer_Elaine_Mikels_F13_031,,
Mikels (Elaine) Papers,ark:/21198/zz002dwb96,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwb96%2F6035tx0w,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_032,CSW_Mazer_Elaine_Mikels_F13_032,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbkb,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbkb%2Fdd81175z,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_040,CSW_Mazer_Elaine_Mikels_F13_040,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbmv,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbmv%2Fn504669m,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_041,CSW_Mazer_Elaine_Mikels_F13_041,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbnc,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbnc%2F3j539d5p,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_042,CSW_Mazer_Elaine_Mikels_F13_042,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbpw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbpw%2F7536cf16,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_043,CSW_Mazer_Elaine_Mikels_F13_043,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbqd,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbqd%2Fsc10sx9q,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_044,CSW_Mazer_Elaine_Mikels_F13_044,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbrx,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbrx%2F8g69t11c,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_045,CSW_Mazer_Elaine_Mikels_F13_045,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbsf,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbsf%2Fjq364n9n,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F13_046,CSW_Mazer_Elaine_Mikels_F13_046,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbtz,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbtz%2F6z821j7r,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F14_001,CSW_Mazer_Elaine_Mikels_F14_001,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbxh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbxh%2Fmp88fg0g,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F14_004,CSW_Mazer_Elaine_Mikels_F14_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dwbz1,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwbz1%2F2r85vc2q,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F14_005,CSW_Mazer_Elaine_Mikels_F14_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dwcx0,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwcx0%2Fd195792f,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F07_003,CSW_Mazer_Elaine_Mikels_F07_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dwczh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwczh%2Fx315b48v,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F07_004,CSW_Mazer_Elaine_Mikels_F07_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dwd0h,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd0h%2Fm382x89t,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F07_005,CSW_Mazer_Elaine_Mikels_F07_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dwd2j,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd2j%2F8f97qh9v,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F07_007,CSW_Mazer_Elaine_Mikels_F07_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dwd32,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd32%2Fq413c62b,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F07_008,CSW_Mazer_Elaine_Mikels_F07_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dwd4k,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwd4k%2F8w87wx7t,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F07_009,CSW_Mazer_Elaine_Mikels_F07_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dwfcp,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfcp%2Ftk05sw6z,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F09_001,CSW_Mazer_Elaine_Mikels_F09_001,,
Mikels (Elaine) Papers,ark:/21198/zz002dwfks,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfks%2Fht95rk4w,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F09_007,CSW_Mazer_Elaine_Mikels_F09_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dwfpb,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,,,,,private,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwfpb%2Fn0849q08,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,CSW_Mazer_Elaine_Mikels_F09_010,CSW_Mazer_Elaine_Mikels_F09_010,,
