"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL"
"DIYALoG","ark:/21198/z13v145q","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_055.tif","55","","","","","","","","","","","Page 55","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v145q"
"DIYALoG","ark:/21198/z1030cgr","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_056.tif","56","","","","","","","","","","","Page 56","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030cgr"
"DIYALoG","ark:/21198/z1v99w2t","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_057.tif","57","","","","","","","","","","","Page 57","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v99w2t"
"DIYALoG","ark:/21198/z1qj948k","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_058.tif","58","","","","","","","","","","","Page 58","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj948k"
"DIYALoG","ark:/21198/z1ks8cgz","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_059.tif","59","","","","","","","","","","","Page 59","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8cgz"
"DIYALoG","ark:/21198/z1g17mrj","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_060.tif","60","","","","","","","","","","","Page 60","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17mrj"
"DIYALoG","ark:/21198/z1bc5kg0","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_061.tif","61","","","","","","","","","","","Page 61","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5kg0"
"DIYALoG","ark:/21198/z16m4tsq","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_062.tif","62","","","","","","","","","","","Page 62","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4tsq"
"DIYALoG","ark:/21198/z12v4337","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_063.tif","63","","","","","","","","","","","Page 63","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4337"
"DIYALoG","ark:/21198/z1z33kpr","ark:/21198/zz002hc735","","","Page","diyalog/image/21198-zz002hc735-1-master_064.tif","64","","","","","","","","","","","Page 64","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33kpr"
