File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,volume/year,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.content,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_001.tif,Page,Page 1,1,ark:/21198/z17q1088,ark:/21198/z1vt3t1f,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3t1f
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_002.tif,Page,Page 2,2,ark:/21198/z17q1088,ark:/21198/z1r2329d,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r2329d
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_003.tif,Page,Page 3,3,ark:/21198/z17q1088,ark:/21198/z1m929kp,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m929kp
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_004.tif,Page,Page 4,4,ark:/21198/z17q1088,ark:/21198/z1gj1jxv,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1jxv
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_005.tif,Page,Page 5,5,ark:/21198/z17q1088,ark:/21198/z1bs0t4n,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0t4n
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_006.tif,Page,Page 6,6,ark:/21198/z17q1088,ark:/21198/z17102dm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17102dm
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_007.tif,Page,Page 7,7,ark:/21198/z17q1088,ark:/21198/z13b8132,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8132
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_008.tif,Page,Page 8,8,ark:/21198/z17q1088,ark:/21198/z1zk7hmc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7hmc
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_009.tif,Page,Page 9,9,ark:/21198/z17q1088,ark:/21198/z1tt6rv6,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6rv6
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_010.tif,Page,Page 10,10,ark:/21198/z17q1088,ark:/21198/z1q26151,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26151
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_011.tif,Page,Page 11,11,ark:/21198/z17q1088,ark:/21198/z1k958gr,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k958gr
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_012.tif,Page,Page 12,12,ark:/21198/z17q1088,ark:/21198/z1fj4hr1,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4hr1
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_013.tif,Page,Page 13,13,ark:/21198/z17q1088,ark:/21198/z19s3s08,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3s08
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_014.tif,Page,Page 14,14,ark:/21198/z17q1088,ark:/21198/z1641qnq,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641qnq
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_015.tif,Page,Page 15,15,ark:/21198/z17q1088,ark:/21198/z12c0zzf,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0zzf
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_016.tif,Page,Page 16,16,ark:/21198/z17q1088,ark:/21198/z1xm0gf3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0gf3
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_017.tif,Page,Page 17,17,ark:/21198/z17q1088,ark:/21198/z1st9qqt,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9qqt
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_018.tif,Page,Page 18,18,ark:/21198/z17q1088,ark:/21198/z1p29023,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p29023
Masters/othermasters/DEPzanzibar/images/Vol_10/uclalsc_3682798_vol10_019.tif,Page,Page 19,19,ark:/21198/z17q1088,ark:/21198/z1j987bc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j987bc
