File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,volume/year,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.content,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_001.tif,Page,Page 1,1,ark:/21198/z1df8s0n,ark:/21198/z12z36b8,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z36b8
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_002.tif,Page,Page 2,2,ark:/21198/z1df8s0n,ark:/21198/z1z62pvw,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62pvw
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_003.tif,Page,Page 3,3,ark:/21198/z1df8s0n,ark:/21198/z1tj0ng0,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0ng0
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_004.tif,Page,Page 4,4,ark:/21198/z1df8s0n,ark:/21198/z1pr9ws5,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9ws5
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_005.tif,Page,Page 5,5,ark:/21198/z1df8s0n,ark:/21198/z1k0955w,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k0955w
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_006.tif,Page,Page 6,6,ark:/21198/z1df8s0n,ark:/21198/z1f78df5,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f78df5
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_007.tif,Page,Page 7,7,ark:/21198/z1df8s0n,ark:/21198/z19g7np0,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7np0
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_008.tif,Page,Page 8,8,ark:/21198/z1df8s0n,ark:/21198/z15q6wwc,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6wwc
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_009.tif,Page,Page 9,9,ark:/21198/z1df8s0n,ark:/21198/z11z657b,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z657b
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_010.tif,Page,Page 10,10,ark:/21198/z1df8s0n,ark:/21198/z1x94c2b,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x94c2b
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_011.tif,Page,Page 11,11,ark:/21198/z1df8s0n,ark:/21198/z1sj3mdh,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3mdh
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_012.tif,Page,Page 12,12,ark:/21198/z1df8s0n,ark:/21198/z1ns2vs4,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2vs4
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_013.tif,Page,Page 13,13,ark:/21198/z1df8s0n,ark:/21198/z1j1242h,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j1242h
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_014.tif,Page,Page 14,14,ark:/21198/z1df8s0n,ark:/21198/z1d81c8w,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d81c8w
Masters/othermasters/DEPzanzibar/images/Vol_01/uclalsc_3682798_vol01_015.tif,Page,Page 15,15,ark:/21198/z1df8s0n,ark:/21198/z18h0mhq,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h0mhq
