File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,volume/year,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.content,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_001.tif,Page,Page 1,1,ark:/21198/z1mw4j0k,ark:/21198/z1nk5fwk,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk5fwk
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_002.tif,Page,Page 2,2,ark:/21198/z1mw4j0k,ark:/21198/z1hx3dj4,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx3dj4
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_003.tif,Page,Page 3,3,ark:/21198/z1mw4j0k,ark:/21198/z1d52ntq,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52ntq
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_004.tif,Page,Page 4,4,ark:/21198/z1mw4j0k,ark:/21198/z18d1x4v,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1x4v
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_005.tif,Page,Page 5,5,ark:/21198/z1mw4j0k,ark:/21198/z14n15gd,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n15gd
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_006.tif,Page,Page 6,6,ark:/21198/z1mw4j0k,ark:/21198/z10w0dps,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w0dps
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_007.tif,Page,Page 7,7,ark:/21198/z1mw4j0k,ark:/21198/z1w39x7q,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39x7q
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_008.tif,Page,Page 8,8,ark:/21198/z1mw4j0k,ark:/21198/z1rb95gx,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb95gx
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_009.tif,Page,Page 9,9,ark:/21198/z1mw4j0k,ark:/21198/z1mp744g,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp744g
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_010.tif,Page,Page 10,10,ark:/21198/z1mw4j0k,ark:/21198/z1gx6cdr,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx6cdr
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_011.tif,Page,Page 11,11,ark:/21198/z1mw4j0k,ark:/21198/z1c55mqs,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55mqs
Masters/othermasters/DEPzanzibar/images/Vol_07/uclalsc_3682798_vol07_012.tif,Page,Page 12,12,ark:/21198/z1mw4j0k,ark:/21198/z17d4w2c,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4w2c
